Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
920 triệu,"Đường Tăng Nhơn Phú, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"2,99 tỷ","Đường Lê Văn Việt, Phường Hiệp Phú, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"107 m² (5,7x23,0)",2 phòng,2 WC,N/A,N/A,Đông Nam,Sổ đỏ
"8,7 tỷ","TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"75 m² (5,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,2 tỷ","Đường Làng Tăng Phú, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2,99 tỷ","Đường Lê Văn Việt, Phường Hiệp Phú, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","65 m² (5,0x13,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"6,3 tỷ","Đường Hoàng Hữu Nam, Phường Long Bình, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","52 m² (4,1x14,0)",4 phòng,5 WC,3,N/A,Đông Nam,Sổ hồng
"11,8 tỷ","Đường Man Thiện, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"300 m² (5,6x16,0)",N/A,1 WC,1,N/A,N/A,Sổ đỏ
8 tỷ,"Đường 359, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"113 m² (5,0x23,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"11,7 tỷ","Đường Lê Văn Việt, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,190 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
850 triệu,"Đường Nguyễn Văn Tăng, Phường Long Thạnh Mỹ, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
23 tỷ,"Đường Đỗ Xuân Hợp, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"102 m² (4,0x25,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
12 tỷ,"Đường Võ Văn Hát, Phường Long Trường, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"198 m² (11,0x19,0)",14 phòng,14 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
910 triệu,"Đường Đỗ Xuân Hợp, Phường Phước Bình, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"50 m² (4,0x14,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"1,99 tỷ","Đường Lã Xuân Oai, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"10,2 tỷ","Đường số 2, Phường Tăng Nhơn Phú B, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"121,5 m² (5,0x24,0)",4 phòng,2 WC,1,Đông Nam,Đông Nam,Sổ hồng
24 tỷ,"49X, Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",4 phòng,5 WC,4,Đông Nam,Đông Nam,Sổ đỏ
"2,98 tỷ","Đường Nguyễn Duy Trinh, Phường Long Trường, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","77 m² (5,5x14,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"1,03 tỷ","Đường Lê Văn Việt, Phường Hiệp Phú, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","65 m² (5,0x13,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
98 tỷ,"Đường Lê Văn Việt, Phường Long Thạnh Mỹ, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"2.200 m² (45,0x50,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,8 tỷ","TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ",90 m²,4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
23 tỷ,"Đường Tăng Nhơn Phú, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"13,9 tỷ","139, 139, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,5 WC,N/A,Nam,Nam,Sổ hồng
"4,5 tỷ","Đường Lò Lu, Phường Trường Thạnh, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","65 m² (5,6x10,5)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường Nguyễn Duy Trinh, Phường Trường Thạnh, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"98,7 m² (6,6x15,0)",6 phòng,5 WC,4,Đông Nam,Đông Nam,Sổ hồng
"4,5 tỷ","Đường 475, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","25,5 m²",2 phòng,2 WC,N/A,N/A,Tây Nam,Sổ hồng
"5,39 tỷ","Đường Lò Lu, Phường Trường Thạnh, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Phan Chu Trinh, Phường Hiệp Phú, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"6,9 tỷ","Đường số 6, Phường Long Trường, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ",150 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ đỏ
16 tỷ,"T6-20, T6-20, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"91 m² (7,0x13,0)",N/A,N/A,5,Tây Bắc,Tây Bắc,Sổ hồng
"4,5 tỷ","Đường 475, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","25,5 m²",2 phòng,2 WC,N/A,N/A,Tây Nam,Sổ hồng
"8,7 tỷ","Đường Bưng Ông Thoàn, Phường Phú Hữu, TP. Thủ Đức - Quận 9, TP.HCM","Biệt thự, Villa",75 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,25 tỷ","Đường Gò Cát, Phường Phú Hữu, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,7)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Lò Lu, Phường Trường Thạnh, TP. Thủ Đức - Quận 9, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"8,5 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","70 m² (4,1x17,0)",7 phòng,7 WC,4,N/A,N/A,Sổ hồng
998 triệu,"Đường Lê Văn Việt, Phường Hiệp Phú, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"5,95 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","65 m² (4,0x17,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"1,07 tỷ","Đường Lã Xuân Oai, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","57 m² (5,0x11,4)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
915 triệu,"Đường Bùi Xương Trạch, Phường Long Trường, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","61 m² (5,0x12,2)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường Phước Thiện, Phường Long Bình, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","57 m² (4,0x14,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,6 tỷ","Đường Lê Văn Việt, Phường Hiệp Phú, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
14 tỷ,"TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"112 m² (5,0x22,5)",5 phòng,6 WC,4,Tây Nam,Tây Nam,Sổ hồng
2 tỷ,"Đường Lê Văn Việt, Phường Long Thạnh Mỹ, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ",66 m²,N/A,N/A,4,N/A,N/A,Sổ hồng
"4,6 tỷ","Đường 182, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","114 m² (4,0x27,0)",3 phòng,2 WC,2,Nam,Tây,Sổ hồng
17 tỷ,"TP. Thủ Đức - Quận 9, TP.HCM","Biệt thự, Villa","171,5 m² (11,0x16,0)",4 phòng,4 WC,N/A,Đông Nam,N/A,Sổ hồng
"5,3 tỷ","Đường 359, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","70 m² (4,0x14,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
980 triệu,"Đường Lê Văn Việt, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
990 triệu,"Đường Dương Đình Hội, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
935 triệu,"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,69 tỷ","Đường số 6, Phường Long Trường, TP. Thủ Đức - Quận 9, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2,25 tỷ","Đường Lê Văn Việt, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
32 tỷ,"2x, Đường D3, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"136 m² (8,0x17,0)",4 phòng,5 WC,3,Tây Bắc,Tây Bắc,Sổ đỏ
"9,2 tỷ","TP. Thủ Đức - Quận 9, TP.HCM","Biệt thự, Villa",125 m²,N/A,N/A,N/A,N/A,N/A,Hợp đồng mua bán
"2,1 tỷ","Đường Võ Văn Hát, Phường Long Trường, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",2 phòng,2 WC,2,N/A,N/A,Sổ đỏ
"20,7 tỷ","1xx, Đường 621D, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"136 m² (8,0x17,0)",3 phòng,3 WC,3,Tây Bắc,Tây Bắc,Sổ đỏ
14 tỷ,"Đường Liên Phường, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Biệt thự, Villa","126 m² (6,0x21,0)",4 phòng,5 WC,N/A,Đông,Đông,Sổ hồng
"6,7 tỷ","Đường Lã Xuân Oai, Phường Long Trường, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"4,25 tỷ","41x, Đường Gò Cát, Phường Phú Hữu, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","50,8 m² (4,0x12,7)",3 phòng,3 WC,3,Đông Bắc,Đông Bắc,Sổ đỏ
"4,1 tỷ","Đường Quang Trung, Phường Tăng Nhơn Phú B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","65 m² (4,5x14,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
40 tỷ,"Đường Hoàng Hữu Nam, Phường Tân Phú, TP. Thủ Đức - Quận 9, TP.HCM","Biệt thự, Villa","865 m² (20,0x45,0)",6 phòng,5 WC,4,N/A,N/A,Sổ hồng
"6,3 tỷ","53/3, Đường số 2, Phường Tăng Nhơn Phú B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","120,5 m²",2 phòng,1 WC,N/A,N/A,Nam,Sổ hồng
"33,6 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, TP. Thủ Đức - Quận 9, TP.HCM","Biệt thự, Villa","250 m² (10,0x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,44 tỷ","Đường 112, Phường Trường Thạnh, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
12 tỷ,"30, Đường Thủy Lợi, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","137 m² (7,0x20,0)",7 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"5,7 tỷ","Đường Lê Văn Việt, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","110 m² (5,0x22,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
4 tỷ,"Đường Lò Lu, Phường Trường Thạnh, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","84 m² (4,2x21,0)",2 phòng,1 WC,1,N/A,N/A,Sổ hồng
"7,7 tỷ","13, Đường số 6, Phường Trường Thạnh, TP. Thủ Đức - Quận 9, TP.HCM",Nhà mặt tiền,"104,7 m² (4,2x24,7)",3 phòng,2 WC,2,Đông,Đông,Sổ hồng
"2,7 tỷ","Đường Đỗ Xuân Hợp, Phường Phước Long B, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
48 tỷ,"TP. Thủ Đức - Quận 9, TP.HCM","Biệt thự, Villa",420 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,05 tỷ","Đường Phước Thiện, Phường Long Thạnh Mỹ, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","60 m² (5,3x12,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"4,3 tỷ","Đường 61, Phường Tăng Nhơn Phú A, TP. Thủ Đức - Quận 9, TP.HCM","Nhà hẻm, ngõ","72 m² (7,2x10,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
