Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"19,98 tỷ","Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP.HCM","Biệt thự, Villa","120 m² (8,0x15,0)",6 phòng,6 WC,5,N/A,N/A,Sổ hồng
45 tỷ,"Đường Bùi Đình Túy, Phường 12, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,151 m²,N/A,N/A,7,N/A,N/A,Sổ hồng
"4,7 tỷ","Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","42 m² (3,5x13,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,75 tỷ","Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","41 m² (3,3x13,0)",4 phòng,2 WC,N/A,Đông Bắc,Đông Bắc,Sổ hồng
"28,8 tỷ","Đường Bạch Đằng, Phường 15, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,150 m²,N/A,N/A,3,N/A,N/A,Sổ hồng
"7,15 tỷ","Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",66 m²,3 phòng,3 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"6,8 tỷ","Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","60 m² (4,1x14,7)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"5,95 tỷ","Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","37 m² (3,4x13,0)",4 phòng,4 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
265 tỷ,"1, Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,"611 m² (21,0x36,0)",N/A,N/A,1,Đông Nam,Đông Nam,Sổ hồng
"12,5 tỷ","Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","90 m² (5,0x18,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"13,99 tỷ","Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","87 m² (4,1x21,0)",8 phòng,9 WC,4,N/A,N/A,Sổ hồng
"13,5 tỷ","Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"12,5 tỷ","Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","74 m² (3,7x20,0)",9 phòng,9 WC,5,N/A,N/A,Sổ hồng
"7,15 tỷ","Đường Phan Văn Trị, Phường 14, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",67 m²,3 phòng,3 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
24 tỷ,"266/5, Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","157 m² (8,0x20,0)",18 phòng,20 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
4 tỷ,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",32 m²,2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,4 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",55 m²,3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"4,95 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","39 m² (4,0x10,0)",4 phòng,3 WC,5,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",21 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,45 tỷ","Đường Ngô Tất Tố, Phường 19, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","33 m² (3,6x9,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"9,9 tỷ","Đường Bạch Đằng, Phường 14, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","51,2 m² (4,6x14,0)",5 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"4,95 tỷ","378/..., Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",39 m²,3 phòng,4 WC,5,N/A,N/A,Sổ hồng
"3,95 tỷ","Đường Võ Duy Ninh, Phường 22, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","37,3 m²",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
20 tỷ,"130, Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,"73,9 m² (5,0x15,0)",N/A,N/A,2,Đông,Đông,Sổ hồng
9 tỷ,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","176,3 m² (3,5x15,0)",5 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"36,6 tỷ","29, Đường Bạch Đằng, Phường 15, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,"124,1 m² (3,9x31,8)",N/A,N/A,5,Bắc,Bắc,Sổ hồng
"7,2 tỷ","Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","55 m² (4,1x15,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"12,15 tỷ","Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","100 m² (6,0x19,0)",3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Bùi Đình Túy, Phường 14, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",5 phòng,4 WC,4,Đông Nam,Đông Nam,Sổ hồng
8 tỷ,"Đường Quốc Lộ 13, Phường 26, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",4 phòng,4 WC,5,N/A,N/A,Sổ hồng
9 tỷ,"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","62 m² (6,2x12,0)",8 phòng,8 WC,N/A,N/A,N/A,Sổ hồng
2 tỷ,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","13 m² (3,4x4,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
7 tỷ,"Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","60 m² (6,0x10,0)",4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
11 tỷ,"37, Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","90 m² (5,0x19,0)",5 phòng,4 WC,3,N/A,N/A,Sổ hồng
3 tỷ,"Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,28 m²,2 phòng,2 WC,N/A,N/A,N/A,Hợp đồng mua bán
12 tỷ,"Đường Nguyễn Gia Trí, Phường 24, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",180 m²,3 phòng,N/A,N/A,N/A,N/A,Đang chờ sổ
"49,99 tỷ","24A, Đường Nguyễn Huy Lượng, Phường 14, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,"200 m² (12,0x17,0)",4 phòng,8 WC,4,N/A,Tây Nam,Sổ hồng
"11,5 tỷ","Đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","90 m² (4,0x22,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Lê Quang Định, Phường 14, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","44 m² (4,8x9,0)",6 phòng,6 WC,3,N/A,N/A,Sổ hồng
"14,99 tỷ","Đường Nguyên Hồng, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","100 m² (4,0x25,0)",5 phòng,5 WC,5,N/A,N/A,Sổ hồng
11 tỷ,"Đường Lê Quang Định, Phường 5, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","150 m² (6,0x25,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"5,58 tỷ","Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","39 m² (3,6x11,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
6 tỷ,"Đường Bình Quới, Phường 28, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,"62 m² (4,2x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
7 tỷ,"Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","44 m² (3,3x14,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"9,7 tỷ","Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",84 m²,8 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"6,1 tỷ","Đường Bạch Đằng, Phường 24, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","40 m² (3,5x11,0)",3 phòng,4 WC,3,N/A,N/A,Sổ đỏ
"4,5 tỷ","82/, Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","44 m² (3,5x15,0)",2 phòng,2 WC,2,Tây,Tây,Sổ hồng
17 tỷ,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,"125 m² (5,0x25,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,55 tỷ","Đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","46 m² (3,1x16,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
26 tỷ,"Đường Nguyễn Văn Đậu, Phường 11, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,"108 m² (7,1x16,0)",5 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"13,2 tỷ","Đường Lê Quang Định, Phường 7, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","208 m² (4,3x15,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","51 m² (3,5x14,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
11 tỷ,"Đường Lê Quang Định, Phường 5, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","150 m² (6,0x25,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"5,59 tỷ","Đường Nguyên Hồng, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","43 m² (4,0x10,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,4 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",30 m²,2 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"14,8 tỷ","Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",66 m²,4 phòng,N/A,5,N/A,N/A,Sổ hồng
"3,65 tỷ","62/30, Đường Trần Bình Trọng, Phường 5, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",21 m²,2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,21 tỷ","Đường Quốc Lộ 13, Phường 26, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,08 tỷ","Đường Nguyên Hồng, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",66 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
5 tỷ,"Đường Nguyên Hồng, Phường 11, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","44 m² (4,0x11,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"3,5 tỷ","Đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",40 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"9,8 tỷ","Đường Nguyễn Văn Thương, Phường 25, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","60 m² (6,0x10,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Nguyễn Khuyến, Phường 12, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","54 m² (6,4x10,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"3,35 tỷ","Đường Xô Viết Nghệ Tĩnh, Phường 22, Quận Bình Thạnh, TP.HCM",Nhà mặt tiền,58 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"11,95 tỷ","201/38, Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",82 m²,14 phòng,N/A,5,N/A,N/A,Sổ hồng
8 tỷ,"Đường Lê Quang Định, Phường 1, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",4 phòng,6 WC,3,N/A,N/A,Sổ hồng
11 tỷ,"Đường Trần Bình Trọng, Phường 5, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","135 m² (6,0x22,0)",10 phòng,10 WC,3,N/A,N/A,Sổ hồng
"5,3 tỷ","Đường Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ",40 m²,3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
14 tỷ,"Đường Bùi Đình Túy, Phường 26, Quận Bình Thạnh, TP.HCM","Nhà hẻm, ngõ","71 m² (4,2x17,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
