Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
52 tỷ,"Đường Quốc Hương, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"270 m² (8,5x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
115 tỷ,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","310 m² (15,0x21,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường Lê Văn Thịnh, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"74 m² (4,0x18,5)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
18 tỷ,"Đường 46, Phường Bình Trưng Đông, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"8,2 tỷ","Đường Lê Văn Thịnh, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","95 m² (4,3x18,0)",3 phòng,2 WC,3,N/A,N/A,Sổ hồng
18 tỷ,"67, Đường 5, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"62,5 m² (5,0x12,5)",3 phòng,4 WC,3,N/A,Đông Nam,Sổ hồng
125 tỷ,"Đường Trần Ngọc Diện, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","725 m² (18,0x40,0)",5 phòng,6 WC,3,N/A,N/A,Sổ hồng
38 tỷ,"Đường Trần Não, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","184 m² (8,0x23,0)",5 phòng,5 WC,N/A,N/A,Đông Bắc,Sổ hồng
"6,8 tỷ","Đường Lê Văn Thịnh, Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","57 m² (4,0x13,2)",4 phòng,5 WC,N/A,N/A,Đông,Sổ hồng
42 tỷ,"Đường số 28, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,735 m²,N/A,N/A,N/A,N/A,Bắc,Sổ hồng
"12,5 tỷ","38, Đường Lê Văn Thịnh, Phường Bình Trưng Đông, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","168,7 m² (7,2x23,0)",7 phòng,7 WC,2,Nam,Đông,Sổ hồng
150 tỷ,"57-59, 57-59, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,320 m²,10 phòng,7 WC,7,Tây Nam,Tây Nam,Sổ hồng
"7,1 tỷ","Đường Thạnh Mỹ Lợi, Phường Thạnh Mỹ Lợi, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,69 m²,4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"2,7 tỷ","Đường Lê Văn Thịnh, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Trần Não, Phường Bình An, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","54 m² (4,0x14,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường 35CL, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"85 m² (5,0x17,0)",4 phòng,4 WC,N/A,N/A,Tây Bắc,Sổ hồng
95 tỷ,"Đường 43, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","500 m² (20,0x25,0)",5 phòng,6 WC,N/A,Nam,Nam,Sổ hồng
29 tỷ,"Phường Bình Trưng Đông, TpThủ Đức (Quận 2), TP. HC, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"210 m² (10,0x21,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,9 tỷ","25, Đường Lê Văn Thịnh, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"70 m² (6,0x14,0)",4 phòng,4 WC,4,Đông,Đông,Sổ hồng
"2,3 tỷ","Đường Lương Định Của, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ",84 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"30,5 tỷ","Đường 48, Phường Thạnh Mỹ Lợi, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
165 tỷ,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","651 m² (9,2x32,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
8 tỷ,"Đường Nguyễn Thị Định, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"170 m² (5,0x34,0)",8 phòng,8 WC,2,Đông Nam,Tây Nam,Sổ đỏ
65 tỷ,"Đường Quốc Hương, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"260 m² (10,0x26,0)",19 phòng,20 WC,N/A,N/A,Tây Nam,Sổ hồng
"8,5 tỷ","23/8/2B, Đường 38, Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x10,0)",4 phòng,4 WC,4,Bắc,Bắc,Sổ hồng
6 tỷ,"45/1D, Đường số 10, Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","105 m² (6,0x20,0)",2 phòng,1 WC,1,Bắc,Bắc,Sổ hồng
"3,38 tỷ","Đường Trần Não, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"6,4 tỷ","Đường Lê Văn Thịnh, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","75 m² (5,0x15,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
92 tỷ,"Đường Trần Ngọc Diện, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","725 m² (19,0x40,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
32 tỷ,"Đường Nguyễn Quý Đức, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"3,6 tỷ","Đường Nguyễn Cư Dĩ, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
25 tỷ,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","105 m² (5,0x21,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"18,5 tỷ","Đường D5, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"62,5 m² (5,0x12,5)",4 phòng,4 WC,4,Tây Bắc,Tây Nam,Sổ hồng
"45,5 tỷ","Đường Võ Trường Toản, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","150 m² (10,0x15,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
150 tỷ,"TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"320 m² (16,0x20,0)",N/A,N/A,N/A,Tây Nam,N/A,Sổ hồng
11 tỷ,"Đường Trần Não, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ",60 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
12 tỷ,"Đường 14, Phường An Khánh, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"77 m² (5,0x16,0)",5 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Nguyễn Duy Trinh, Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,9 tỷ","Đường số 35, Phường Bình Trưng Tây, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,63 m²,4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
83 tỷ,"Đường Nguyễn Văn Hưởng, Phường Thảo Điền, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","468 m² (18,0x26,0)",7 phòng,6 WC,N/A,N/A,Bắc,Sổ hồng
"31,5 tỷ","Đường Nguyễn Quý Đức, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",5 phòng,6 WC,N/A,N/A,Đông,Sổ hồng
16 tỷ,"Đường An Phú, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"100 m² (4,0x25,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"26,9 tỷ","Đường Lương Định Của, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM","Biệt thự, Villa","127 m² (7,0x18,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
37 tỷ,"51, Đường Cao Đức Lân, Phường An Phú, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",8 phòng,10 WC,4,Đông Nam,Tây Bắc,Sổ hồng
"3,65 tỷ","Đường Phạm Công Trứ, Phường Thạnh Mỹ Lợi, TP. Thủ Đức - Quận 2, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"8,95 tỷ","Đường Lê Văn Thịnh, Phường Cát Lái, TP. Thủ Đức - Quận 2, TP.HCM",Nhà mặt tiền,"60 m² (5,0x12,0)",4 phòng,5 WC,4,Đông,Đông,Sổ hồng
