Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"3,15 tỷ","Đường An Dương Vương, Phường 9, Quận 5, TP.HCM","Nhà hẻm, ngõ","75,6 m²",N/A,N/A,N/A,N/A,N/A,Hợp đồng mua bán
25 tỷ,"Đường An Dương Vương, Phường 8, Quận 5, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",6 phòng,3 WC,3,N/A,N/A,Sổ hồng
18 tỷ,"Đường Ngô Gia Tự, Phường 9, Quận 5, TP.HCM",Nhà mặt tiền,"67 m² (5,4x12,0)",N/A,N/A,N/A,N/A,Đông Nam,Sổ hồng
80 tỷ,"Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"250 m² (8,0x30,0)",12 phòng,8 WC,6,N/A,N/A,Sổ hồng
"27,3 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, TP.HCM",Nhà mặt tiền,"75 m² (3,9x19,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ",52 m²,10 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"8,2 tỷ","Đường Trần Hưng Đạo, Phường 7, Quận 5, TP.HCM","Nhà hẻm, ngõ","48 m² (3,8x13,0)",3 phòng,N/A,2,N/A,N/A,Sổ hồng
8 tỷ,"Đường Cao Đạt, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ",47 m²,N/A,N/A,2,N/A,Nam,Sổ hồng
"11,5 tỷ","Đường Cao Đạt, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,52 m²,10 phòng,N/A,N/A,N/A,N/A,Sổ hồng
32 tỷ,"Đường Nguyễn Chí Thanh, Phường 9, Quận 5, TP.HCM",Nhà mặt tiền,"86,1 m² (4,4x23,5)",4 phòng,4 WC,3,N/A,Bắc,Sổ hồng
"3,88 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","44 m² (4,0x11,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"9,48 tỷ","359, Đường Trần Bình Trọng, Phường 4, Quận 5, TP.HCM","Nhà hẻm, ngõ","52 m² (3,5x15,0)",4 phòng,5 WC,3,Đông Nam,Nam,Sổ hồng
"31,5 tỷ","Đường Trần Bình Trọng, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,100 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"9,8 tỷ","Đường An Bình, Phường 5, Quận 5, TP.HCM","Nhà hẻm, ngõ","73 m² (4,0x16,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,88 tỷ","Đường Nguyễn Biểu, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ","28 m² (3,1x9,0)",4 phòng,3 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
"4,15 tỷ","Đường Nguyễn Tri Phương, Phường 8, Quận 5, TP.HCM","Nhà hẻm, ngõ","60 m² (4,5x14,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
31 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,100 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Nguyễn Trãi, Phường 14, Quận 5, TP.HCM","Nhà hẻm, ngõ","62 m² (4,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"9,5 tỷ","Đường An Bình, Phường 6, Quận 5, TP.HCM","Nhà hẻm, ngõ","47 m² (3,6x13,0)",N/A,N/A,5,N/A,N/A,Sổ hồng
"19,5 tỷ","Đường Nguyễn Tri Phương, Phường 6, Quận 5, TP.HCM",Nhà mặt tiền,"50 m² (4,3x11,0)",5 phòng,4 WC,4,N/A,N/A,Sổ hồng
13 tỷ,"Đường Nguyễn Tri Phương, Phường 9, Quận 5, TP.HCM","Nhà hẻm, ngõ",51 m²,5 phòng,5 WC,6,N/A,Đông,Sổ hồng
26 tỷ,"Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"40 m² (3,3x12,0)",N/A,N/A,6,N/A,N/A,Sổ hồng
"3,5 tỷ","Đường Nguyễn Trãi, Phường 10, Quận 5, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
13 tỷ,"Đường An Bình, Phường 6, Quận 5, TP.HCM","Nhà hẻm, ngõ","66 m² (3,8x17,0)",4 phòng,4 WC,4,N/A,Tây,Sổ hồng
915 triệu,"Đường Bùi Hữu Nghĩa, Phường 7, Quận 5, TP.HCM","Nhà hẻm, ngõ","64 m² (5,0x12,8)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,45 tỷ","Đường Nghĩa Thục, Phường 5, Quận 5, TP.HCM","Nhà hẻm, ngõ","58 m² (4,5x13,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"27,5 tỷ","Đường Ngô Quyền, Phường 8, Quận 5, TP.HCM",Nhà mặt tiền,"82 m² (4,1x21,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
6 tỷ,"Đường Trần Hưng Đạo, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ","30 m² (4,0x9,0)",2 phòng,3 WC,N/A,Bắc,Bắc,Sổ hồng
"18,5 tỷ","Đường Cao Đạt, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,"71 m² (6,6x11,5)",7 phòng,5 WC,N/A,N/A,Nam,Sổ hồng
"12,9 tỷ","Đường An Dương Vương, Phường 3, Quận 5, TP.HCM","Nhà hẻm, ngõ",56 m²,N/A,N/A,2,N/A,Đông Bắc,Sổ hồng
"11,5 tỷ","Đường Cao Đạt, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,53 m²,10 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ",53 m²,N/A,N/A,2,N/A,Tây Nam,Sổ hồng
"6,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ",23 m²,N/A,N/A,3,N/A,Tây Bắc,Sổ hồng
"4,6 tỷ","210/1/3, Đường Huỳnh Mẫn Đạt, Phường 4, Quận 5, TP.HCM","Nhà hẻm, ngõ","29 m² (3,0x9,5)",3 phòng,2 WC,3,N/A,Đông Nam,Sổ hồng
"13,8 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ",67 m²,3 phòng,N/A,3,N/A,Đông,Sổ hồng
55 tỷ,"Đường Nguyễn Chí Thanh, Phường 9, Quận 5, TP.HCM",Nhà mặt tiền,"200 m² (7,2x30,0)",10 phòng,10 WC,5,N/A,N/A,Sổ hồng
"3,2 tỷ","Đường Hùng Vương, Phường 9, Quận 5, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,3 WC,3,N/A,N/A,Hợp đồng mua bán
"3,8 tỷ","Đường Lê Hồng Phong, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","41 m² (4,0x10,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
25 tỷ,"Đường Trần Tuấn Khải, Phường 5, Quận 5, TP.HCM",Nhà mặt tiền,"75 m² (4,0x19,0)",8 phòng,10 WC,N/A,N/A,N/A,Sổ hồng
"1,05 tỷ","Đường Tản Đà, Phường 10, Quận 5, TP.HCM","Nhà hẻm, ngõ",60 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
25 tỷ,"142, Đường Trần Tuấn Khải, Phường 5, Quận 5, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"6,5 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ",23 m²,N/A,N/A,3,N/A,Tây Bắc,Sổ hồng
"10,8 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, TP.HCM","Nhà hẻm, ngõ",45 m²,5 phòng,5 WC,5,N/A,N/A,Sổ hồng
45 tỷ,"621, Đường Nguyễn Trãi, Phường 11, Quận 5, TP.HCM",Nhà mặt tiền,"91,3 m² (4,2x22,0)",5 phòng,3 WC,5,Bắc,Bắc,Sổ hồng
"8,69 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","50 m² (4,4x11,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"27,5 tỷ","Đường Nguyễn Biểu, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",5 phòng,3 WC,4,N/A,N/A,Sổ đỏ
"1,65 tỷ","Đường Huỳnh Mẫn Đạt, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
56 tỷ,"Đường Nguyễn Trãi, Phường 3, Quận 5, TP.HCM",Nhà mặt tiền,"105 m² (5,0x21,0)",8 phòng,9 WC,N/A,N/A,Đông Nam,Sổ hồng
"14,9 tỷ","Đường An Bình, Phường 5, Quận 5, TP.HCM","Nhà hẻm, ngõ",91 m²,12 phòng,12 WC,4,N/A,N/A,Sổ hồng
30 tỷ,"712-714, Đường Võ Văn Kiệt, Phường 1, Quận 5, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"1,07 tỷ","Đường Huỳnh Mẫn Đạt, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","58 m² (4,0x14,5)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"3,9 tỷ","Đường Lê Hồng Phong, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,3 WC,3,N/A,N/A,Sổ hồng
"24,5 tỷ","Đường Hùng Vương, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,"56 m² (4,4x13,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
30 tỷ,"Đường Trần Hưng Đạo, Phường 5, Quận 5, TP.HCM",Nhà mặt tiền,"80 m² (4,5x18,0)",10 phòng,10 WC,7,N/A,N/A,Sổ hồng
"24,3 tỷ","Đường Trần Hưng Đạo, Phường 5, Quận 5, TP.HCM",Nhà mặt tiền,"195 m² (5,0x14,0)",N/A,N/A,3,N/A,N/A,Sổ đỏ
"8,2 tỷ","Đường Hồng Bàng, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,"49 m² (3,4x15,0)",4 phòng,3 WC,N/A,Đông,Đông,Sổ hồng
"1,75 tỷ","Đường Trần Phú, Phường 7, Quận 5, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
38 tỷ,"87, Đường Nguyễn Văn Cừ, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,110 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"12,8 tỷ","Đường Trần Hưng Đạo, Phường 6, Quận 5, TP.HCM","Nhà hẻm, ngõ",64 m²,4 phòng,4 WC,4,N/A,N/A,Sổ hồng
15 tỷ,"Đường Phan Văn Trị, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"40 m² (3,6x12,0)",6 phòng,6 WC,5,N/A,N/A,Sổ hồng
"15,8 tỷ","Đường Thuận Kiều, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,"63 m² (4,5x14,0)",5 phòng,5 WC,5,N/A,N/A,Sổ hồng
35 tỷ,"101/41, Đường Nguyễn Chí Thanh, Phường 9, Quận 5, TP.HCM","Biệt thự, Villa",135 m²,6 phòng,N/A,3,N/A,N/A,Sổ hồng
"4,4 tỷ","Đường Hồng Bàng, Phường 14, Quận 5, TP.HCM",Nhà mặt tiền,"36 m² (3,6x10,0)",1 phòng,1 WC,2,N/A,N/A,Sổ hồng
54 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,112 m²,N/A,N/A,6,N/A,N/A,Sổ hồng
30 tỷ,"712-714, Đường Võ Văn Kiệt, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,"68 m² (6,5x10,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
20 tỷ,"128, Đường Nguyễn Thị Nhỏ, Phường 15, Quận 5, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",N/A,N/A,5,N/A,N/A,Sổ hồng
182 tỷ,"Đường Lê Hồng Phong, Phường 3, Quận 5, TP.HCM",Nhà mặt tiền,"211 m² (10,0x22,0)",17 phòng,14 WC,N/A,N/A,N/A,Sổ hồng
"3,05 tỷ","Đường Cao Đạt, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ",56 m²,3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
36 tỷ,"Đường Sư Vạn Hạnh, Phường 9, Quận 5, TP.HCM",Nhà mặt tiền,"58,5 m² (3,9x15,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
54 tỷ,"Đường Trần Hưng Đạo, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,"154 m² (5,0x23,0)",10 phòng,10 WC,N/A,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Ngô Gia Tự, Phường 9, Quận 5, TP.HCM","Nhà hẻm, ngõ","50,1 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,7 tỷ","Đường Trần Bình Trọng, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ","35 m² (3,5x10,0)",5 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường Phạm Hữu Chí, Phường 15, Quận 5, TP.HCM",Nhà mặt tiền,20 m²,2 phòng,2 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
"11,5 tỷ","Đường Nguyễn Biểu, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,53 m²,10 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"5,3 tỷ","Đường Huỳnh Mẫn Đạt, Phường 7, Quận 5, TP.HCM","Nhà hẻm, ngõ",55 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"8,7 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","50 m² (4,5x12,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
34 tỷ,"Đường Cao Đạt, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,"126 m² (11,0x11,5)",9 phòng,10 WC,N/A,N/A,Đông Nam,Sổ hồng
"6,8 tỷ","Đường Huỳnh Mẫn Đạt, Phường 3, Quận 5, TP.HCM","Nhà hẻm, ngõ","33 m² (3,5x9,5)",N/A,N/A,4,N/A,N/A,Sổ hồng
42 tỷ,"Đường Trần Hưng Đạo, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"102 m² (4,0x25,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
60 tỷ,"50, Đường Nhiêu Tâm, Phường 5, Quận 5, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",8 phòng,10 WC,6,Tây Nam,Tây Nam,Sổ hồng
69 tỷ,"Đường Nguyễn Văn Đừng, Phường 6, Quận 5, TP.HCM",Nhà mặt tiền,"150 m² (8,0x19,0)",9 phòng,8 WC,N/A,N/A,Đông,Sổ hồng
"2,3 tỷ","Đường Trần Tuấn Khải, Phường 5, Quận 5, TP.HCM","Nhà hẻm, ngõ","60,2 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
35 tỷ,"Đường Nguyễn Trãi, Phường 3, Quận 5, TP.HCM",Nhà mặt tiền,"65 m² (3,8x18,7)",5 phòng,4 WC,4,N/A,Đông Nam,Sổ hồng
"30,68 tỷ","157C, Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"43,9 m² (3,5x12,7)",4 phòng,5 WC,5,Tây Bắc,Tây Bắc,Sổ hồng
7 tỷ,"Đường Lê Hồng Phong, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","50 m² (5,4x9,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"9,5 tỷ","486/4, Đường Phan Văn Trị, Phường 7, Quận 5, TP.HCM","Nhà hẻm, ngõ",55 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"13,8 tỷ","Đường Nguyễn Trãi, Phường 8, Quận 5, TP.HCM","Nhà hẻm, ngõ","71,4 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
24 tỷ,"Đường Đỗ Ngọc Thạnh, Phường 12, Quận 5, TP.HCM",Nhà mặt tiền,"86 m² (5,5x18,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,55 tỷ","666, Đường Võ Văn Kiệt, Phường 1, Quận 5, TP.HCM","Nhà hẻm, ngõ","20 m² (3,0x7,0)",4 phòng,3 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
34 tỷ,"Đường Nguyễn Thị Nhỏ, Phường 15, Quận 5, TP.HCM",Nhà mặt tiền,"137 m² (78,0x17,0)",8 phòng,8 WC,N/A,N/A,N/A,Sổ hồng
56 tỷ,"Đường Nguyễn Trãi, Phường 3, Quận 5, TP.HCM",Nhà mặt tiền,"108 m² (7,3x16,0)",10 phòng,10 WC,N/A,N/A,N/A,Sổ hồng
80 tỷ,"Đường Sư Vạn Hạnh, Phường 9, Quận 5, TP.HCM",Nhà mặt tiền,"182 m² (8,5x24,0)",10 phòng,7 WC,N/A,N/A,Tây Nam,Sổ hồng
"21,8 tỷ","111, Đường Nguyễn Chí Thanh, Phường 9, Quận 5, TP.HCM",Nhà mặt tiền,"53,6 m² (3,6x14,9)",N/A,N/A,6,Bắc,Bắc,Sổ hồng
"31,5 tỷ","Đường Trần Bình Trọng, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",N/A,N/A,N/A,N/A,Đông Bắc,Sổ hồng
56 tỷ,"Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"108 m² (7,3x16,0)",N/A,N/A,5,N/A,N/A,Sổ hồng
22 tỷ,"Đường Trần Bình Trọng, Phường 1, Quận 5, TP.HCM",Nhà mặt tiền,"64 m² (4,1x16,0)",4 phòng,3 WC,N/A,N/A,Đông Bắc,Sổ hồng
"27,5 tỷ","Đường An Dương Vương, Phường 4, Quận 5, TP.HCM","Nhà hẻm, ngõ","88 m² (4,8x22,0)",5 phòng,6 WC,N/A,Đông Bắc,N/A,Sổ hồng
37 tỷ,"524, Đường An Dương Vương, Phường 9, Quận 5, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",N/A,N/A,6,Nam,Nam,Sổ hồng
32 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,"85 m² (5,0x19,0)",12 phòng,12 WC,4,N/A,Đông Bắc,Sổ hồng
"15,5 tỷ","Đường Phù Đổng Thiên Vương, Phường 11, Quận 5, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",N/A,N/A,N/A,Đông Bắc,Đông Bắc,Sổ hồng
"3,95 tỷ","Đường Trần Phú, Phường 8, Quận 5, TP.HCM",Nhà mặt tiền,135 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,95 tỷ","Đường Ngô Nhân Tịnh, Phường 13, Quận 5, TP.HCM","Nhà hẻm, ngõ","15 m² (3,2x6,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
36 tỷ,"Đường Trần Phú, Phường 8, Quận 5, TP.HCM",Nhà mặt tiền,"112 m² (4,0x28,0)",14 phòng,16 WC,8,N/A,N/A,Sổ đỏ
"3,59 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","75 m² (4,7x16,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
45 tỷ,"Đường Nguyễn Tri Phương, Phường 6, Quận 5, TP.HCM",Nhà mặt tiền,"145 m² (4,3x25,0)",8 phòng,10 WC,6,N/A,N/A,Sổ hồng
17 tỷ,"Đường Hùng Vương, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,"240 m² (4,0x14,0)",7 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
40 tỷ,"Đường Lê Hồng Phong, Phường 3, Quận 5, TP.HCM",Nhà mặt tiền,"120 m² (4,7x25,0)",8 phòng,8 WC,5,N/A,N/A,Sổ hồng
"3,85 tỷ","Đường Trần Phú, Phường 4, Quận 5, TP.HCM","Nhà hẻm, ngõ",48 m²,4 phòng,5 WC,3,N/A,N/A,Sổ đỏ
15 tỷ,"Đường Phan Văn Trị, Phường 2, Quận 5, TP.HCM",Nhà mặt tiền,45 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,45 tỷ","Đường Nguyễn Trãi, Phường 7, Quận 5, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"17,5 tỷ","71A, Đường Hùng Vương, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,"53 m² (3,9x14,0)",4 phòng,N/A,3,Tây Bắc,Tây Bắc,Sổ đỏ
"1,5 tỷ","62, Đường Châu Văn Liêm, Phường 11, Quận 5, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21 tỷ,"4, Đường Nguyễn Duy Dương, Phường 9, Quận 5, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55 tỷ,"Đường Nguyễn Trãi, Phường 3, Quận 5, TP.HCM",Nhà mặt tiền,"105 m² (5,0x21,0)",9 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"3,15 tỷ","Đường Huỳnh Mẫn Đạt, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","60,5 m² (5,5x11,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,89 tỷ","Đường Trần Điện, Phường 10, Quận 5, TP.HCM","Nhà hẻm, ngõ",68 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,55 tỷ","Đường Hùng Vương, Phường 9, Quận 5, TP.HCM","Nhà hẻm, ngõ","61,6 m² (4,4x14,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Nguyễn Trãi, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","53 m² (3,8x15,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"2,95 tỷ","Đường Bạch Vân, Phường 5, Quận 5, TP.HCM","Nhà hẻm, ngõ",48 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,69 tỷ","Đường Trần Phú, Phường 4, Quận 5, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường An Dương Vương, Phường 4, Quận 5, TP.HCM","Nhà hẻm, ngõ",30 m²,3 phòng,4 WC,4,N/A,N/A,Sổ hồng
31 tỷ,"Đường Trần Bình Trọng, Phường 4, Quận 5, TP.HCM",Nhà mặt tiền,"100 m² (4,9x19,0)",3 phòng,4 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
"1,07 tỷ","Đường Huỳnh Mẫn Đạt, Phường 2, Quận 5, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
