Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"7,5 tỷ","Đường Lý Chính Thắng, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","33 m² (4,0x9,0)",5 phòng,3 WC,4,N/A,Đông Nam,Sổ hồng
12 tỷ,"Đường Trường Sa, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","54 m² (4,0x13,0)",4 phòng,5 WC,N/A,N/A,Tây,Sổ đỏ
5 tỷ,"Đường Cách Mạng Tháng 8, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
33 tỷ,"Đường Cư xá Đô Thành, Phường 4, Quận 3, TP.HCM",Nhà mặt tiền,"114 m² (6,0x21,0)",12 phòng,10 WC,7,N/A,Đông,Sổ hồng
25 tỷ,"453, Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"38,6 m² (3,1x12,7)",N/A,N/A,3,N/A,N/A,Sổ hồng
"3,65 tỷ","Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","60,2 m² (4,3x14,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,4 tỷ","Đường Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"48 m² (4,8x10,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"3,34 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (6,0x10,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,35 tỷ","Đường Võ Văn Tần, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","58 m² (4,5x13,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
8 tỷ,"Đường Cư xá Đô Thành, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
9 tỷ,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x11,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
7 tỷ,"Đường Bàn Cờ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"7,8 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ","42 m² (4,2x11,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"5,2 tỷ","Đường Bà Huyện Thanh Quan, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",60 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
10 tỷ,"Đường Trần Quang Diệu, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ",58 m²,4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
10 tỷ,"Đường Trần Văn Đang, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",2 phòng,1 WC,2,N/A,N/A,Sổ hồng
17 tỷ,"118/15, Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","64 m² (4,2x17,0)",5 phòng,6 WC,6,Đông Nam,Đông Nam,Sổ hồng
52 tỷ,"Đường Lê Văn Sỹ, Phường 13, Quận 3, TP.HCM",Nhà mặt tiền,"187 m² (8,0x24,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,85 tỷ","Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"57 m² (4,2x12,8)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,9 tỷ","Đường Võ Văn Tần, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","47 m² (4,0x12,5)",4 phòng,4 WC,N/A,N/A,N/A,Sổ đỏ
15 tỷ,"Đường Điện Biên Phủ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","105 m² (6,0x15,0)",7 phòng,7 WC,4,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường Cách Mạng Tháng 8, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ","66,9 m² (4,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
96 tỷ,"Đường Nguyễn Đình Chiểu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"127 m² (8,0x18,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM",Nhà mặt tiền,"37 m² (3,3x11,0)",7 phòng,8 WC,5,N/A,N/A,Sổ hồng
88 tỷ,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM",Nhà mặt tiền,"147 m² (6,2x26,0)",3 phòng,3 WC,3,N/A,Đông Nam,Sổ hồng
"5,1 tỷ","Đường Hoàng Sa, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ",69 m²,4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"26,8 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,"76 m² (4,5x19,0)",N/A,N/A,3,N/A,N/A,Giấy tờ hợp lệ
30 tỷ,"Đường Nguyễn Thông, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Biệt thự, Villa",91 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,88 tỷ","Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","33,7 m² (3,2x10,0)",4 phòng,4 WC,4,N/A,Tây Bắc,Sổ hồng
"2,9 tỷ","Đường Cư xá Đô Thành, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
230 tỷ,"Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",Nhà mặt tiền,"585,7 m² (17,0x35,0)",N/A,N/A,12,N/A,N/A,Sổ hồng
21 tỷ,"Đường Trần Quốc Thảo, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"80 m² (4,2x21,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"10,88 tỷ","Đường Trần Quốc Toản, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","80,9 m² (3,6x19,5)",2 phòng,1 WC,N/A,N/A,Tây Bắc,Sổ hồng
"2,25 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,"61 m² (5,0x12,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Cao Thắng, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,5 WC,2,N/A,N/A,Sổ hồng
"2,05 tỷ","Đường Bà Huyện Thanh Quan, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","36,9 m² (4,1x9,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
"2,13 tỷ","Đường Vườn Chuối, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","42 m² (3,9x10,7)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"2,45 tỷ","Đường Nguyễn Thị Diệu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","40 m² (5,0x8,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"4,99 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ","18,4 m²",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
23 tỷ,"Đường Trần Quốc Thảo, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"80 m² (4,2x20,0)",8 phòng,8 WC,4,N/A,Tây Nam,Sổ hồng
"6,5 tỷ","Đường Hoàng Sa, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","48 m² (6,0x7,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"20,8 tỷ","Đường Trần Quốc Thảo, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","78 m² (4,5x18,0)",9 phòng,9 WC,6,N/A,N/A,Sổ hồng
"5,4 tỷ","Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
86 tỷ,"Đường Lê Quý Đôn, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"373 m² (20,0x22,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
82 tỷ,"Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"180 m² (12,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường Nam Kỳ Khởi Nghĩa, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","30 m² (3,4x9,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
"5,9 tỷ","Đường Bà Huyện Thanh Quan, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (7,5x9,0)",8 phòng,8 WC,N/A,N/A,N/A,Sổ hồng
69 tỷ,"Đường Hai Bà Trưng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"159 m² (8,0x20,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
115 tỷ,"376, Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"115 m² (8,0x18,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường Lý Chính Thắng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","70 m² (4,5x15,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
40 tỷ,"Đường Hoàng Sa, Phường 9, Quận 3, TP.HCM",Nhà mặt tiền,"115 m² (9,0x14,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,55 tỷ","Đường Trần Quốc Thảo, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","45 m² (4,5x10,0)",3 phòng,4 WC,3,N/A,N/A,Sổ hồng
"3,98 tỷ","Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","22 m² (3,5x8,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"8,9 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (5,2x10,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
12 tỷ,"Đường Trường Sa, Phường 12, Quận 3, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"18,5 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ",72 m²,N/A,N/A,4,N/A,N/A,Sổ hồng
23 tỷ,"306/*, Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","72 m² (4,2x18,0)",5 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
29 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,"75,3 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,49 tỷ","Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","61,5 m² (4,0x15,3)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"9,85 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","64,5 m² (4,0x10,0)",16 phòng,16 WC,5,N/A,N/A,Sổ hồng
"11,3 tỷ","453/77G11 , Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","66,1 m² (4,2x16,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"2,75 tỷ","Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","58,8 m² (4,2x14,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"3,25 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"20,8 tỷ","242/121, Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","72 m² (4,0x18,0)",N/A,N/A,5,Đông Nam,Đông Nam,Sổ hồng
"2,75 tỷ","Đường Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"8,7 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ đỏ
"4,35 tỷ","Đường Đoàn Công Bửu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"3,8 tỷ","Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","46,5 m² (4,2x12,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,59 tỷ","Đường Hẽm 141 bàn cờ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,5 WC,2,N/A,N/A,Sổ hồng
40 tỷ,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"131 m² (4,0x24,0)",9 phòng,11 WC,N/A,N/A,Tây Bắc,Sổ hồng
"2,69 tỷ","Đường Bàn Cờ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","96 m² (4,0x12,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"13,6 tỷ","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ",46 m²,5 phòng,4 WC,4,N/A,Đông Bắc,Sổ hồng
"2,9 tỷ","Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","53,8 m² (4,2x12,8)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
31 tỷ,"Đường Hai Bà Trưng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","100 m² (5,2x22,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"3,65 tỷ","Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ",48 m²,5 phòng,5 WC,3,N/A,N/A,Sổ đỏ
"2,85 tỷ","Đường Trần Quốc Thảo, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"56 m² (4,0x14,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,79 tỷ","Đường Điện Biên Phủ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","62 m² (4,0x15,5)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"3,25 tỷ","Đường Hồ Xuân Hương, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",55 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,75 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","54 m² (4,5x12,0)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Trường Sa, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","66 m² (4,0x16,5)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"3,45 tỷ","Đường Lê Văn Sỹ, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,55 tỷ","Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ",42 m²,4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ",54 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,05 tỷ","Đường Trần Văn Đang, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
72 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,"140 m² (10,0x18,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,59 tỷ","Đường Lê Văn Sỹ, Phường 13, Quận 3, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
18 tỷ,"37, Đường Trần Quốc Toản, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"3,05 tỷ","Đường Đỗ Thị Lời, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ",50 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"10,2 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",41 m²,2 phòng,3 WC,4,N/A,Tây Nam,Sổ hồng
"1,31 tỷ","Đường Điện Biên Phủ, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
22 tỷ,"Đường Bàn Cờ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ",70 m²,N/A,N/A,6,N/A,Tây Nam,Sổ hồng
51 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,"100 m² (5,5x24,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"9,4 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","41 m² (3,5x11,0)",7 phòng,7 WC,5,N/A,N/A,Sổ hồng
35 tỷ,"Đường Cao Thắng, Phường 3, Quận 3, TP.HCM",Nhà mặt tiền,"79 m² (4,0x20,0)",7 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,58 tỷ","Đường Ngô Thời Nhiệm, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","77 m² (4,5x17,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,79 tỷ","Đường Nam Kỳ Khởi Nghĩa, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",51 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,9 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","28,8 m² (3,6x8,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,29 tỷ","Đường Nam Kỳ Khởi Nghĩa, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,40 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Võ Văn Tần, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"3,59 tỷ","Đường Lý Chính Thắng, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,88 tỷ","Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ","61,4 m² (4,0x15,4)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
106 tỷ,"Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"188,5 m² (4,7x33,5)",6 phòng,6 WC,8,N/A,Đông Nam,Sổ hồng
22 tỷ,"Đường Trường Sa, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","107 m² (5,3x21,0)",3 phòng,3 WC,3,Tây Bắc,Tây Bắc,Sổ hồng
58 tỷ,"Đường Bà Huyện Thanh Quan, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"120 m² (10,0x12,0)",6 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
23 tỷ,"Đường Trần Quốc Thảo, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"80 m² (4,2x20,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",45 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ đỏ
"1,2 tỷ","Đường Cao Thắng, Phường 5, Quận 3, TP. HCM, Đường Cao Thắng, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
24 tỷ,"Đường Trần Quốc Thảo, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",6 phòng,N/A,4,N/A,N/A,Sổ hồng
"3,95 tỷ","Đường Cao Thắng, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường Vườn Chuối, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",36 m²,N/A,N/A,3,N/A,N/A,Sổ hồng
35 tỷ,"Đường Võ Thị Sáu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"95 m² (6,8x14,0)",2 phòng,3 WC,2,N/A,N/A,Sổ hồng
"2,9 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","49,1 m² (4,0x12,2)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
50 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"3,3 tỷ","Đường Nguyễn Thông, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","65,7 m² (4,0x16,3)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,4 tỷ","117, Đường Bàn Cờ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ",34 m²,3 phòng,2 WC,3,N/A,Tây Bắc,Sổ hồng
"8,5 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","45 m² (5,0x9,0)",3 phòng,2 WC,4,Tây Nam,Tây Nam,Sổ hồng
"3,55 tỷ","Đường Lý Chính Thắng, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ",64 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
890 triệu,"Đường Vườn Chuối, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"5,7 tỷ","Đường Điện Biên Phủ, Phường 3, Quận 3, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",4 phòng,5 WC,4,N/A,N/A,Sổ đỏ
"12,5 tỷ","Đường Cao Thắng, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","63 m² (4,3x15,0)",4 phòng,5 WC,4,Đông Bắc,Đông Bắc,Sổ hồng
"4,2 tỷ","27/40, Đường Huỳnh Tịnh Của, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","24 m² (3,0x8,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"2,45 tỷ","Đường Trương Quyền, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","40 m² (5,0x8,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,45 tỷ","Đường Võ Văn Tần, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","26,3 m² (3,1x8,5)",2 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
"3,15 tỷ","Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ",47 m²,4 phòng,5 WC,N/A,N/A,N/A,Sổ đỏ
"2,5 tỷ","Đường Nguyễn Hiền, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",63 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,35 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ",53 m²,3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,8 tỷ","Đường Đoàn Công Bửu, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",3 phòng,4 WC,3,N/A,N/A,Sổ hồng
"2,99 tỷ","Đường Hai Bà Trưng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Lý Thái Tổ, Phường 1, Quận 3, TP.HCM",Nhà mặt tiền,"22 m² (2,3x10,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
35 tỷ,"Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,297 m²,N/A,N/A,7,N/A,N/A,Sổ hồng
"3,85 tỷ","Đường Lý Chính Thắng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","55 m² (4,0x13,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
8 tỷ,"Đường Cư xá Đô Thành, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",N/A,N/A,N/A,N/A,Đông Nam,Sổ hồng
