Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"3,2 tỷ","176/..., Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","18 m² (3,0x5,0)",3 phòng,2 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
27 tỷ,"Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","77 m² (8,2x11,0)",2 phòng,2 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"14,9 tỷ","29, Đường Đỗ Thị Lời, Phường 11, Quận 3, TP.HCM",Nhà mặt tiền,"49 m² (4,0x15,0)",2 phòng,2 WC,3,Đông Nam,Đông Nam,Sổ hồng
"1,17 tỷ","Đường Bàn Cờ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","125 m² (5,0x12,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"2,25 tỷ","Đường Cách Mạng Tháng 8, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ","54,6 m² (4,2x13,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"2,48 tỷ","Đường Trần Văn Đang, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","54 m² (4,5x12,0)",3 phòng,4 WC,2,N/A,N/A,Sổ hồng
39 tỷ,"Đường Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,107 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,15 tỷ","Đường Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","46,7 m² (4,0x11,7)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"3,9 tỷ","513/47, Đường Điện Biên Phủ, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ",23 m²,2 phòng,3 WC,3,N/A,N/A,Sổ hồng
79 tỷ,"Đường Trần Quốc Thảo, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"252 m² (12,0x21,0)",8 phòng,6 WC,4,N/A,Đông Nam,Sổ hồng
350 tỷ,"Đường Điện Biên Phủ, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"713 m² (25,0x35,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"5,9 tỷ","18/2x, Đường Rạch Bùng Binh, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,2,Tây Nam,Tây Nam,Sổ hồng
"8,5 tỷ","219/47, Đường Trần Văn Đang, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ","89,9 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,55 tỷ","Đường Lý Chính Thắng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","61,2 m² (4,2x14,6)",4 phòng,5 WC,2,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Pasteur, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","70 m² (7,0x10,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,75 tỷ","Đường Huỳnh Tịnh Của, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"60 m² (5,0x12,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
25 tỷ,"Đường Rạch Bùng Binh, Phường 10, Quận 3, TP.HCM",Nhà mặt tiền,"55 m² (5,0x12,0)",6 phòng,5 WC,N/A,Đông Bắc,Đông Bắc,Sổ hồng
"12,5 tỷ","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ",67 m²,24 phòng,24 WC,5,N/A,N/A,Sổ hồng
"2,28 tỷ","Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","48 m² (5,0x9,6)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"1,95 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","41 m² (4,5x10,3)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
3 tỷ,"Đường Điện Biên Phủ, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ",27 m²,2 phòng,2 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
16 tỷ,"589, Đường Điện Biên Phủ, Phường 1, Quận 3, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",3 phòng,3 WC,2,Tây Bắc,Tây Bắc,Sổ hồng
"2,75 tỷ","Đường Kỳ Đồng, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"4,1 tỷ","Đường Nam Kỳ Khởi Nghĩa, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"180 m² (4,0x15,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
23 tỷ,"Đường Trần Quốc Thảo, Phường 4, Quận 3, TP.HCM",Nhà mặt tiền,"84 m² (4,0x21,0)",5 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
60 tỷ,"Đường Tú Xương, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"143 m² (9,0x16,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"3,4 tỷ","90/3/16, Đường Bà Huyện Thanh Quan, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","16,9 m² (3,3x5,0)",2 phòng,1 WC,4,Đông Nam,N/A,Sổ hồng
"7,8 tỷ","361/31, Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","33 m² (3,0x11,0)",2 phòng,3 WC,2,N/A,N/A,Giấy tờ hợp lệ
"12,8 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","112 m² (6,0x20,0)",5 phòng,N/A,3,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","39 m² (4,0x10,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,6 tỷ","Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ",80 m²,4 phòng,5 WC,3,N/A,N/A,Sổ hồng
36 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,"138 m² (6,3x23,0)",10 phòng,N/A,5,N/A,N/A,Sổ hồng
11 tỷ,"212, Đường Nguyễn Thiện Thuật, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","60,8 m² (6,7x10,2)",5 phòng,4 WC,N/A,N/A,N/A,Sổ đỏ
"3,7 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ",30 m²,3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"12,8 tỷ","Đường Điện Biên Phủ, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ","248 m² (4,0x16,0)",N/A,N/A,4,N/A,Tây Bắc,Sổ hồng
"25,5 tỷ","Đường Phạm Ngọc Thạch, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"85 m² (4,2x22,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
30 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,75 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,65 tỷ","Đường Hồ Xuân Hương, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",43 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Lý Chính Thắng, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","120 m² (4,0x10,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
6 tỷ,"199/27, Đường Cách Mạng Tháng 8, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","31 m² (5,7x8,5)",4 phòng,4 WC,4,Đông Bắc,Đông Bắc,Sổ hồng
"3,8 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","17 m² (3,5x5,0)",3 phòng,2 WC,N/A,N/A,Đông Nam,Sổ hồng
"5,3 tỷ","Đường Bàn Cờ, Phường 3, Quận 3, TP.HCM",Nhà mặt tiền,"28,8 m² (3,2x9,0)",3 phòng,3 WC,3,N/A,N/A,Sổ đỏ
"13,5 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","70 m² (5,2x14,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
31 tỷ,"Đường Hai Bà Trưng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"106 m² (5,0x22,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
7 tỷ,"Đường Cư xá Đô Thành, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",56 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,05 tỷ","Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"5,35 tỷ","Đường Lý Thái Tổ, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ",60 m²,4 phòng,5 WC,3,N/A,N/A,Sổ hồng
23 tỷ,"Đường số 4, Phường 4, Quận 3, TP.HCM",Nhà mặt tiền,"270 m² (5,9x12,0)",5 phòng,6 WC,N/A,N/A,Đông Nam,Sổ đỏ
"2,55 tỷ","Đường Nguyễn Thiện Thuật, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ","45 m² (4,0x11,5)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
165 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM",Nhà mặt tiền,"250 m² (15,0x27,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,8 tỷ","429/47, Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","51 m² (4,0x11,0)",8 phòng,8 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
"17,5 tỷ","Đường Cao Thắng, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (6,0x10,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
11 tỷ,"Đường Lý Thái Tổ, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ",44 m²,7 phòng,N/A,5,N/A,Tây Bắc,Sổ hồng
5 tỷ,"Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","64 m² (3,5x18,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"3,18 tỷ","Đường Lý Thái Tổ, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ","54 m² (4,5x12,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Võ Văn Tần, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",58 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Nguyễn Sơn Hà, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"1,2 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",63 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ",46 m²,N/A,N/A,4,N/A,Nam,Sổ hồng
"8,2 tỷ","Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ",54 m²,6 phòng,N/A,3,N/A,Đông Bắc,Sổ hồng
"3,19 tỷ","Đường Vườn Chuối, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
23 tỷ,"Đường Lê Văn Sỹ, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","110 m² (5,0x21,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"3,5 tỷ","Đường Nam Kỳ Khởi Nghĩa, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",30 m²,3 phòng,3 WC,1,N/A,N/A,Sổ đỏ
23 tỷ,"Đường Cư xá Đô Thành, Phường 4, Quận 3, TP.HCM",Nhà mặt tiền,"72 m² (6,0x12,5)",5 phòng,5 WC,5,N/A,N/A,Sổ hồng
"3,02 tỷ","Đường Trường Sa, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ",48 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
925 triệu,"Đường Kỳ Đồng, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","62 m² (4,0x14,5)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,8 tỷ","Đường Hai Bà Trưng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",41 m²,N/A,N/A,4,N/A,Tây Nam,Sổ hồng
29 tỷ,"Đường Hoàng Sa, Phường 9, Quận 3, TP.HCM",Nhà mặt tiền,"64 m² (10,0x8,0)",N/A,N/A,7,N/A,N/A,Sổ hồng
7 tỷ,"Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ","56 m² (3,6x16,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
230 tỷ,"40-42, Đường Cao Thắng, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"193 m² (8,0x23,5)",N/A,N/A,9,N/A,N/A,Sổ hồng
22 tỷ,"Đường Trần Quốc Thảo, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"80 m² (4,2x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,4 tỷ","475/32/2, Đường Hai Bà Trưng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","11 m² (2,5x4,5)",2 phòng,2 WC,3,N/A,Đông,Sổ đỏ
3 tỷ,"Đường Cách Mạng Tháng 8, Phường 13, Quận 3, TP.HCM","Nhà hẻm, ngõ","58 m² (5,0x11,6)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,7 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ",23 m²,3 phòng,N/A,4,N/A,Đông Nam,Sổ hồng
"8,5 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ",36 m²,5 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"11,8 tỷ","Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","65 m² (6,0x12,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường Nguyễn Thị Minh Khai, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,35 tỷ","Đường Lý Thái Tổ, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ",60 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,6 tỷ","453/155/14, Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM","Nhà hẻm, ngõ","24 m² (3,2x7,5)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"72,5 tỷ","Đường Kỳ Đồng, Phường 9, Quận 3, TP.HCM",Nhà mặt tiền,"250 m² (8,5x30,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
7 tỷ,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Cách Mạng Tháng 8, Phường 11, Quận 3, TP.HCM","Nhà hẻm, ngõ",23 m²,N/A,N/A,4,N/A,Tây Bắc,Sổ hồng
"11,5 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ",40 m²,N/A,N/A,4,N/A,Đông Nam,Sổ hồng
"3,08 tỷ","Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"39,5 tỷ","451, Đường Hai Bà Trưng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,"68,3 m² (4,1x16,8)",N/A,N/A,6,Đông Bắc,Đông Bắc,Sổ hồng
"3,2 tỷ","Đường Lý Thái Tổ, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ","29 m² (3,2x9,0)",2 phòng,1 WC,2,N/A,N/A,Sổ hồng
"22,9 tỷ","Đường Cư xá Đô Thành, Phường 3, Quận 3, TP.HCM",Nhà mặt tiền,"79 m² (6,0x13,0)",5 phòng,6 WC,5,N/A,N/A,Giấy tờ hợp lệ
"17,5 tỷ","Đường Cách Mạng Tháng 8, Phường 11, Quận 3, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","56 m² (3,6x16,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
145 tỷ,"409, Đường Lê Văn Sỹ, Phường 12, Quận 3, TP.HCM",Nhà mặt tiền,"218 m² (13,0x27,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"17,5 tỷ","Đường Đỗ Thị Lời, Phường 11, Quận 3, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"3,55 tỷ","Đường Nguyễn Sơn Hà, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",3 phòng,4 WC,3,N/A,N/A,Sổ hồng
10 tỷ,"Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TP.HCM","Nhà hẻm, ngõ","140 m² (7,0x20,0)",6 phòng,6 WC,1,N/A,N/A,Sổ hồng
330 tỷ,"112, Đường Trần Quốc Thảo, Phường 7 (Phường Võ Thị Sáu), Quận 3, TP.HCM",Nhà mặt tiền,412 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,1 tỷ","Đường Trần Văn Đang, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ",70 m²,5 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"7,2 tỷ","95/19, Đường Cư xá Đô Thành, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","55 m² (3,6x16,0)",3 phòng,3 WC,2,N/A,Đông Nam,Sổ hồng
"8,8 tỷ","Đường Lý Chính Thắng, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","44 m² (4,2x11,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
21 tỷ,"80/22B, Đường Trần Quang Diệu, Phường 14, Quận 3, TP.HCM","Nhà hẻm, ngõ","58,3 m² (3,3x17,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
65 tỷ,"Đường Võ Văn Tần, Phường 5, Quận 3, TP.HCM",Nhà mặt tiền,"180 m² (9,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,7 tỷ","Đường Võ Văn Tần, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",54 m²,3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"12,2 tỷ","Đường Cao Thắng, Phường 3, Quận 3, TP.HCM","Nhà hẻm, ngõ","50 m² (3,6x16,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,25 tỷ","Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",5 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"3,1 tỷ","Đường Lý Chính Thắng, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,1 tỷ","Đường Hai Bà Trưng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ",60 m²,4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"3,5 tỷ","Đường Lê Văn Sỹ, Phường 13, Quận 3, TP.HCM","Nhà hẻm, ngõ","56,5 m² (4,0x14,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường Điện Biên Phủ, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ","103 m² (6,2x15,0)",6 phòng,6 WC,4,Tây Nam,Tây Nam,Sổ hồng
19 tỷ,"Đường Điện Biên Phủ, Phường 1, Quận 3, TP.HCM","Nhà hẻm, ngõ",80 m²,N/A,N/A,4,N/A,Đông Nam,Sổ hồng
"7,35 tỷ","Đường Trương Định, Phường 6 (Phường Võ Thị Sáu), Quận 3, TP.HCM","Nhà hẻm, ngõ","51,1 m²",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"13,8 tỷ","Đường Cách Mạng Tháng 8, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","95 m² (4,5x19,0)",6 phòng,7 WC,4,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ","43 m² (4,1x10,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"5,1 tỷ","Đường Trần Văn Đang, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ",69 m²,5 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"9,9 tỷ","Đường Hoàng Sa, Phường 9, Quận 3, TP.HCM","Nhà hẻm, ngõ","48 m² (5,8x8,5)",7 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"13,6 tỷ","Đường Nguyễn Thiện Thuật, Phường 2, Quận 3, TP.HCM","Nhà hẻm, ngõ","57 m² (4,2x14,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
"6,6 tỷ","Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TP.HCM","Nhà hẻm, ngõ",30 m²,3 phòng,3 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
