Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"4,9 tỷ","Đường Lạc Long Quân, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",60 m²,4 phòng,5 WC,3,N/A,N/A,Sổ hồng
35 tỷ,"Đường Lê Trung Nghĩa, Phường 12, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"148 m² (6,0x26,0)",5 phòng,4 WC,1,N/A,Bắc,Sổ hồng
11 tỷ,"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",5 phòng,5 WC,3,N/A,Bắc,Sổ hồng
"4,95 tỷ","Đường Võ Thành Trang, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",60 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,95 tỷ","Đường Bàu Cát, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",57 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,89 tỷ","Đường Bàu Cát 3, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"9,75 tỷ","Đường Lạc Long Quân, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","80 m² (5,6x15,0)",2 phòng,3 WC,4,N/A,N/A,Sổ hồng
"4,3 tỷ","Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","45 m² (3,3x15,0)",3 phòng,3 WC,3,Đông Nam,Đông Nam,Sổ hồng
"2,75 tỷ","Đường Đồng Đen, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Hoàng Hoa thám, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",72 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
27 tỷ,"1290, Đường Lạc Long Quân, Phường 8, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"61,8 m² (4,1x15,6)",N/A,N/A,5,Tây,Tây,Sổ hồng
"1,08 tỷ","Đường Trần Mai Ninh, Phường 12, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
46 tỷ,"Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"164 m² (5,5x36,0)",N/A,1 WC,3,N/A,Tây Nam,Sổ hồng
"2,09 tỷ","Đường Văn Chung, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"54 m² (4,5x12,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"12,9 tỷ","Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","130 m² (5,0x26,0)",15 phòng,16 WC,2,N/A,N/A,Sổ hồng
29 tỷ,"5A, Đường Tân Canh, Phường 1, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"93,7 m² (5,0x18,9)",6 phòng,4 WC,4,Tây,Tây,Sổ hồng
"10,5 tỷ","Đường Trường Chinh, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","172 m² (4,3x18,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"10,5 tỷ","158, Đường Hoàng Hoa thám, Phường 12, Quận Tân Bình, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
35 tỷ,"Đường Bạch Đằng, Phường 2, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"150 m² (8,0x16,0)",N/A,N/A,7,N/A,N/A,Sổ hồng
"2,95 tỷ","Đường Bạch Đằng, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",40 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,3 tỷ","Đường Lạc Long Quân, Phường 8, Quận Tân Bình, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"7,6 tỷ","Đường Hoàng Sa, Phường 5, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","86 m² (4,0x22,0)",3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"1,12 tỷ","Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
128 tỷ,"Đường Trường Chinh, Phường 12, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"389 m² (16,0x27,0)",6 phòng,6 WC,1,N/A,N/A,Sổ hồng
"7,1 tỷ","Đường C12, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","67 m² (3,5x19,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
8 tỷ,"Đường Trường Chinh, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","93 m² (4,1x23,0)",2 phòng,3 WC,2,N/A,N/A,Sổ hồng
"3,35 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, TP.HCM",Nhà mặt tiền,55 m²,3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Trường Chinh, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",64 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
9 tỷ,"79/11, Đường Lê Lai, Phường 12, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","81 m² (7,0x12,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Bàu Cát 2, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","62 m² (4,3x16,5)",5 phòng,4 WC,3,N/A,Đông,Sổ hồng
"4,65 tỷ","Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","49 m² (4,0x12,4)",2 phòng,2 WC,2,N/A,Đông Bắc,Sổ hồng
26 tỷ,"2z, Đường Hồng Hà, Phường 2, Quận Tân Bình, TP.HCM",Nhà mặt tiền,110 m²,3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"20,5 tỷ","Đường Âu Cơ, Phường 14, Quận Tân Bình, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26 tỷ,"Đường Võ Thành Trang, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","150 m² (6,0x25,0)",N/A,N/A,4,N/A,Bắc,Sổ hồng
"6,5 tỷ","456/19a , Đường Trường Chinh, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","156 m² (4,0x13,0)",5 phòng,4 WC,3,Nam,Nam,Sổ hồng
"16,8 tỷ","Đường Cộng Hòa, Phường 4, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","87 m² (5,1x17,5)",5 phòng,5 WC,6,N/A,N/A,Sổ hồng
"14,2 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, TP.HCM",Nhà mặt tiền,120 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,13 tỷ","Đường Bành Văn Trân, Phường 7, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"4,99 tỷ","Đường Lạc Long Quân, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",42 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
190 tỷ,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"480 m² (16,0x30,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"9,5 tỷ","Đường Lý Thường Kiệt, Phường 8, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"46 m² (4,6x10,5)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,69 tỷ","Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
33 tỷ,"Đường Âu Cơ, Phường 14, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"196 m² (7,0x28,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"1,98 tỷ","Đường Sao Mai, Phường 7, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","48 m² (4,5x10,7)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,16 tỷ","Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","54 m² (4,5x12,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"18,5 tỷ","Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"92 m² (4,0x23,0)",3 phòng,3 WC,2,Đông Nam,Đông Nam,Sổ hồng
"7,6 tỷ","Đường Bùi Thế Mỹ, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",88 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
9 tỷ,"Đường Phổ Quang, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
"25,9 tỷ","Đường Cách Mạng Tháng 8, Phường 5, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","81,5 m² (5,2x15,6)",11 phòng,12 WC,N/A,N/A,N/A,Sổ hồng
"13,4 tỷ","373/69, Đường Lý Thường Kiệt, Phường 9, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"96,1 m² (4,5x21,9)",4 phòng,2 WC,1,Đông Bắc,Đông Bắc,Sổ hồng
"10,41 tỷ","Đường Cách Mạng Tháng 8, Phường 7, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","58 m² (5,0x12,0)",6 phòng,3 WC,4,N/A,N/A,Sổ hồng
"9,9 tỷ","Đường Ba Vân, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","69 m² (4,0x17,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"12,8 tỷ","Đường Ngô Bệ, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","95 m² (4,0x24,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"8,8 tỷ","Đường Trần Thánh Tông, Phường 15, Quận Tân Bình, TP.HCM",Nhà mặt tiền,60 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
11 tỷ,"89, Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","63 m² (4,0x16,0)",6 phòng,7 WC,5,N/A,N/A,Sổ đỏ
"7,6 tỷ","Đường Cách Mạng Tháng 8, Phường 5, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","86 m² (4,0x22,0)",3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"7,1 tỷ","Đường Lạc Long Quân, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","80 m² (5,2x15,5)",4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
12 tỷ,"Đường Lý Thường Kiệt, Phường 8, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"99 m² (5,5x18,0)",5 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"11,6 tỷ","Đường Đồng Đen, Phường 12, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","175 m² (5,3x33,0)",6 phòng,N/A,2,N/A,N/A,Sổ hồng
35 tỷ,"Đường Lê Trung Nghĩa, Phường 12, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"148 m² (6,0x26,0)",5 phòng,4 WC,1,N/A,Bắc,Sổ hồng
"2,55 tỷ","Đường Âu Cơ, Phường 4, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",60 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,9 tỷ","197/, Đường Nguyễn Thị Nhỏ, Phường 9, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","41 m² (3,2x14,0)",4 phòng,3 WC,4,Đông,Đông,Sổ hồng
"4,95 tỷ","Đường Bàu Cát, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","57 m² (4,3x13,0)",2 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"9,5 tỷ","1025, Đường Cách Mạng Tháng 8, Phường 7, Quận Tân Bình, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"5,9 tỷ","Đường Âu Cơ, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","65 m² (4,0x15,5)",3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"10,8 tỷ","4/27, Đường Văn Chung, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","74,8 m² (3,8x21,1)",2 phòng,2 WC,2,N/A,Đông,Sổ hồng
"18,5 tỷ","Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"180 m² (7,5x25,0)",6 phòng,6 WC,3,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường C18, Phường 12, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","84 m² (4,0x21,0)",4 phòng,4 WC,4,Nam,Nam,Sổ hồng
"13,4 tỷ","Đường Lý Thường Kiệt, Phường 9, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","99 m² (4,5x22,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
38 tỷ,"Đường Đất Thánh, Phường 6, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"269 m² (8,0x28,0)",50 phòng,50 WC,6,N/A,Tây,Sổ hồng
"4,9 tỷ","Đường Bùi Thị Xuân, Phường 3, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","80 m² (5,0x16,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"100 m² (5,8x19,0)",7 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"2,69 tỷ","Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",50 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
150 tỷ,"Đường Út Tịch, Phường 4, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"270 m² (15,0x19,5)",22 phòng,8 WC,7,Đông Bắc,Đông Bắc,Sổ hồng
"5,39 tỷ","Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","36 m² (4,5x8,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
30 tỷ,"Đường Bạch Đằng, Phường 2, Quận Tân Bình, TP.HCM",Nhà mặt tiền,118 m²,N/A,N/A,6,N/A,N/A,Sổ hồng
981 triệu,"Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","53 m² (4,0x13,3)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"6,6 tỷ","Đường Thích Minh Nguyệt, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","39 m² (4,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"11,4 tỷ","Đường Lý Thường Kiệt, Phường 9, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"79 m² (5,2x15,0)",6 phòng,5 WC,5,N/A,N/A,Sổ đỏ
"43,5 tỷ","Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"116 m² (4,0x33,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,9 tỷ","Đường Âu Cơ, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",65 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường số 2, Phường 10, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"70 m² (4,5x16,0)",5 phòng,4 WC,4,N/A,N/A,Sổ hồng
"7,6 tỷ","Đường Bùi Thế Mỹ, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",64 m²,5 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
25 tỷ,"47, Đường Bàu Cát Đôi, Phường 14, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,1)",N/A,N/A,5,Nam,Nam,Sổ hồng
"4,9 tỷ","Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",75 m²,4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường Âu Cơ, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","335 m² (4,0x16,0)",7 phòng,7 WC,N/A,Tây,Đông Bắc,Sổ hồng
"5,2 tỷ","Đường Bạch Đằng, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",54 m²,4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường Trần Thái Tông, Phường 15, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"54 m² (3,8x18,0)",4 phòng,3 WC,3,N/A,Tây,Sổ hồng
"15,5 tỷ","Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","63,8 m² (4,6x15,0)",5 phòng,7 WC,4,N/A,N/A,Sổ hồng
22 tỷ,"Đường Lam Sơn, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","114 m² (6,0x19,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,2 tỷ","Đường Lạc Long Quân, Phường 1, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","47 m² (3,4x15,0)",4 phòng,3 WC,N/A,N/A,Đông,Sổ hồng
"10,7 tỷ","Đường Võ Thành Trang, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","60 m² (5,5x11,0)",4 phòng,2 WC,1,Tây Bắc,Tây,Sổ hồng
"17,8 tỷ","Đường Phạm Văn Hai, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","63 m² (7,0x9,0)",5 phòng,4 WC,4,N/A,N/A,Sổ hồng
"2,99 tỷ","Đường Phổ Quang, Phường 2, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"76,5 m² (4,5x17,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
26 tỷ,"79, Đường Thăng Long, Phường 4, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"14,9 tỷ","65, Đường Nguyễn Quang Bích, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"75 m² (5,7x14,0)",6 phòng,6 WC,4,N/A,N/A,Sổ hồng
"13,4 tỷ","Đường Lý Thường Kiệt, Phường 9, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","100 m² (4,5x22,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
24 tỷ,"63, Đường Nguyễn Quang Bích, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"150 m² (6,0x26,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"9,99 tỷ","Đường Trường Chinh, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","140 m² (4,0x18,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"16,5 tỷ","Đường Ngô Bệ, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,79 tỷ","Đường Âu Cơ, Phường 9, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","31 m² (3,1x10,0)",3 phòng,5 WC,5,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Hồng Lạc, Phường 11, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","37 m² (4,0x10,0)",N/A,N/A,5,N/A,Tây,Sổ hồng
90 tỷ,"Đường Cộng Hòa, Phường 15, Quận Tân Bình, TP.HCM",Nhà mặt tiền,280 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,6 tỷ","Đường Bùi Thế Mỹ, Phường 5, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","86 m² (4,0x22,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"22,9 tỷ","Đường Cách Mạng Tháng 8, Phường 4, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"175 m² (6,2x28,0)",6 phòng,N/A,3,N/A,N/A,Sổ hồng
14 tỷ,"Đường Trường Chinh, Phường 14, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",125 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",81 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
11 tỷ,"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","105 m² (5,2x21,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
11 tỷ,"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","105 m² (5,0x21,0)",N/A,N/A,1,N/A,Tây,Sổ hồng
"9,3 tỷ","Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","45 m² (4,0x12,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"5,9 tỷ","Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",65 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"4,3 tỷ","Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x10,0)",3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"10,5 tỷ","622/23, Đường Cộng Hòa, Phường 12, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","77 m² (4,2x18,3)",1 phòng,1 WC,1,Đông,Đông,Sổ hồng
"29,8 tỷ","Đường MT Núi thành, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"173 m² (5,2x27,0)",6 phòng,7 WC,2,Tây Nam,Tây Nam,Sổ hồng
"17,9 tỷ","Đường Lê Văn Huân, Phường 13, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"72 m² (5,0x16,0)",9 phòng,9 WC,4,N/A,N/A,Sổ hồng
26 tỷ,"177B, Đường Đồng Đen, Phường 11, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"148,4 m² (5,2x28,0)",N/A,N/A,2,Tây Bắc,Tây Bắc,Sổ hồng
22 tỷ,"Đường Hoàng Việt, Phường 4, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"80 m² (10,0x8,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"13,9 tỷ","Đường Hoàng Hoa Thám, Phường 13, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","130 m² (6,0x24,0)",21 phòng,22 WC,4,N/A,N/A,Sổ hồng
"13,6 tỷ","Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","110 m² (6,0x19,0)",6 phòng,N/A,4,N/A,N/A,Sổ hồng
15 tỷ,"Đường Bạch Đằng, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","120 m² (6,0x20,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
"7,3 tỷ","Đường Lạc Long Quân, Phường 9, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",70 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"14,5 tỷ","Đường Đồng Đen, Phường 12, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","69 m² (5,2x13,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"3,2 tỷ","Đường Nguyễn Sỹ Sách, Phường 15, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","37 m² (5,8x6,3)",1 phòng,1 WC,2,N/A,N/A,Sổ đỏ
"7,3 tỷ","Đường Lạc Long Quân, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",73 m²,4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
18 tỷ,"57, Đường Phạm Văn Hai, Phường 1, Quận Tân Bình, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"6,1 tỷ","Đường Bùi Thế Mỹ, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","70 m² (4,0x17,5)",4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"14,5 tỷ","Đường Cộng Hòa, Phường 4, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
"6,2 tỷ","Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
45 tỷ,"118, Đường Phạm Phú Thứ, Phường 11, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"181 m² (6,0x26,2)",N/A,N/A,2,Bắc,Bắc,Sổ hồng
28 tỷ,"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","164 m² (7,5x23,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"7,8 tỷ","Đường Cống Lở, Phường 15, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","53 m² (4,0x13,5)",4 phòng,5 WC,5,N/A,Tây Nam,Sổ hồng
52 tỷ,"Đường Cửu Long, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","160 m² (10,0x16,0)",N/A,N/A,8,N/A,N/A,Sổ hồng
"3,22 tỷ","Đường Tân Trụ, Phường 15, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","63 m² (3,8x16,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
9 tỷ,"2/11, Đường Phạm Cự Lượng, Phường 2, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","48,7 m² (4,0x13,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Trần Văn Quang, Phường 10, Quận Tân Bình, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",7 phòng,7 WC,5,N/A,N/A,Sổ hồng
"6,2 tỷ","Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ",70 m²,4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","HXH 144, Đường Âu Cơ, Phường 9, Quận Tân Bình, TP.HCM","Nhà hẻm, ngõ","62,1 m² (3,6x18,0)",2 phòng,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
