Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"1,85 tỷ","Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, TP.HCM","Nhà hẻm, ngõ","58 m² (4,0x14,5)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
15 tỷ,"Đường Đông Hưng Thuận 2, Phường Đông Hưng Thuận, Quận 12, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,75 tỷ","Đường Hiệp Thành 26, Phường Hiệp Thành, Quận 12, TP.HCM","Nhà hẻm, ngõ","76 m² (4,0x19,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,85 tỷ","Đường Trần Thị Cờ, Phường Thới An, Quận 12, TP.HCM","Nhà hẻm, ngõ",46 m²,4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"2,15 tỷ","Đường Nguyễn Thị Nhuần, Phường An Phú Đông, Quận 12, TP.HCM","Nhà hẻm, ngõ",50 m²,4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"1,15 tỷ","Đường Hiệp Thành 45, Phường Hiệp Thành, Quận 12, TP.HCM","Nhà hẻm, ngõ","22 m² (3,2x7,0)",2 phòng,2 WC,2,N/A,N/A,Giấy tờ hợp lệ
52 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,900 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ",75 m²,N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"8,5 tỷ","B94, Đường Tô Ký, Phường Đông Hưng Thuận, Quận 12, TP.HCM",Nhà mặt tiền,"35 m² (3,5x10,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"1,88 tỷ","Đường Hiệp Thành 43, Phường Hiệp Thành, Quận 12, TP.HCM","Nhà hẻm, ngõ","22 m² (3,2x9,0)",3 phòng,3 WC,3,N/A,N/A,Giấy tờ hợp lệ
"4,5 tỷ","Đường Song Hành, Phường Đông Hưng Thuận, Quận 12, TP.HCM",Nhà mặt tiền,43 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,1 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ",64 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,35 tỷ","Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ",68 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,75 tỷ","Đường Tân Thới Hiệp 06, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","31 m² (6,0x5,5)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"2,88 tỷ","Đường Nguyễn văn quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
"5,7 tỷ","42/36, Đường Tân Chánh Hiệp 16, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","64,8 m² (4,0x16,0)",3 phòng,3 WC,3,Nam,Nam,Sổ hồng
"3,75 tỷ","Đường Quốc Lộ 1A, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","67 m² (4,0x18,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"1,79 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, TP.HCM","Nhà hẻm, ngõ","28 m² (3,2x8,5)",3 phòng,2 WC,3,N/A,N/A,Giấy tờ hợp lệ
"1,95 tỷ","Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","21,4 m² (3,6x6,0)",1 phòng,1 WC,2,N/A,N/A,Sổ hồng
"1,25 tỷ","Đường Nguyễn Thị Căn, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","22 m² (3,2x7,0)",3 phòng,2 WC,2,N/A,N/A,Giấy tờ hợp lệ
"2,65 tỷ","55/10/3A Đường TL50 ,phường Th lộc , Q12, Đường Thạnh Lộc 50, Phường Thạnh Lộc, Quận 12, TP.HCM","Nhà hẻm, ngõ","61,3 m² (7,3x8,4)",3 phòng,1 WC,1,N/A,N/A,Sổ hồng
"5,2 tỷ","Đường Đình Giao Khẩu, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,"162 m² (4,0x14,0)",4 phòng,5 WC,3,N/A,Tây Nam,Sổ hồng
26 tỷ,"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, TP.HCM",Nhà mặt tiền,"220 m² (8,0x34,0)",2 phòng,2 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
"3,19 tỷ","Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","91 m² (4,2x23,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, TP.HCM","Nhà hẻm, ngõ","155 m² (5,4x28,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"6,9 tỷ","Đường Thạnh Xuân, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"62,2 m² (4,7x15,0)",6 phòng,5 WC,N/A,N/A,Đông Bắc,Sổ hồng
"4,35 tỷ","Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","68 m² (4,5x15,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"6,95 tỷ","Đường Nguyễn Thị Sáu, Phường Thạnh Lộc, Quận 12, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,6 WC,5,Tây Nam,Tây Nam,Sổ hồng
"2,85 tỷ","Đường Thạnh Xuân 43, Phường Thạnh Xuân, Quận 12, TP.HCM","Nhà hẻm, ngõ",60 m²,3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
11 tỷ,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"149 m² (5,0x30,0)",2 phòng,1 WC,2,Đông Nam,Đông Nam,Sổ hồng
"2,8 tỷ","Đường Hiệp Thành 45, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","45 m² (4,0x12,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"6,7 tỷ","Đường Thạnh Lộc 13, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,"70 m² (4,9x14,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"16,5 tỷ","Đường Tân Thới Nhất, Phường Tân Thới Nhất, Quận 12, TP.HCM","Biệt thự, Villa","200 m² (7,0x27,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,85 tỷ","Đường Tân Chánh Hiệp 35, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","66 m² (4,5x18,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"2,05 tỷ","Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,"58 m² (4,5x13,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
46 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,1.200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,9 tỷ","Đường Đông Hưng Thuận 2, Phường Tân Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","80 m² (6,5x12,3)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
19 tỷ,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"246 m² (7,4x35,0)",2 phòng,1 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
"6,45 tỷ","Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",7 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"1,19 tỷ","Đường Thạnh Lộc 22, Phường Thạnh Lộc, Quận 12, TP.HCM","Nhà hẻm, ngõ","26 m² (4,0x8,0)",2 phòng,2 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"13,8 tỷ","Đường Tân Thới Hiệp 13, Phường Tân Thới Hiệp, Quận 12, TP.HCM",Nhà mặt tiền,"142,7 m² (5,0x29,0)",30 phòng,28 WC,3,N/A,Bắc,Sổ hồng
"2,78 tỷ","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, TP.HCM","Nhà hẻm, ngõ",56 m²,3 phòng,2 WC,1,N/A,N/A,Sổ đỏ
"3,05 tỷ","Đường Tân Thới Hiệp 21, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","50 m² (4,6x9,5)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"3,75 tỷ","110/23/18, Đường Tân Chánh Hiệp 35, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","60 m² (4,6x13,0)",2 phòng,2 WC,1,Tây Bắc,Tây Bắc,Sổ hồng
"4,39 tỷ","Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, TP.HCM",Nhà mặt tiền,"90 m² (4,0x20,0)",5 phòng,6 WC,N/A,N/A,Nam,Sổ hồng
15 tỷ,"Đường Trần Thị Bảy, Phường Hiệp Thành, Quận 12, TP.HCM",Nhà mặt tiền,"195 m² (8,0x25,0)",1 phòng,1 WC,N/A,Đông Bắc,Đông Bắc,Sổ đỏ
27 tỷ,"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, TP.HCM",Nhà mặt tiền,260 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
70 tỷ,"Đường Quốc Lộ 1A, Phường Trung Mỹ Tây, Quận 12, TP.HCM",Nhà mặt tiền,600 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,35 tỷ","Đường Tân Chánh Hiệp 25, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","55,5 m² (4,0x14,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường ĐHT42, Phường Đông Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","250 m² (5,0x15,0)",N/A,N/A,N/A,N/A,Đông,Sổ hồng
"6,2 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, TP.HCM","Biệt thự, Villa","60 m² (5,9x10,5)",3 phòng,4 WC,3,Tây Nam,Tây Nam,Sổ hồng
2 tỷ,"Đường Quốc Lộ 1A, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,6 tỷ","Đường Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"62 m² (4,0x16,0)",4 phòng,5 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
11 tỷ,"Đường Tân Thới Hiệp 14, Phường Tân Thới Hiệp, Quận 12, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",7 phòng,8 WC,5,N/A,N/A,Sổ hồng
750 triệu,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,"18 m² (3,0x6,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"3,9 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TP.HCM","Nhà hẻm, ngõ","55 m² (3,5x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
11 tỷ,"Đường Quốc Lộ 1A, Phường Tân Thới Nhất, Quận 12, TP.HCM",Nhà mặt tiền,"230 m² (10,0x23,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
58 tỷ,"Đường An Phú Đông 27, Phường An Phú Đông, Quận 12, TP.HCM",Nhà mặt tiền,"1.700 m² (21,2x80,2)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,35 tỷ","59/2, Đường Nguyễn Thị Căn, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","70 m² (3,5x10,0)",2 phòng,2 WC,1,Đông Nam,N/A,Sổ hồng
"7,5 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, TP.HCM","Biệt thự, Villa","86,8 m² (6,2x14,0)",4 phòng,4 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
"1,39 tỷ","Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, TP.HCM","Nhà hẻm, ngõ",30 m²,2 phòng,2 WC,2,N/A,N/A,Giấy tờ hợp lệ
25 tỷ,"Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, TP.HCM",Nhà mặt tiền,300 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","238, Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","181 m² (5,6x40,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
39 tỷ,"Đường Trần Thị Cờ, Phường Thới An, Quận 12, TP.HCM",Nhà mặt tiền,"240 m² (8,5x30,0)",24 phòng,11 WC,N/A,Tây Nam,Tây Nam,Sổ hồng
"2,69 tỷ","Đường Tô Ký, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"10,8 tỷ","Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"146 m² (5,0x29,0)",5 phòng,5 WC,2,N/A,Đông Nam,Sổ hồng
950 triệu,"8/5/7 khu phố 3, Đường Thạnh Xuân 40, Phường Thạnh Xuân, Quận 12, TP.HCM","Nhà hẻm, ngõ","24,5 m² (3,5x7,0)",2 phòng,1 WC,1,Tây Nam,Tây Nam,Giấy tờ hợp lệ
"11,5 tỷ","Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,"120 m² (5,5x38,0)",2 phòng,1 WC,1,Đông Nam,Đông Nam,Sổ hồng
"3,74 tỷ","Đường Thạnh Xuân, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"52,8 m² (4,8x11,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","91 m² (7,0x13,0)",5 phòng,4 WC,3,N/A,N/A,Sổ hồng
"2,45 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, TP.HCM",Nhà mặt tiền,60 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,95 tỷ","Đường Đông Hưng Thuận 41, Phường Tân Hưng Thuận, Quận 12, TP.HCM",Nhà mặt tiền,"127 m² (5,5x23,0)",N/A,N/A,N/A,N/A,Tây Nam,Sổ hồng
"3,7 tỷ","Đường Đông Hưng Thuận 41, Phường Tân Hưng Thuận, Quận 12, TP.HCM",Nhà mặt tiền,47 m²,2 phòng,N/A,1,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,520 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
15 tỷ,"4f3, 4f3, Quận 12, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",6 phòng,4 WC,3,Tây Bắc,Tây Bắc,Sổ hồng
"8,2 tỷ","Đường Tân Chánh Hiệp 24, Phường Tân Chánh Hiệp, Quận 12, TP.HCM",Nhà mặt tiền,"73 m² (4,0x18,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Lê văn khương, Phường Hiệp Thành, Quận 12, TP.HCM","Nhà hẻm, ngõ","106 m² (4,5x24,0)",11 phòng,10 WC,N/A,N/A,N/A,Sổ hồng
"6,2 tỷ","Đường Huỳnh thị hai, Phường Tân Chánh Hiệp, Quận 12, TP.HCM",Nhà mặt tiền,"102 m² (4,9x20,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"2,38 tỷ","290//, 290//, Quận 12, TP.HCM","Nhà hẻm, ngõ","46 m² (4,0x7,0)",2 phòng,1 WC,2,N/A,N/A,Sổ hồng
5 tỷ,"1152//, Đường Nguyễn Văn Quá, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","230 m² (4,0x13,0)",6 phòng,4 WC,4,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Tân Thới Nhất 8, Phường Tân Thới Nhất, Quận 12, TP.HCM","Nhà hẻm, ngõ","75 m² (4,0x18,5)",5 phòng,5 WC,3,Đông Nam,Đông Nam,Sổ hồng
"1,48 tỷ","Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,95 tỷ","Đường Trần Thị Cờ, Phường Thới An, Quận 12, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"13,5 tỷ","381A, Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"66,4 m² (4,3x17,0)",6 phòng,5 WC,5,Đông Nam,Đông Nam,Sổ hồng
"2,2 tỷ","Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TP.HCM","Nhà hẻm, ngõ","32 m² (4,0x8,0)",2 phòng,1 WC,2,N/A,N/A,Sổ hồng
5 tỷ,"Đường Gần QL1A, Phường An Phú Đông, Quận 12, TP.HCM",Nhà mặt tiền,"69 m² (6,9x10,8)",3 phòng,3 WC,3,Đông Nam,Tây Nam,Sổ hồng
670 triệu,"12, Đường Tx38, Phường Thạnh Xuân, Quận 12, TP.HCM","Nhà hẻm, ngõ","21 m² (3,5x6,0)",1 phòng,1 WC,1,N/A,N/A,Giấy tờ khác
"2,5 tỷ","Đường Tân Chánh Hiệp, Phường Thới An, Quận 12, TP.HCM","Nhà hẻm, ngõ","34,3 m² (5,0x8,0)",2 phòng,2 WC,N/A,N/A,Tây Nam,Sổ hồng
"14,5 tỷ","Đường Nguyễn Thị Kiểu, Phường Tân Thới Hiệp, Quận 12, TP.HCM",Nhà mặt tiền,"160 m² (4,0x40,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"4,75 tỷ","Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, TP.HCM","Nhà hẻm, ngõ","65 m² (4,0x17,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,3 tỷ","56 thạnh lộc 17, Đường Thạnh Lộc 17, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,"27 m² (3,5x6,5)",1 phòng,1 WC,N/A,N/A,Tây,Hợp đồng mua bán
62 tỷ,"Đường An Phú Đông, Phường Thạnh Lộc, Quận 12, TP.HCM",Nhà mặt tiền,680 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,35 tỷ","1902, Đường Quốc Lộ 1A, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x14,0)",2 phòng,1 WC,N/A,N/A,Tây,Sổ hồng
"6,8 tỷ","128 Đường Đông Hưng Thuận 5, Đường Đông Hưng Thuận 5, Phường Tân Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","185 m² (9,8x19,0)",4 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"120 m² (5,5x37,0)",1 phòng,1 WC,1,N/A,Đông Nam,Sổ hồng
"4,3 tỷ","Đường Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",2 phòng,1 WC,1,N/A,Đông Nam,Sổ hồng
"4,8 tỷ","Đường Trường Chinh, Phường Tân Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","65 m² (4,0x17,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"2,4 tỷ","Đường Trường Chinh, Phường Tân Thới Hiệp, Quận 12, TP.HCM","Nhà hẻm, ngõ","29,3 m²",1 phòng,2 WC,2,N/A,N/A,Sổ hồng
59 tỷ,"Đường An Phú Đông, Phường An Phú Đông, Quận 12, TP.HCM",Nhà mặt tiền,1.700 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,68 tỷ","Đường Tô Ngọc Vân, Phường Thạnh Lộc, Quận 12, TP.HCM","Nhà hẻm, ngõ",55 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,2 tỷ","Đường Nguyễn Thị Kiểu, Phường Thới An, Quận 12, TP.HCM",Nhà mặt tiền,86 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,68 tỷ","Đường Tân Thới Nhất 01, Phường Tân Thới Nhất, Quận 12, TP.HCM",Nhà mặt tiền,"58 m² (4,0x15,5)",4 phòng,5 WC,3,N/A,Nam,Sổ hồng
66 tỷ,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM","Biệt thự, Villa","1.226 m² (26,0x48,0)",1 phòng,1 WC,1,N/A,N/A,Sổ hồng
"16,5 tỷ","Quận 12, TP.HCM","Nhà hẻm, ngõ","108 m² (8,0x20,0)",8 phòng,6 WC,4,Bắc,Bắc,Sổ hồng
"7,5 tỷ","Đường Trần Thị Do, Phường Hiệp Thành, Quận 12, TP.HCM",Nhà mặt tiền,"124,4 m² (5,0x25,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
9 tỷ,"62L/2, Đường Hiệp Thành 6, Phường Hiệp Thành, Quận 12, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"4,8 tỷ","Đường Bùi Công Trừng, Phường Thạnh Xuân, Quận 12, TP.HCM","Nhà hẻm, ngõ","173,8 m²",4 phòng,5 WC,3,Đông Nam,N/A,Sổ hồng
"4,8 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TP.HCM","Nhà hẻm, ngõ","84 m² (4,2x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,79 tỷ","Đường Nguyễn Ảnh Thủ, Phường Hiệp Thành, Quận 12, TP.HCM",Nhà mặt tiền,"52 m² (3,0x25,0)",4 phòng,3 WC,4,Đông Bắc,Đông Bắc,Sổ hồng
14 tỷ,"Đường Đông Hưng Thuận 3, Phường Tân Hưng Thuận, Quận 12, TP.HCM",Nhà mặt tiền,"205 m² (9,0x24,0)",4 phòng,4 WC,4,Nam,Nam,Sổ hồng
