Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
28 tỷ,"Đường Pasteur, Phường Nguyễn Thái Bình, Quận 1, TP.HCM","Nhà hẻm, ngõ",86 m²,N/A,N/A,2,N/A,Đông Nam,Sổ hồng
"16,5 tỷ","Đường Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"64 m² (4,0x16,0)",N/A,N/A,9,N/A,N/A,Sổ hồng
"4,3 tỷ","Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ","39 m² (5,0x7,8)",2 phòng,2 WC,1,N/A,Đông Nam,Sổ hồng
"7,3 tỷ","Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ",57 m²,N/A,N/A,3,N/A,Đông Bắc,Sổ hồng
"5,8 tỷ","Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ",32 m²,N/A,N/A,2,N/A,Tây Bắc,Sổ hồng
36 tỷ,"201, Đường Đề Thám, Phường Phạm Ngũ Lão, Quận 1, TP.HCM",Nhà mặt tiền,"45,1 m² (4,1x11,0)",N/A,N/A,4,Đông Bắc,Đông Bắc,Sổ hồng
"5,8 tỷ","Đường Cô Giang, Phường Cô Giang, Quận 1, TP.HCM","Nhà hẻm, ngõ","20,4 m² (3,6x5,7)",2 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"46,5 tỷ","51A, Đường Cô Giang, Phường Cô Giang, Quận 1, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",18 phòng,21 WC,8,N/A,Tây Bắc,Sổ hồng
60 tỷ,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"201 m² (8,0x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
9 tỷ,"Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ","36,5 m² (3,5x7,5)",N/A,N/A,3,N/A,N/A,Sổ hồng
"19,6 tỷ","Đường Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, TP.HCM","Nhà hẻm, ngõ",81 m²,6 phòng,8 WC,5,N/A,Tây Bắc,Sổ hồng
59 tỷ,"106a, Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",Nhà mặt tiền,"80 m² (4,6x18,0)",10 phòng,10 WC,8,N/A,N/A,Sổ hồng
66 tỷ,"9A, Đường Tôn Thất Tùng, Phường Phạm Ngũ Lão, Quận 1, TP.HCM",Nhà mặt tiền,"95 m² (4,5x21,0)",15 phòng,9 WC,9,Đông Bắc,Đông Bắc,Sổ hồng
62 tỷ,"Đường Nam Kỳ Khởi Nghĩa, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",Nhà mặt tiền,"80 m² (4,3x19,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
35 tỷ,"Đường Đề Thám, Phường Cô Giang, Quận 1, TP.HCM",Nhà mặt tiền,"72 m² (44,0x17,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"4,3 tỷ","Đường Nguyễn Cảnh Chân, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ",27 m²,N/A,N/A,2,N/A,Đông Bắc,Sổ hồng
160 tỷ,"146-148, Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,"165 m² (8,2x20,0)",24 phòng,25 WC,9,Đông Nam,Đông Nam,Sổ hồng
32 tỷ,"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"140 m² (7,0x22,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"42,9 tỷ","Đường Hoàng Sa, Phường Tân Định, Quận 1, TP.HCM","Biệt thự, Villa","163 m² (10,0x18,0)",5 phòng,5 WC,4,N/A,Bắc,Sổ hồng
35 tỷ,"Đường Alexandre De Rhodes, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",Nhà mặt tiền,51 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
35 tỷ,"Đường Trần Quang Khải, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,85 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"19,8 tỷ","Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, TP.HCM","Nhà hẻm, ngõ",53 m²,9 phòng,9 WC,5,N/A,Tây Nam,Sổ hồng
"6,5 tỷ","Đường Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, TP.HCM","Nhà hẻm, ngõ",22 m²,N/A,N/A,2,N/A,Đông Nam,Sổ hồng
7 tỷ,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TP.HCM","Nhà hẻm, ngõ","33,1 m² (3,6x9,0)",N/A,N/A,N/A,N/A,Tây Nam,Sổ hồng
84 tỷ,"Đường Đông Du, Phường Bến Nghé, Quận 1, TP.HCM",Nhà mặt tiền,"53 m² (4,0x12,5)",N/A,N/A,4,N/A,N/A,Sổ hồng
"37,5 tỷ","Đường Nguyễn Văn Tráng, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,"90 m² (5,0x15,0)",6 phòng,7 WC,5,N/A,N/A,Sổ hồng
"3,68 tỷ","Đường Huỳnh Khương Ninh, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,60 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
299 tỷ,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP.HCM","Biệt thự, Villa","312 m² (9,0x26,0)",5 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"10,8 tỷ","4/35, Đường Trần Khắc Chân, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","40,3 m² (3,7x14,0)",5 phòng,4 WC,5,N/A,N/A,Sổ hồng
445 tỷ,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM",Nhà mặt tiền,"386 m² (14,0x28,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"5,35 tỷ","Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ",43 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,39 tỷ","Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"3,2 tỷ","Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TP.HCM","Nhà hẻm, ngõ",44 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
37 tỷ,"Đường Đề Thám, Phường Cô Giang, Quận 1, TP.HCM",Nhà mặt tiền,90 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"28,5 tỷ","Đường Calmette, Phường Nguyễn Thái Bình, Quận 1, TP.HCM","Nhà hẻm, ngõ","78 m² (4,8x16,2)",5 phòng,5 WC,7,Đông Nam,Đông Nam,Sổ hồng
"59,5 tỷ","Đường Lê Lai, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,"67 m² (5,6x16,0)",N/A,N/A,N/A,N/A,Đông Nam,Sổ hồng
35 tỷ,"Đường Đề Thám, Phường Cô Giang, Quận 1, TP.HCM",Nhà mặt tiền,"81,7 m² (3,7x24,0)",2 phòng,2 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"4,85 tỷ","Đường Trần Nhật Duật, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
25 tỷ,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
33 tỷ,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",8 phòng,8 WC,6,Bắc,Bắc,Sổ hồng
28 tỷ,"86B4, Đường Võ Thị Sáu, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","112,8 m² (6,4x18,0)",5 phòng,6 WC,4,Đông Bắc,Đông Bắc,Sổ hồng
1.500 tỷ,"180-188, Đường Lý Tự Trọng, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,"440 m² (22,0x20,0)",100 phòng,N/A,10,N/A,N/A,Sổ hồng
73 tỷ,"250, Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TP.HCM",Nhà mặt tiền,120 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
59 tỷ,"Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",Nhà mặt tiền,91 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
50 tỷ,"Đường Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP.HCM","Nhà hẻm, ngõ","70,3 m² (4,2x16,4)",6 phòng,4 WC,N/A,N/A,Nam,Sổ hồng
"6,5 tỷ","Đường Mai Thị Lựu, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"3,6 tỷ","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
5 tỷ,"Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ",26 m²,N/A,N/A,2,N/A,Đông Bắc,Sổ hồng
"6,15 tỷ","Đường Đặng Thị Nhu, Phường Nguyễn Thái Bình, Quận 1, TP.HCM","Nhà hẻm, ngõ","86 m² (4,0x24,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"4,35 tỷ","Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",4 phòng,N/A,4,N/A,N/A,Sổ hồng
45 tỷ,"Đường Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",Nhà mặt tiền,"65 m² (4,2x17,0)",3 phòng,4 WC,3,N/A,N/A,Sổ hồng
44 tỷ,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,110 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
585 tỷ,"Đường Nguyễn Du, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,"1.059 m² (25,0x42,0)",8 phòng,9 WC,N/A,N/A,N/A,Sổ hồng
"5,1 tỷ","4/68a, Đường Trần Khắc Chân, Phường Tân Định, Quận 1, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"22,8 tỷ","Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TP.HCM","Nhà hẻm, ngõ","55 m² (4,0x14,0)",N/A,N/A,N/A,N/A,Tây Bắc,Sổ hồng
99 tỷ,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"160 m² (8,2x20,0)",10 phòng,9 WC,N/A,N/A,Tây Nam,Sổ hồng
96 tỷ,"Đường Hải Triều, Phường Bến Nghé, Quận 1, TP.HCM",Nhà mặt tiền,70 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
33 tỷ,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ",162 m²,15 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"22,5 tỷ","Đường Bùi Thị Xuân, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ","98 m² (7,0x18,0)",12 phòng,N/A,5,N/A,N/A,Sổ hồng
35 tỷ,"120, Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,67 m²,N/A,N/A,5,N/A,N/A,Sổ hồng
145 tỷ,"Đường Chu Mạnh Trinh, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,153 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,15 tỷ","Đường Đề Thám, Phường Cô Giang, Quận 1, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","26,6 m² (3,1x8,6)",2 phòng,2 WC,2,N/A,Đông Bắc,Sổ hồng
"4,79 tỷ","Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","62 m² (4,0x15,5)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"4,25 tỷ","Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
45 tỷ,"122, Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ","262 m² (9,0x29,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
"4,16 tỷ","Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ","61 m² (4,5x13,5)",4 phòng,5 WC,2,N/A,N/A,Sổ hồng
87 tỷ,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"140 m² (7,0x20,0)",N/A,N/A,N/A,Đông Nam,Đông Nam,Sổ hồng
"19,3 tỷ","Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ",68 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường Đặng Dung, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,40 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"18,5 tỷ","Đường Lê Lai, Phường Bến Thành, Quận 1, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",8 phòng,8 WC,N/A,N/A,N/A,Sổ hồng
"16,5 tỷ","Đường Võ Thị Sáu, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ",80 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
55 tỷ,"Đường Lê Lai, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,100 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
41 tỷ,"Đường Đinh Công Tráng, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"149 m² (5,7x30,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
16 tỷ,"7/, Đường Trương Hán Siêu, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ","113 m² (7,9x14,2)",2 phòng,2 WC,1,Đông Bắc,Đông Bắc,Sổ đỏ
200 tỷ,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"225 m² (10,0x30,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
22 tỷ,"69/15 + 69/17, Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","90,7 m² (6,0x15,0)",10 phòng,10 WC,4,Đông Bắc,Đông Bắc,Sổ đỏ
"19,5 tỷ","Đường Nguyễn Huy Tự, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"52 m² (4,0x14,0)",N/A,2 WC,2,N/A,N/A,Sổ hồng
35 tỷ,"99, Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"75 m² (4,0x20,0)",N/A,N/A,6,N/A,N/A,Sổ hồng
34 tỷ,"Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","100 m² (4,3x22,0)",14 phòng,15 WC,6,N/A,N/A,Sổ hồng
38 tỷ,"Đường Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ","110 m² (5,0x24,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
92 tỷ,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP.HCM","Biệt thự, Villa","150 m² (8,5x20,0)",15 phòng,17 WC,8,N/A,N/A,Sổ hồng
53 tỷ,"Đường Đặng Dung, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"550 m² (6,0x20,0)",12 phòng,13 WC,6,N/A,N/A,Sổ hồng
"8,9 tỷ","Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ",81 m²,6 phòng,5 WC,6,N/A,N/A,Sổ hồng
26 tỷ,"Đường Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM",Nhà mặt tiền,"48 m² (4,8x12,0)",N/A,N/A,5,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ",41 m²,4 phòng,N/A,4,N/A,Đông Bắc,Sổ hồng
"21,9 tỷ","212, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ","100 m² (4,0x23,0)",5 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP.HCM","Nhà hẻm, ngõ","5 m² (5,0x12,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
88 tỷ,"Đường Hoàng Sa, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
115 tỷ,"156, Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"277 m² (7,8x35,5)",N/A,N/A,1,N/A,Đông Nam,Sổ hồng
"5,85 tỷ","Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","68 m² (4,0x17,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
320 tỷ,"90/88A, Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP.HCM","Biệt thự, Villa","312 m² (9,0x26,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"4,95 tỷ","Đường Trần Khánh Dư, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,25 m²,N/A,N/A,3,N/A,Tây Bắc,Sổ hồng
38 tỷ,"394, Đường Nguyễn Công Trứ, Phường Cầu Ông Lãnh, Quận 1, TP.HCM",Nhà mặt tiền,"67 m² (4,2x18,0)",10 phòng,10 WC,7,Đông Nam,Đông Nam,Giấy tờ hợp lệ
"28,9 tỷ","Đường Đinh Công Tráng, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"80 m² (4,5x20,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
40 tỷ,"15/27A, Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, TP.HCM","Biệt thự, Villa","169,9 m² (12,5x13,8)",6 phòng,5 WC,4,N/A,N/A,Sổ hồng
28 tỷ,"86bX, Đường Võ Thị Sáu, Phường Tân Định, Quận 1, TP.HCM","Biệt thự, Villa","113 m² (6,5x18,0)",5 phòng,6 WC,4,N/A,Đông Bắc,Sổ hồng
25 tỷ,"Đường Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ","108 m² (6,0x18,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"11,8 tỷ","80/2, Đường Hai Bà Trưng, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ",192 m²,N/A,N/A,4,N/A,N/A,Sổ hồng
"7,5 tỷ","79/1, Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ",96 m²,N/A,N/A,3,N/A,N/A,Sổ hồng
"3,45 tỷ","Đường Trần Quý Khoách, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"18,5 tỷ","149, Đường Đinh Tiên Hoàng, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"74,3 m² (4,0x18,5)",3 phòng,2 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
5 tỷ,"Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",3 phòng,2 WC,2,N/A,Đông Bắc,Sổ hồng
16 tỷ,"Đường Lý Văn Phức, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"7,3 tỷ","Đường Trần Đình Xu, Phường Cầu Kho, Quận 1, TP.HCM","Nhà hẻm, ngõ",57 m²,N/A,N/A,3,N/A,Đông Bắc,Sổ hồng
55 tỷ,"Đường Đề Thám, Phường Cô Giang, Quận 1, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
65 tỷ,"Đường Nguyễn Văn Tráng, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,67 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"5,28 tỷ","Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ",34 m²,2 phòng,2 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
67 tỷ,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,156 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
59 tỷ,"Đường Thạch Thị Thanh, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"139,9 m² (9,5x18,0)",5 phòng,4 WC,3,Đông Bắc,N/A,Sổ hồng
"52,5 tỷ","Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TP.HCM",Nhà mặt tiền,"124 m² (7,2x18,0)",4 phòng,3 WC,2,N/A,Đông Nam,Sổ hồng
100 tỷ,"Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"157,2 m² (8,0x19,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
75 tỷ,"Đường Nguyễn Văn Thủ, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,94 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,35 tỷ","Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, TP.HCM","Nhà hẻm, ngõ","21 m² (3,0x7,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"19,75 tỷ","7, Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, TP.HCM","Nhà hẻm, ngõ","68 m² (4,5x15,0)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"54,8 tỷ","Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"102 m² (7,0x15,0)",11 phòng,10 WC,N/A,N/A,N/A,Sổ hồng
"10,35 tỷ","Đường Nguyễn Thái Bình, Phường Nguyễn Thái Bình, Quận 1, TP.HCM","Nhà hẻm, ngõ",51 m²,4 phòng,N/A,3,N/A,N/A,Sổ hồng
"1,8 tỷ","Đường Cô Bắc, Phường Cầu Kho, Quận 1, TP.HCM",Nhà mặt tiền,"1.800 m² (5,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,29 tỷ","Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, TP.HCM","Nhà hẻm, ngõ","58 m² (4,5x12,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
32 tỷ,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"80 m² (9,0x11,0)",5 phòng,N/A,N/A,N/A,N/A,Sổ hồng
41 tỷ,"49C, Đường Đinh Công Tráng, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"148,7 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"23,9 tỷ","212/12, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM","Nhà hẻm, ngõ","100 m² (4,0x22,0)",6 phòng,7 WC,5,Tây Nam,Tây Nam,Sổ hồng
"12,5 tỷ","Đường Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP.HCM",Nhà mặt tiền,"31 m² (3,1x10,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
51 tỷ,"Đường Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, TP.HCM",Nhà mặt tiền,"103 m² (7,2x20,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
299 tỷ,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP.HCM","Biệt thự, Villa","318,3 m² (10,0x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
19 tỷ,"150, Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, TP.HCM","Nhà hẻm, ngõ",87 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
170 tỷ,"Đường Pasteur, Phường Nguyễn Thái Bình, Quận 1, TP.HCM",Nhà mặt tiền,155 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
21 tỷ,"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, TP.HCM",Nhà mặt tiền,"99 m² (4,0x25,0)",N/A,N/A,5,N/A,N/A,Sổ hồng
62 tỷ,"Đường Điện Biên Phủ, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"205 m² (8,0x28,0)",N/A,N/A,4,N/A,N/A,Giấy tờ hợp lệ
57 tỷ,"Đường Võ Thị Sáu, Phường Đa Kao, Quận 1, TP.HCM",Nhà mặt tiền,"255 m² (13,5x19,0)",N/A,N/A,1,N/A,N/A,Giấy tờ hợp lệ
339 tỷ,"Đường Đông Du, Phường Bến Nghé, Quận 1, TP.HCM",Nhà mặt tiền,"384 m² (12,0x32,0)",7 phòng,9 WC,4,N/A,N/A,Giấy tờ hợp lệ
115 tỷ,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, TP.HCM",Nhà mặt tiền,"110 m² (4,4x25,0)",15 phòng,16 WC,8,N/A,N/A,Giấy tờ hợp lệ
240 triệu,"Đường Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",45 phòng,47 WC,10,N/A,N/A,Giấy tờ hợp lệ
54 tỷ,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, TP.HCM",Nhà mặt tiền,"126 m² (7,0x18,0)",5 phòng,6 WC,4,N/A,N/A,Giấy tờ hợp lệ
