Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"1,05 tỷ","Đường Lưu Hữu Phước, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","19 m² (3,1x6,2)",1 phòng,1 WC,2,N/A,N/A,Giấy tờ hợp lệ
"4,5 tỷ","Đường Bến Bình Đông, Phường 15, Quận 8, TP.HCM",Nhà mặt tiền,"180 m² (4,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,8 tỷ","Đường Lưu Hữu Phước, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","40 m² (5,8x7,2)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"4,95 tỷ","Đường An Dương Vương, Phường 16, Quận 8, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,45 tỷ","Đường An Dương Vương, Phường 16, Quận 8, TP.HCM",Nhà mặt tiền,"52 m² (4,5x12,0)",5 phòng,5 WC,5,N/A,N/A,Sổ hồng
"1,85 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","51 m² (4,0x12,2)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"4,95 tỷ","Đường Phú Định, Phường 16, Quận 8, TP.HCM","Nhà hẻm, ngõ","50 m² (3,6x12,0)",4 phòng,3 WC,4,N/A,Đông Nam,Sổ hồng
"6,2 tỷ","Đường Mễ Cốc, Phường 15, Quận 8, TP.HCM",Nhà mặt tiền,"80,9 m² (4,2x19,8)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"5,2 tỷ","Đường An Dương Vương, Phường 16, Quận 8, TP.HCM",Nhà mặt tiền,"55 m² (5,0x11,0)",N/A,1 WC,N/A,N/A,N/A,Sổ hồng
955 triệu,"Đường Nguyễn Thị Tần, Phường 2, Quận 8, TP.HCM",Nhà mặt tiền,"71 m² (5,0x14,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"1,18 tỷ","Đường Bông Sao, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"13,6 tỷ","880, Đường Hưng Phú, Phường 10, Quận 8, TP.HCM",Nhà mặt tiền,"55 m² (4,2x14,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"1,6 tỷ","Đường 15, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","65,1 m² (3,8x8,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,8 tỷ","184/38/54, Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","75 m² (5,4x14,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"1,95 tỷ","Đường Mễ Cốc, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","40 m² (3,3x6,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"14,2 tỷ","141/67, Đường Tám Danh, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","160 m² (10,0x16,0)",N/A,N/A,N/A,N/A,Đông Nam,Sổ hồng
11 tỷ,"Đường Phạm Thế Hiển, Phường 7, Quận 8, TP.HCM","Nhà hẻm, ngõ","104 m² (4,0x26,0)",3 phòng,3 WC,3,N/A,Đông Bắc,Sổ hồng
14 tỷ,"9, Đường số 2, Phường 6, Quận 8, TP.HCM",Nhà mặt tiền,"64,8 m² (4,2x18,0)",8 phòng,8 WC,4,N/A,N/A,Sổ hồng
"16,5 tỷ","Đường phạm hùng, Phường 10, Quận 8, TP.HCM",Nhà mặt tiền,"113 m² (5,2x22,0)",1 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"2,9 tỷ","Đường Phạm Thế Hiển, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"2,1 tỷ","Đường Hoàng Minh Đạo, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","58,6 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,65 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","40,5 m² (3,0x13,5)",4 phòng,3 WC,3,N/A,Đông,Sổ hồng
"2,28 tỷ","Đường Phạm thế hiển, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ","19,5 m² (3,0x6,5)",1 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,95 tỷ","Đường Phạm thế hiển, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","24 m² (3,0x8,0)",2 phòng,N/A,N/A,N/A,N/A,Sổ hồng
880 triệu,"Đường Đặng Chất, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
7 tỷ,"Đường Bùi Minh Trực, Phường 6, Quận 8, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",1 phòng,1 WC,1,N/A,N/A,Sổ hồng
930 triệu,"Đường Phạm Thế Hiển, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
955 triệu,"Đường Nguyễn Thị Tần, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"1,2 tỷ","Đường Cao Lỗ, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","131 m² (5,0x13,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"1,1 tỷ","Đường Hưng Phú, Phường 8, Quận 8, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường Lê Ninh, Phường 4, Quận 8, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"12,5 tỷ","Đường Hưng Phú, Phường 9, Quận 8, TP.HCM",Nhà mặt tiền,"40,5 m² (4,5x9,0)",5 phòng,4 WC,5,Tây Bắc,Tây Bắc,Sổ hồng
"3,88 tỷ","Đường Lưu Hữu Phước, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","44 m² (8,2x6,0)",1 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,7 tỷ","Đường Đặng Chất, Phường 14, Quận 8, TP.HCM","Nhà hẻm, ngõ","61 m² (5,0x15,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"9,3 tỷ","Đường Tám Danh, Phường 4, Quận 8, TP.HCM",Nhà mặt tiền,"60 m² (4,3x14,0)",5 phòng,6 WC,5,N/A,N/A,Sổ hồng
"2,48 tỷ","Đường Phạm Thế Hiển, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","30 m² (5,0x6,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,15 tỷ","Đường Hưng Phú, Phường 10, Quận 8, TP.HCM","Nhà hẻm, ngõ","39 m² (6,0x6,5)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"6,25 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","40 m² (4,3x10,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"11,5 tỷ","Quận 8, TP.HCM",Nhà mặt tiền,"108 m² (6,0x18,0)",4 phòng,5 WC,N/A,N/A,Tây Nam,Sổ hồng
"2,28 tỷ","H1618, Đường Phạm Thế Hiển, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ","19 m² (3,3x6,5)",1 phòng,2 WC,2,Tây,N/A,Sổ hồng
"4,98 tỷ","90/, Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","47,3 m² (3,6x13,0)",4 phòng,3 WC,4,Đông,Đông,Sổ hồng
"7,85 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM",Nhà mặt tiền,"80 m² (4,0x22,0)",6 phòng,4 WC,4,N/A,N/A,Sổ hồng
"6,85 tỷ","Đường Bến Phú Định, Phường 16, Quận 8, TP.HCM",Nhà mặt tiền,"147 m² (4,2x36,6)",3 phòng,2 WC,N/A,N/A,Đông,Sổ hồng
"5,4 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","32 m² (4,0x8,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường Cao Lỗ, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","33 m² (3,3x10,0)",1 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,12 tỷ","Đường Trịnh Quang Nghị, Phường 7, Quận 8, TP.HCM",Nhà mặt tiền,"98 m² (5,0x18,6)",3 phòng,2 WC,2,N/A,N/A,Sổ đỏ
"13,8 tỷ","Đường Bông Sao, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"70 m² (4,0x17,0)",4 phòng,4 WC,3,N/A,Đông Bắc,Sổ hồng
965 triệu,"Đường Bùi Minh Trực, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ",62 m²,3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,98 tỷ","Đường Tám Danh, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,88 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,65 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","41 m² (3,2x13,0)",4 phòng,2 WC,3,N/A,N/A,Sổ hồng
9 tỷ,"Đường Quốc Lộ 50, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"5,68 tỷ","Đường Tám Danh, Phường 4, Quận 8, TP.HCM",Nhà mặt tiền,"45 m² (5,1x9,1)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
7 tỷ,"Đường 31, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"52,1 m² (3,5x14,4)",2 phòng,2 WC,N/A,Đông,Đông,Sổ hồng
"5,4 tỷ","Đường Liên Tỉnh 5, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"60 m² (4,1x14,6)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,99 tỷ","Đường Trần Nguyên Hãn, Phường 13, Quận 8, TP.HCM","Nhà hẻm, ngõ","38 m² (3,2x10,6)",3 phòng,3 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
6 tỷ,"Đường Nguyễn Thị Tần, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","58,4 m² (4,6x12,6)",N/A,N/A,N/A,N/A,Tây Bắc,Sổ hồng
"5,65 tỷ","290/, Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","41 m² (3,3x13,5)",4 phòng,5 WC,3,N/A,Đông,Sổ hồng
"5,95 tỷ","Đường Cao Lỗ, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","45 m² (4,5x10,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường Đặng Thúc Liêng, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"37 m² (4,2x9,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
"8,18 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"11,6 tỷ","237, Đường Phạm Hùng, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","360 m² (12,0x32,0)",2 phòng,8 WC,2,Tây,Tây,Sổ hồng
"6,76 tỷ","287/8, Đường Âu Dương Lân, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",6 phòng,6 WC,3,Tây Bắc,Tây Bắc,Sổ hồng
"2,05 tỷ","Đường Tuy Lý Vương, Phường 12, Quận 8, TP.HCM","Nhà hẻm, ngõ",45 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,1 tỷ","Đường 232 Cao Lỗ, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ đỏ
"16,99 tỷ","Đường Dạ Nam, Phường 2, Quận 8, TP.HCM",Nhà mặt tiền,"72 m² (3,6x20,0)",7 phòng,8 WC,5,N/A,N/A,Sổ hồng
530 triệu,"Đường Lưu Hữu Phước, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","24 m² (3,0x3,0)",2 phòng,1 WC,2,N/A,Tây Bắc,Đang chờ sổ
"2,68 tỷ","Đường Nguyễn Sĩ Cố, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","39 m² (4,0x10,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"3,65 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","34 m² (3,7x9,2)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
20 tỷ,"Đường Dương Quang Đông, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"99,7 m² (5,0x20,0)",5 phòng,4 WC,4,Đông Bắc,Đông Bắc,Sổ hồng
"5,88 tỷ","Đường Dạ Nam, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","39 m² (3,3x13,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"8,9 tỷ","Đường Tám Danh, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","57 m² (4,2x14,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
4 tỷ,"Đường Tạ Quang Bửu, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ",24 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"11,95 tỷ","Đường số 6, Phường 4, Quận 8, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
58 tỷ,"Đường Phạm Thế Hiển, Phường 7, Quận 8, TP.HCM",Nhà mặt tiền,1.400 m²,3 phòng,2 WC,3,N/A,N/A,Sổ hồng
"8,9 tỷ","Đường Bình Đông, Phường 11, Quận 8, TP.HCM","Nhà hẻm, ngõ","70 m² (3,5x20,0)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"4,8 tỷ","Đường Bùi Minh Trực, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","32 m² (3,0x8,0)",2 phòng,3 WC,3,N/A,Tây Nam,Sổ hồng
959 triệu,"Đường Mễ Cốc, Phường 15, Quận 8, TP.HCM","Nhà hẻm, ngõ","52,5 m² (3,5x15,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
890 triệu,"Đường Bình Hưng, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
49 tỷ,"Đường 320 Bông Sao, Phường 5, Quận 8, TP.HCM","Biệt thự, Villa","372 m² (16,0x24,0)",5 phòng,6 WC,N/A,N/A,Đông Nam,Sổ hồng
"7,5 tỷ","Đường Lưu Hữu Phước, Phường 15, Quận 8, TP.HCM",Nhà mặt tiền,"100 m² (4,0x25,0)",7 phòng,3 WC,2,N/A,N/A,Sổ hồng
"1,95 tỷ","Đường Phạm Thế Hiển, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ","53,4 m²",3 phòng,2 WC,1,N/A,N/A,Sổ đỏ
"4,15 tỷ","Đường Bến Phú Định, Phường 16, Quận 8, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
975 triệu,"Đường Bùi Minh Trực, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ",62 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"11,9 tỷ","Đường Dương Bá Trạc, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","72 m² (4,5x15,0)",10 phòng,10 WC,3,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Tùng Thiện Vương, Phường 12, Quận 8, TP.HCM","Nhà hẻm, ngõ","68 m² (3,8x18,0)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"6,95 tỷ","Đường Bùi Minh Trực, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"3,95 tỷ","Đường Hưng Phú, Phường 9, Quận 8, TP.HCM","Nhà hẻm, ngõ","65 m² (4,5x15,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,68 tỷ","Đường Hưng Phú, Phường 9, Quận 8, TP.HCM","Nhà hẻm, ngõ","30 m² (5,0x6,0)",2 phòng,2 WC,3,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Nguyễn Thị Tần, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","62 m² (4,0x16,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"24,5 tỷ","Đường Tạ Quang Bửu, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"160 m² (9,0x18,0)",5 phòng,4 WC,3,N/A,N/A,Sổ hồng
"6,6 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,28 tỷ","Đường Bùi Minh Trực, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ","40 m² (4,1x9,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,38 tỷ","154/, Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","31 m² (3,9x8,0)",4 phòng,3 WC,4,Bắc,Bắc,Sổ hồng
"4,55 tỷ","Đường Dương Bá Trạc, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","31 m² (3,1x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,6 tỷ","Đường Liên Tỉnh 5, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","59 m² (4,6x13,0)",6 phòng,4 WC,2,N/A,N/A,Sổ hồng
"1,99 tỷ","Đường Bình Đông, Phường 14, Quận 8, TP.HCM","Nhà hẻm, ngõ","58,7 m²",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"12,9 tỷ","Đường Lê Quyên, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"52 m² (3,7x14,5)",5 phòng,5 WC,5,N/A,N/A,Sổ hồng
"16,7 tỷ","Đường Tạ Quang Bửu, Phường 5, Quận 8, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"7,1 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","75 m² (5,8x13,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"5,98 tỷ","Đường Trần Nguyên Hãn, Phường 13, Quận 8, TP.HCM","Nhà hẻm, ngõ","38 m² (3,3x11,5)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường Mặt tiền phạm thế hiển, Phường 7, Quận 8, TP.HCM",Nhà mặt tiền,"63,6 m² (3,5x18,0)",4 phòng,3 WC,4,Tây Bắc,Tây Bắc,Sổ hồng
33 tỷ,"Đường Hẽm nhánh đường tám danh, Phường 4, Quận 8, TP.HCM","Biệt thự, Villa","438 m² (16,0x27,0)",5 phòng,4 WC,4,N/A,N/A,Sổ hồng
"8,8 tỷ","Đường Nguyễn Thị Tần, Phường 3, Quận 8, TP.HCM",Nhà mặt tiền,"62 m² (4,0x15,5)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường Tạ Quang Bửu, Phường 2, Quận 8, TP.HCM",Nhà mặt tiền,"56 m² (3,8x14,6)",7 phòng,6 WC,4,N/A,N/A,Sổ hồng
"4,28 tỷ","Đường Bùi Minh Trực, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ","40 m² (4,5x9,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"3,98 tỷ","Đường Liên Tỉnh 5, Phường 5, Quận 8, TP.HCM","Nhà hẻm, ngõ","67 m² (9,0x7,5)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"6,88 tỷ","Đường Tùng Thiện Vương, Phường 12, Quận 8, TP.HCM","Nhà hẻm, ngõ","73 m² (3,5x17,0)",6 phòng,4 WC,3,N/A,N/A,Sổ hồng
6 tỷ,"119/118/16T, Đường Nguyễn Thị Tần, Phường 2, Quận 8, TP.HCM","Nhà hẻm, ngõ","58,4 m² (4,6x12,6)",N/A,N/A,N/A,Tây Bắc,Tây Bắc,Sổ hồng
"19,5 tỷ","Đường Võ Liêm Sơn, Phường 4, Quận 8, TP.HCM",Nhà mặt tiền,"108 m² (6,0x18,0)",4 phòng,5 WC,N/A,N/A,Tây Nam,Sổ hồng
39 tỷ,"Đường Hưng Phú, Phường 8, Quận 8, TP.HCM",Nhà mặt tiền,330 m²,3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"6,68 tỷ","10, Đường Phạm Hùng, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","68 m² (4,0x17,0)",2 phòng,1 WC,1,Tây Bắc,Tây Bắc,Sổ hồng
"6,5 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","178 m² (4,1x11,0)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"6,3 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","44 m² (4,0x11,0)",3 phòng,4 WC,4,N/A,N/A,Sổ hồng
"4,85 tỷ","Đường Tạ Quang Bửu, Phường 4, Quận 8, TP.HCM","Nhà hẻm, ngõ","35 m² (3,5x10,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
39 tỷ,"109, Đường Phạm Thế Hiển, Phường 2, Quận 8, TP.HCM",Nhà mặt tiền,"185 m² (4,7x39,0)",27 phòng,28 WC,8,N/A,Bắc,Sổ hồng
"1,86 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","16 m² (4,0x4,0)",2 phòng,3 WC,3,N/A,N/A,Sổ hồng
"10,8 tỷ","28, Đường số 14, Phường 4, Quận 8, TP.HCM",Nhà mặt tiền,"43,7 m² (3,8x12,1)",3 phòng,3 WC,5,Bắc,Bắc,Sổ hồng
"11,4 tỷ","Đường Âu Dương Lân, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","100 m² (4,2x24,0)",5 phòng,4 WC,3,N/A,N/A,Sổ hồng
"2,9 tỷ","Đường Phạm Thế Hiển, Phường 7, Quận 8, TP.HCM","Nhà hẻm, ngõ","53 m² (5,0x10,7)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"6,88 tỷ","Đường Tùng Thiện Vương, Phường 12, Quận 8, TP.HCM",Nhà mặt tiền,"70 m² (3,5x17,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"15,8 tỷ","Đường Phạm Thế Hiển, Phường 7, Quận 8, TP.HCM",Nhà mặt tiền,"233 m² (5,5x57,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"6,6 tỷ","Đường Dương Bá Trạc, Phường 1, Quận 8, TP.HCM","Nhà hẻm, ngõ","52 m² (3,9x13,5)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Hưng Phú, Phường 9, Quận 8, TP.HCM",Nhà mặt tiền,"40 m² (4,5x9,0)",5 phòng,4 WC,5,N/A,N/A,Sổ hồng
"3,2 tỷ","Đường Hưng Phú, Phường 9, Quận 8, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,85 tỷ","Đường Phạm thế hiển, Phường 6, Quận 8, TP.HCM","Nhà hẻm, ngõ","28 m² (4,1x7,0)",N/A,N/A,N/A,N/A,N/A,Giấy tờ khác
"6,8 tỷ","Đường Tạ Quang Bửu, Phường 3, Quận 8, TP.HCM","Nhà hẻm, ngõ","93 m² (4,8x19,5)",7 phòng,7 WC,4,N/A,N/A,Sổ hồng
"9,3 tỷ","Đường Tám Danh, Phường 4, Quận 8, TP.HCM",Nhà mặt tiền,"57 m² (4,2x13,6)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
