Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"5,5 tỷ","Đường Sơn Kỳ, Phường Sơn Kỳ, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","65 m² (4,1x16,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
40 tỷ,"62, Đường Tân Thành, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"196,4 m² (9,6x18,8)",N/A,N/A,2,Nam,Nam,Sổ hồng
"7,99 tỷ","Đường Bác Ái, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"40 m² (4,0x10,0)",2 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
8 tỷ,"Đường Nguyễn Súy, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","105 m² (7,0x15,0)",3 phòng,4 WC,3,N/A,N/A,Sổ hồng
"8,9 tỷ","Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52 tỷ,"Đường Tân Sơn Nhì, Phường Tân Thành, Quận Tân Phú, TP.HCM","Biệt thự, Villa","250 m² (8,0x32,0)",6 phòng,6 WC,2,N/A,N/A,Sổ hồng
"3,15 tỷ","Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",45 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
12 tỷ,"Đường Phan Đình Phùng, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
"7,8 tỷ","Đường Lê Sát, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,43 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,69 tỷ","Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",44 m²,3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,07 tỷ","Đường Bình Long, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","42 m² (7,0x6,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"18,5 tỷ","Đường Văn Cao, Phường Phú Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"120 m² (7,0x17,0)",8 phòng,8 WC,N/A,N/A,N/A,Sổ đỏ
"2,25 tỷ","Đường Nguyễn Sáng, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",22 m²,2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"7,9 tỷ","Đường Lê Vĩnh Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"61 m² (3,5x18,0)",5 phòng,4 WC,4,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"14,99 tỷ","Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"152 m² (5,2x33,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"16,5 tỷ","Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"202 m² (8,8x23,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ đỏ
"2,98 tỷ","8/24, Đường Nguyễn Văn Dưỡng, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","26 m² (3,0x9,0)",3 phòng,2 WC,3,N/A,N/A,Sổ hồng
17 tỷ,"Đường Thống Nhất, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"100 m² (5,3x20,0)",6 phòng,6 WC,4,Bắc,Bắc,Sổ hồng
"3,85 tỷ","80/2a, Đường Dương Văn Dương, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","26,7 m² (3,5x8,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"1,75 tỷ","46/53/15C, Đường Trần Văn Ơn, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","15 m² (3,0x5,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"12,8 tỷ","Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"87,5 m² (4,5x19,5)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","156 m² (6,0x26,0)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"4,55 tỷ","79/12, Đường Tây Sơn, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"13,8 tỷ","Đường Tây Sơn, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"120 m² (5,0x24,0)",20 phòng,N/A,5,N/A,N/A,Sổ đỏ
162 triệu,"45, Đường Hòa Bình, Phường Hòa Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"906,4 m² (21,0x43,0)",N/A,N/A,3,N/A,N/A,Giấy tờ hợp lệ
"9,75 tỷ","Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"38,5 tỷ","Đường Lũy Bán Bích, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
15 tỷ,"323, Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"70,6 m² (4,0x17,7)",3 phòng,3 WC,2,Bắc,Bắc,Sổ hồng
"1,75 tỷ","12, Đường Lưu Chí Hiếu, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","20 m² (4,0x5,0)",2 phòng,2 WC,1,Tây,Tây,Sổ hồng
"13,4 tỷ","Đường Cầu Xéo, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"80 m² (5,2x18,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"2,75 tỷ","Đường Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","23,2 m² (2,8x8,5)",2 phòng,1 WC,2,Tây,Tây,Sổ hồng
7 tỷ,"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","78 m² (5,0x15,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"1,9 tỷ","Đường Chế Lan Viên, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","20 m² (4,0x5,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"6,4 tỷ","Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",97 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"13,5 tỷ","Đường T6, Phường Tây Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"105 m² (5,0x21,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"19,9 tỷ","Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"200 m² (8,0x25,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"11,5 tỷ","Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"66,2 m² (4,0x17,0)",4 phòng,4 WC,4,N/A,Bắc,Sổ hồng
"6,49 tỷ","Số 127/71, Đường Lê Thúc Hoạch, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","76,5 m² (4,0x19,0)",4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"4,85 tỷ","Đường Phùng Chí Kiên, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x13,2)",N/A,N/A,1,N/A,N/A,Sổ hồng
"7,25 tỷ","Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"5,3 tỷ","Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","48 m² (4,1x12,0)",2 phòng,2 WC,2,Tây,Tây,Sổ hồng
15 tỷ,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",162 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,55 tỷ","Đường Tây Sơn, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",40 m²,2 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
6 tỷ,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","70 m² (4,1x17,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường Lê Đình Thám, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"45 m² (3,5x13,0)",1 phòng,1 WC,N/A,Nam,Nam,Sổ hồng
"1,75 tỷ","Đường Lưu Chí Hiếu, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",30 m²,2 phòng,2 WC,N/A,N/A,Tây,Sổ hồng
"12,5 tỷ","Đường A, Phường Phú Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"86,4 m² (4,0x22,0)",5 phòng,6 WC,N/A,N/A,N/A,Sổ đỏ
"6,3 tỷ","168/1, Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7 tỷ,"Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","70 m² (4,0x17,0)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"13,6 tỷ","Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","150 m² (6,0x25,0)",3 phòng,3 WC,2,Đông,Đông,Sổ hồng
"8,8 tỷ","Đường Dương Đức Hiền, Phường Tây Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"80 m² (6,3x15,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
12 tỷ,"Đường 30 Tháng 4, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"113 m² (4,4x25,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,6 tỷ","Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",64 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","125, Đường Huỳnh Văn Một, Phường Hiệp Tân, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"74,6 m² (4,0x18,7)",N/A,N/A,4,Bắc,Bắc,Sổ hồng
"6,3 tỷ","Đường Kênh Nước Đen, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"38 m² (3,2x12,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,69 tỷ","Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,45 tỷ","Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",44 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
14 tỷ,"Đường Diệp Minh Châu, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"82 m² (4,0x20,0)",6 phòng,4 WC,3,N/A,N/A,Sổ hồng
14 tỷ,"Đường Hoàng Xuân Nhị, Phường Phú Trung, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"140 m² (6,0x24,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
10 tỷ,"320, Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"51 m² (4,1x12,6)",N/A,N/A,4,Nam,Nam,Sổ hồng
"13,8 tỷ","Đường Cầu Xéo, Phường Tân Quý, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"55 m² (6,9x17,0)",2 phòng,2 WC,1,N/A,Đông,Sổ hồng
945 triệu,"Đường Nguyễn Cửu Đàm, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ",63 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
990 triệu,"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x14,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"8,8 tỷ","120/1/2, Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","81,4 m²",N/A,N/A,1,N/A,N/A,Sổ hồng
9 tỷ,"33/15, Đường Lê Trọng Tấn, Phường Sơn Kỳ, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
26 tỷ,"Đường Vườn Lài, Phường Tân Thành, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"132 m² (8,0x18,0)",N/A,N/A,N/A,N/A,Nam,Sổ hồng
40 tỷ,"666/12, Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Biệt thự, Villa",1.100 m²,N/A,N/A,3,N/A,Tây,Sổ đỏ
14 tỷ,"Đường Diệp Minh Châu, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM",Nhà mặt tiền,74 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
14 tỷ,"Đường Diệp Minh Châu, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"82 m² (4,0x20,6)",6 phòng,4 WC,3,Đông Bắc,Đông Bắc,Sổ hồng
"7,1 tỷ","Đường Phạm Quý Thích, Phường Tân Quý, Quận Tân Phú, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"7,4 tỷ","Đường Cầu Xéo, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","81,2 m² (4,0x19,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,79 tỷ","Đường Lê Thiệt, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM",Nhà mặt tiền,160 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
6 tỷ,"Đường Lũy Bán Bích, Phường Hiệp Tân, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","70 m² (4,0x16,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,4 WC,4,Nam,Nam,Sổ hồng
4 tỷ,"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,1 tỷ","Đường Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x14,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"5,1 tỷ","Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","60 m² (4,7x13,0)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
5 tỷ,"Đường Vườn Lài, Phường Tân Thành, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
7 tỷ,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","72 m² (4,5x16,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"5,2 tỷ","Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","48 m² (6,0x8,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Lương Trúc Đàm, Phường Hiệp Tân, Quận Tân Phú, TP.HCM",Nhà mặt tiền,70 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"9,2 tỷ","Đường Dương Khuê, Phường Hiệp Tân, Quận Tân Phú, TP.HCM",Nhà mặt tiền,58 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,3 tỷ","Đường Trịnh Đình Trọng, Phường Hòa Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","60 m² (4,5x14,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"3,99 tỷ","Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","32 m² (4,0x8,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"12,9 tỷ","Đường Trần Tấn, Phường Tân Sơn Nhì, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"78 m² (4,5x17,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"18,6 tỷ","25/5, Đường Nguyễn Hậu, Phường Tân Thành, Quận Tân Phú, TP.HCM","Biệt thự, Villa","112 m² (8,0x14,0)",6 phòng,6 WC,4,Nam,Nam,Sổ hồng
"5,8 tỷ","Đường Âu Cơ, Phường Phú Trung, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","65 m² (4,2x15,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"1,04 tỷ","Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"59 m² (4,0x14,7)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"6,4 tỷ","Đường Tân Quý, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",4 phòng,4 WC,3,N/A,Đông Nam,Sổ hồng
"1,75 tỷ","Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","30 m² (5,0x6,0)",2 phòng,2 WC,N/A,Tây,Tây,Sổ hồng
"10,5 tỷ","Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, TP.HCM","Nhà hẻm, ngõ","150 m² (7,0x25,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
14 tỷ,"186, Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",N/A,N/A,4,Tây Nam,Tây Nam,Sổ hồng
17 tỷ,"Đường Lê Thiệt, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",6 phòng,6 WC,3,N/A,N/A,Sổ hồng
