Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
33 tỷ,"558, Đường Minh Phụng, Phường 9, Quận 11, TP.HCM",Nhà mặt tiền,"121,5 m² (9,1x13,4)",N/A,N/A,4,Tây,Tây,Sổ hồng
"15,3 tỷ","Đường Âu Cơ, Phường 14, Quận 11, TP.HCM",Nhà mặt tiền,"96 m² (7,0x15,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,95 tỷ","Đường Âu Cơ, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","35 m² (3,5x10,0)",3 phòng,N/A,3,N/A,Đông Bắc,Sổ đỏ
"5,3 tỷ","Đường Lạc Long Quân, Phường 9, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"8,7 tỷ","Đường Lạc Long Quân, Phường 10, Quận 11, TP.HCM","Nhà hẻm, ngõ","60 m² (4,2x15,5)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
14 tỷ,"Đường Cư Xá Lữ Gia, Phường 15, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"6,5 tỷ","341/114D, Đường Lạc Long Quân, Phường 5, Quận 11, TP.HCM","Nhà hẻm, ngõ","27 m² (3,0x9,0)",2 phòng,2 WC,2,N/A,N/A,Sổ đỏ
"2,85 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ","25 m² (3,0x8,5)",2 phòng,N/A,N/A,N/A,Tây Bắc,Sổ hồng
"2,55 tỷ","Đường Tôn Thất Hiệp, Phường 11, Quận 11, TP.HCM","Nhà hẻm, ngõ",52 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"13,5 tỷ","Đường Cư Xá Lữ Gia, Phường 15, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2,5 tỷ","Đường Trịnh Đình Trọng, Phường 5, Quận 11, TP.HCM","Nhà hẻm, ngõ","49,5 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
65 triệu,"309, Đường Lê Đại Hành, Phường 11, Quận 11, TP.HCM",Nhà mặt tiền,"150 m² (5,0x30,0)",6 phòng,8 WC,6,N/A,Đông Bắc,Sổ hồng
"12,8 tỷ","Đường Minh Phụng, Phường 2, Quận 11, TP.HCM",Nhà mặt tiền,"52 m² (3,5x16,5)",6 phòng,5 WC,3,Đông,Đông,Sổ hồng
11 tỷ,"Đường Âu Cơ, Phường 14, Quận 11, TP.HCM",Nhà mặt tiền,"50 m² (4,0x13,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
"7,2 tỷ","Đường Dương Đình Nghệ, Phường 8, Quận 11, TP.HCM","Nhà hẻm, ngõ","48,5 m² (5,0x10,0)",3 phòng,4 WC,3,N/A,N/A,Sổ đỏ
"10,7 tỷ","Đường Bình Thới, Phường 11, Quận 11, TP.HCM","Nhà hẻm, ngõ","51 m² (4,1x12,6)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
9 tỷ,"Đường 3 Tháng 2, Phường 12, Quận 11, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"13,5 tỷ","78, Đường Lạc Long Quân, Phường 5, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"15,9 tỷ","Đường Ông Ích Khiêm, Phường 5, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
910 triệu,"Đường Thái Phiên, Phường 8, Quận 11, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
"9,8 tỷ","Đường Lạc Long Quân, Phường 5, Quận 11, TP.HCM",Nhà mặt tiền,"43,5 m² (4,0x12,0)",3 phòng,4 WC,5,Đông Bắc,Đông Bắc,Sổ hồng
"6,3 tỷ","Đường Hồng Bàng, Phường 1, Quận 11, TP.HCM","Nhà hẻm, ngõ","67 m² (4,3x16,2)",5 phòng,5 WC,N/A,N/A,Đông Nam,Sổ hồng
"2,9 tỷ","Đường Hòa Bình, Phường 3, Quận 11, TP.HCM",Nhà mặt tiền,"65 m² (5,0x13,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
14 tỷ,"Đường Nguyễn Thị Nhỏ, Phường 14, Quận 11, TP.HCM",Nhà mặt tiền,"105 m² (6,0x15,0)",11 phòng,11 WC,3,N/A,N/A,Sổ hồng
"2,38 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"9,6 tỷ","Đường Hàn Hải Nguyên, Phường 2, Quận 11, TP.HCM",Nhà mặt tiền,"37,9 m² (3,3x11,1)",2 phòng,1 WC,1,N/A,Bắc,Sổ hồng
"3,3 tỷ","Đường Âu Cơ, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ",40 m²,2 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"1,08 tỷ","Đường Lãnh Binh Thăng, Phường 13, Quận 11, TP.HCM","Nhà hẻm, ngõ","58 m² (4,5x13,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"2,45 tỷ","Đường Lê Đại Hành, Phường 11, Quận 11, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,15 tỷ","Đường Ông Ích Khiêm, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",5 phòng,3 WC,3,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường Hòa Bình, Phường 5, Quận 11, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,3)",6 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
7 tỷ,"Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ","52,2 m² (4,5x14,9)",1 phòng,1 WC,1,N/A,Bắc,Sổ hồng
"3,6 tỷ","1/, Đường Lê Thị Bạch Cát, Phường 11, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"2,75 tỷ","Đường Tuệ Tĩnh, Phường 12, Quận 11, TP.HCM","Nhà hẻm, ngõ","60 m² (4,5x13,5)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"8,89 tỷ","Đường Bình Thới, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"3,25 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ","19,1 m² (3,2x7,0)",2 phòng,2 WC,N/A,N/A,Tây,Sổ hồng
7 tỷ,"80/30A, Đường Lãnh Binh Thăng, Phường 13, Quận 11, TP.HCM","Nhà hẻm, ngõ","36 m² (3,6x11,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"10,69 tỷ","Đường Bình Thới, Phường 11, Quận 11, TP.HCM","Nhà hẻm, ngõ","51 m² (4,0x13,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"5,38 tỷ","Đường 100 Bình Thới, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","55,2 m² (4,9x12,5)",2 phòng,2 WC,N/A,Đông Nam,Đông Nam,Sổ hồng
"1,85 tỷ","Đường Lạc Long Quân, Phường 10, Quận 11, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
110 tỷ,"299, Đường Lý Thường Kiệt, Phường 15, Quận 11, TP.HCM",Nhà mặt tiền,"581 m² (23,0x26,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"16,5 tỷ","139A, Đường Thuận Kiều, Phường 7, Quận 11, TP.HCM",Nhà mặt tiền,"38,2 m² (3,9x11,1)",4 phòng,3 WC,5,Đông,Đông,Sổ hồng
"6,8 tỷ","Đường Thái Phiên, Phường 8, Quận 11, TP.HCM","Nhà hẻm, ngõ","35 m² (3,5x10,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
"8,3 tỷ","Đường Âu Cơ, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","63 m² (6,0x11,2)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"6,25 tỷ","28, Đường 702, Phường 1, Quận 11, TP.HCM",Nhà mặt tiền,37 m²,N/A,N/A,2,Tây,Tây,Sổ hồng
"2,6 tỷ","Đường Minh Phụng, Phường 10, Quận 11, TP.HCM","Nhà hẻm, ngõ",64 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"11,9 tỷ","Đường Phan Xích Long, Phường 16, Quận 11, TP.HCM",Nhà mặt tiền,"45 m² (4,1x11,0)",3 phòng,2 WC,2,N/A,Tây Bắc,Sổ hồng
"7,9 tỷ","Đường Bình Thới, Phường 11, Quận 11, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",3 phòng,4 WC,N/A,Tây,Tây,Sổ hồng
"14,4 tỷ","Đường Lê Đại Hành, Phường 11, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"10,2 tỷ","Đường Thái Phiên, Phường 2, Quận 11, TP.HCM",Nhà mặt tiền,"39,5 m² (3,2x12,4)",4 phòng,2 WC,N/A,N/A,Đông,Sổ hồng
13 tỷ,"Đường Lạc Long Quân, Phường 5, Quận 11, TP.HCM",Nhà mặt tiền,"49 m² (4,1x13,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
8 tỷ,"Đường Trần Quý, Phường 4, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"9,85 tỷ","Đường Lữ Gia, Phường 15, Quận 11, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
22 tỷ,"Đường Lạc Long Quân, Phường 10, Quận 11, TP.HCM",Nhà mặt tiền,"91 m² (4,0x23,2)",N/A,N/A,N/A,Tây,Tây,Sổ hồng
"4,55 tỷ","Đường Tân Phước, Phường 7, Quận 11, TP.HCM","Nhà hẻm, ngõ",60 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Nguyễn Chí Thanh, Phường 4, Quận 11, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
37 tỷ,"152A, Đường Bình Thới, Phường 14, Quận 11, TP.HCM",Nhà mặt tiền,"148,8 m²",7 phòng,7 WC,4,N/A,N/A,Sổ hồng
"5,8 tỷ","Đường Nguyễn Chí Thanh, Phường 9, Quận 11, TP.HCM","Nhà hẻm, ngõ",43 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"18,5 tỷ","541, Đường Bình Thới, Phường 10, Quận 11, TP.HCM",Nhà mặt tiền,"51,5 m² (3,8x16,6)",8 phòng,8 WC,5,Tây Bắc,Tây Bắc,Sổ hồng
3 tỷ,"Đường Lý Nam Đế, Phường 7, Quận 11, TP.HCM","Nhà hẻm, ngõ","50,1 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,3 tỷ","Đường Hòa Bình, Phường 5, Quận 11, TP.HCM","Nhà hẻm, ngõ","57,8 m² (4,0x15,0)",6 phòng,5 WC,N/A,N/A,Đông Bắc,Sổ hồng
"12,5 tỷ","367, Đường Minh Phụng, Phường 2, Quận 11, TP.HCM",Nhà mặt tiền,"50,2 m² (3,3x16,5)",N/A,N/A,4,Đông,Đông,Sổ hồng
"8,9 tỷ","Đường Âu Cơ, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ",100 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường 3 Tháng 2, Phường 2, Quận 11, TP.HCM","Nhà hẻm, ngõ","50 m² (3,8x13,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Cư Xá Lữ Gia, Phường 15, Quận 11, TP.HCM",Nhà mặt tiền,"56 m² (4,0x16,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"16,5 tỷ","5, Đường Lãnh Binh Thăng, Phường 13, Quận 11, TP.HCM",Nhà mặt tiền,"68 m² (4,7x15,0)",7 phòng,9 WC,5,N/A,N/A,Sổ hồng
12 tỷ,"45, Đường Phan Xích Long, Phường 16, Quận 11, TP.HCM",Nhà mặt tiền,"40,2 m² (3,7x15,0)",3 phòng,2 WC,2,Đông,Đông,Sổ đỏ
"2,89 tỷ","Đường Lý Nam Đế, Phường 7, Quận 11, TP.HCM","Nhà hẻm, ngõ",58 m²,3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
16 tỷ,"248, Đường Hàn Hải Nguyên, Phường 9, Quận 11, TP.HCM",Nhà mặt tiền,"40 m² (4,0x12,0)",4 phòng,2 WC,3,N/A,N/A,Sổ hồng
"7,3 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ","53,3 m² (3,9x13,0)",5 phòng,4 WC,4,N/A,Bắc,Sổ hồng
"5,6 tỷ","1/, Đường Lý Nam Đế, Phường 7, Quận 11, TP.HCM","Nhà hẻm, ngõ","27 m² (3,0x9,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Bình Thới, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","90 m² (4,7x20,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
12 tỷ,"Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM",Nhà mặt tiền,"92 m² (4,7x21,0)",2 phòng,2 WC,2,N/A,N/A,Sổ đỏ
"12,8 tỷ","Đường Minh Phụng, Phường 2, Quận 11, TP.HCM",Nhà mặt tiền,50 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
139 tỷ,"Đường Cư Xá Lữ Gia, Phường 15, Quận 11, TP.HCM","Biệt thự, Villa","256,5 m² (14,0x26,0)",10 phòng,10 WC,5,N/A,Bắc,Sổ hồng
"5,95 tỷ","Đường 3 Tháng 2, Phường 12, Quận 11, TP.HCM","Nhà hẻm, ngõ","48,8 m² (4,5x11,0)",2 phòng,2 WC,2,N/A,Đông,Sổ hồng
970 triệu,"Đường Bình Thới, Phường 11, Quận 11, TP.HCM","Nhà hẻm, ngõ",63 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Dương Đình Nghệ, Phường 8, Quận 11, TP.HCM","Nhà hẻm, ngõ","37 m² (3,5x10,5)",5 phòng,4 WC,4,N/A,N/A,Giấy tờ hợp lệ
19 tỷ,"Đường Bình Thới, Phường 11, Quận 11, TP.HCM",Nhà mặt tiền,"74 m² (3,8x20,0)",6 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"3,88 tỷ","Đường Trần Quý, Phường 4, Quận 11, TP.HCM","Nhà hẻm, ngõ","22 m² (3,6x6,0)",3 phòng,3 WC,N/A,Nam,Nam,Sổ hồng
35 tỷ,"Đường Bình Thới, Phường 8, Quận 11, TP.HCM",Nhà mặt tiền,"162 m² (9,0x18,0)",5 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
35 tỷ,"1168, Đường 3 Tháng 2, Phường 12, Quận 11, TP.HCM",Nhà mặt tiền,"83,4 m² (7,0x18,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
14 tỷ,"Đường Lạc Long Quân, Phường 5, Quận 11, TP.HCM",Nhà mặt tiền,"50 m² (4,1x13,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"3,3 tỷ","Đường Lê Đại Hành, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ",37 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,1 tỷ","Đường Lạc Long Quân, Phường 5, Quận 11, TP.HCM","Nhà hẻm, ngõ","80 m² (7,0x12,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"6,7 tỷ","Đường Lãnh Binh Thăng, Phường 13, Quận 11, TP.HCM","Nhà hẻm, ngõ",36 m²,4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ","140 m² (8,0x17,0)",8 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"1,8 tỷ","322/21/14 Minh Phụng, Đường Minh Phụng, Phường 2, Quận 11, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,0)",3 phòng,2 WC,1,Đông Bắc,Đông Bắc,Hợp đồng mua bán
75 tỷ,"1215, Đường 3 Tháng 2, Phường 6, Quận 11, TP.HCM",Nhà mặt tiền,"91,5 m² (8,0x16,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"9,2 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ","40,2 m² (4,0x10,5)",5 phòng,6 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
37 tỷ,"Đường Lê Đại Hành, Phường 11, Quận 11, TP.HCM",Nhà mặt tiền,"224 m² (8,0x28,0)",9 phòng,9 WC,N/A,N/A,N/A,Sổ hồng
"8,99 tỷ","Đường Bình Thới, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ",100 m²,3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"10,7 tỷ","Đường Hòa Bình, Phường 5, Quận 11, TP.HCM","Nhà hẻm, ngõ","88,6 m² (4,2x22,0)",4 phòng,6 WC,5,Tây Bắc,Tây Bắc,Sổ hồng
10 tỷ,"Đường Lãnh Binh Thăng, Phường 11, Quận 11, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"8,8 tỷ","Đường Lạc Long Quân, Phường 10, Quận 11, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,2)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"8,2 tỷ","Đường Hồng Bàng, Phường 1, Quận 11, TP.HCM",Nhà mặt tiền,"49,5 m² (3,4x15,0)",4 phòng,3 WC,N/A,Đông,Đông,Sổ hồng
"6,75 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ","49,6 m² (3,8x13,1)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"14,5 tỷ","Đường Cư Xá Lữ Gia, Phường 15, Quận 11, TP.HCM",Nhà mặt tiền,"54,4 m² (4,0x14,0)",3 phòng,3 WC,3,N/A,Tây Nam,Sổ hồng
"3,28 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM","Nhà hẻm, ngõ",45 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"6,65 tỷ","Đường Lê Đại Hành, Phường 13, Quận 11, TP.HCM","Nhà hẻm, ngõ",42 m²,3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"14,7 tỷ","Đường Ông Ích Khiêm, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","96 m² (5,6x17,2)",6 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"21,9 tỷ","Đường Lạc Long Quân, Phường 3, Quận 11, TP.HCM",Nhà mặt tiền,"153 m² (9,0x17,0)",5 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,18 tỷ","Đường Phó Cơ Điều, Phường 7, Quận 11, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"12,5 tỷ","Đường Cư Xá Lữ Gia, Phường 15, Quận 11, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",4 phòng,5 WC,3,N/A,N/A,Giấy tờ hợp lệ
"12,2 tỷ","Đường Lạc Long Quân, Phường 5, Quận 11, TP.HCM",Nhà mặt tiền,"48,6 m² (4,0x12,5)",2 phòng,1 WC,1,N/A,N/A,Sổ hồng
"3,78 tỷ","Đường Âu Cơ, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","24 m² (5,0x5,0)",2 phòng,2 WC,2,N/A,Tây,Sổ hồng
"7,9 tỷ","145, Đường Lãnh Binh Thăng, Phường 8, Quận 11, TP.HCM",Nhà mặt tiền,"36 m² (3,6x10,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
45 tỷ,"403C, Đường Lê Đại Hành, Phường 11, Quận 11, TP.HCM",Nhà mặt tiền,"144 m² (9,1x15,0)",6 phòng,7 WC,6,N/A,N/A,Sổ hồng
"18,5 tỷ","287, Đường Minh Phụng, Phường 2, Quận 11, TP.HCM",Nhà mặt tiền,55 m²,9 phòng,9 WC,6,Đông,Đông,Sổ hồng
"13,8 tỷ","173, Đường Hàn Hải Nguyên, Phường 2, Quận 11, TP.HCM",Nhà mặt tiền,"39,7 m² (3,4x11,4)",5 phòng,4 WC,5,Đông,Đông,Sổ hồng
17 tỷ,"Đường Bình Thới, Phường 10, Quận 11, TP.HCM",Nhà mặt tiền,"80 m² (4,0x21,0)",N/A,N/A,N/A,N/A,Tây Bắc,Sổ hồng
"12,4 tỷ","Đường Bình Thới, Phường 9, Quận 11, TP.HCM","Nhà hẻm, ngõ","81 m² (5,5x18,0)",7 phòng,7 WC,5,N/A,N/A,Sổ hồng
45 tỷ,"Đường Nguyễn Chí Thanh, Phường 7, Quận 11, TP.HCM",Nhà mặt tiền,"84 m² (4,2x20,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"2,65 tỷ","Đường Nguyễn Chí Thanh, Phường 16, Quận 11, TP.HCM","Nhà hẻm, ngõ","25 m² (3,5x7,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"5,6 tỷ","Đường Lý Nam Đế, Phường 7, Quận 11, TP.HCM","Nhà hẻm, ngõ","30 m² (3,0x10,0)",4 phòng,4 WC,5,N/A,N/A,Sổ hồng
"2,6 tỷ","Đường Thái Phiên, Phường 9, Quận 11, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"4,3 tỷ","99/130i, Đường Lý Nam Đế, Phường 7, Quận 11, TP.HCM","Nhà hẻm, ngõ","26,2 m² (3,2x8,5)",2 phòng,1 WC,1,N/A,N/A,Sổ hồng
13 tỷ,"Đường Xóm Đất, Phường 9, Quận 11, TP.HCM",Nhà mặt tiền,"36,7 m² (4,3x11,0)",2 phòng,1 WC,1,N/A,Nam,Sổ hồng
"2,05 tỷ","Đường Minh Phụng, Phường 2, Quận 11, TP.HCM","Nhà hẻm, ngõ",33 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,05 tỷ","Đường Lò Siêu, Phường 16, Quận 11, TP.HCM","Nhà hẻm, ngõ","28,8 m² (3,6x8,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
"1,19 tỷ","Đường Ông Ích Khiêm, Phường 14, Quận 11, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,3)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"7,5 tỷ","124/50, Đường Xóm Đất, Phường 8, Quận 11, TP.HCM","Nhà hẻm, ngõ","28 m² (4,0x8,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"13,5 tỷ","Đường Lê Đại Hành, Phường 13, Quận 11, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"8,3 tỷ","Đường Hòa Bình, Phường 5, Quận 11, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,3)",5 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"13,5 tỷ","Đường Bình Thới, Phường 8, Quận 11, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",6 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
