Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"8,6 tỷ","Đường số 6, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"77 m² (4,3x17,9)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
64 tỷ,"40, Đường 40, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"268,6 m² (12,8x22,0)",N/A,N/A,6,Tây Nam,Tây Nam,Sổ hồng
"3,1 tỷ","Đường số 8, Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",117 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
5 tỷ,"Đường 9, Phường Bình Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,43 m²,2 phòng,2 WC,1,N/A,Đông Bắc,Sổ hồng
"3,5 tỷ","Đường Kha Vạn Cân, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"45,2 m² (6,0x8,5)",2 phòng,1 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
"7,5 tỷ","Đường 37, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","64 m² (4,5x14,5)",2 phòng,2 WC,N/A,Đông Bắc,Đông Bắc,Sổ hồng
28 tỷ,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"143,5 m² (7,0x20,5)",N/A,N/A,4,N/A,N/A,Sổ hồng
"3,1 tỷ","Đường Kha Vạn Cân, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","106,4 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,32 tỷ","Đường KDC Sông Đà, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",66 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,3 tỷ","22/5/4/2, Đường 26, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","39,2 m² (5,0x8,0)",2 phòng,2 WC,2,N/A,Đông Bắc,Sổ hồng
"2,9 tỷ","Đường Kha Vạn Cân, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường 48, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"85 m² (4,0x21,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường số 8, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"89 m² (5,1x18,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
950 triệu,"Đường 19, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",60 m²,3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường 11, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",63 m²,2 phòng,1 WC,1,N/A,Đông Nam,Sổ hồng
"3,5 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",4 phòng,5 WC,5,N/A,N/A,Sổ hồng
"2,78 tỷ","Đường 24, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"3,05 tỷ","Đường Ngô Chí Quốc, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,64 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
6 tỷ,"Đường Linh Đông, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","167 m² (9,0x18,0)",3 phòng,1 WC,1,N/A,N/A,Sổ hồng
"1,25 tỷ","B20.01, Đường Chu Mạnh Trinh, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"8.000 m² (5,0x8,0)",1 phòng,1 WC,23,Đông Bắc,Đông Bắc,Sổ hồng
"4,3 tỷ","Đường 48, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,2 WC,N/A,N/A,Bắc,Sổ hồng
"9,6 tỷ","Đường 27, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","90 m² (4,5x20,0)",N/A,N/A,4,N/A,N/A,Sổ hồng
"3,25 tỷ","Đường số 5, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x10,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường 24, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",101 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,85 tỷ","Đường Linh Đông, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,62 m²,4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"9,8 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","160 m² (7,0x25,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,25 tỷ","Đường Hoàng Diệu 2, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",61 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,35 tỷ","Đường Thống Nhất, Phường Bình Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Biệt thự, Villa",72 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
4 tỷ,"Đường Ngô Chí Quốc, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",52 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Đinh Thị Thi, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","54 m² (4,0x14,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,38 tỷ","Đường Kha Vạn Cân, Phường Linh Tây, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường Hiệp Bình, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x10,0)",2 phòng,2 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
"2,69 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",2 phòng,3 WC,2,N/A,N/A,Sổ hồng
"5,7 tỷ","Đường số 17, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"112 m² (6,0x23,0)",3 phòng,3 WC,3,Tây Nam,Tây Nam,Sổ hồng
"3,85 tỷ","Đường 18, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","80 m² (5,0x16,0)",3 phòng,4 WC,4,N/A,N/A,Sổ hồng
62 tỷ,"344, Đường Võ Văn Ngân, Phường Bình Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"231,4 m² (6,0x42,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
3 tỷ,"28/4, Đường 10, Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","374 m² (11,2x33,3)",N/A,N/A,N/A,N/A,Đông Bắc,Sổ hồng
"4,3 tỷ","Đường số 4, Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"2,53 tỷ","Đường 47, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",4 phòng,5 WC,3,N/A,N/A,Sổ hồng
"7,1 tỷ","Đường Đặng Văn Bi, Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","75 m² (4,2x18,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
"2,99 tỷ","237, Đường Quốc Lộ 1A, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"40 m² (4,0x10,0)",4 phòng,3 WC,3,N/A,Đông Nam,Sổ hồng
"6,2 tỷ","Đường 48, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",61 m²,N/A,N/A,3,N/A,N/A,Sổ hồng
57 tỷ,"Đường số 2, Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Biệt thự, Villa","800 m² (19,0x38,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"2,69 tỷ","Đường 18, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
8 tỷ,"Đường Phạm Văn Đồng, Phường Linh Tây, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"185 m² (20,0x9,3)",N/A,N/A,4,N/A,Đông Nam,Sổ hồng
"2,74 tỷ","Đường số 10, Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
"4,65 tỷ","Đường Tam Châu, Phường Tam Bình, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",80 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,85 tỷ","Đường 27, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","84 m² (5,1x12,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"4,29 tỷ","Đường Hiệp Bình, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
3 tỷ,"Đường 2, Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",38 m²,2 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường 48, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","52,2 m² (4,0x13,1)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"3,26 tỷ","Đường 48, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"3,45 tỷ","Đường Ngô Chí Quốc, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",56 m²,2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"3,8 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,39 tỷ","Đường Hiệp Bình, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x14,6)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"3,75 tỷ","Đường 49, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","46 m² (3,5x13,2)",3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường số 6, Phường Linh Tây, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","90 m² (4,5x20,0)",2 phòng,1 WC,1,N/A,Tây,Sổ hồng
"18,5 tỷ","Đường 22, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","228 m² (10,0x20,0)",16 phòng,17 WC,N/A,N/A,N/A,Sổ hồng
"2,6 tỷ","Đường Hữu Nghị, Phường Bình Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",52 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,6 tỷ","56/15, Đường Bình Chiểu, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","84 m² (5,0x16,0)",N/A,N/A,N/A,N/A,Đông Nam,Sổ hồng
"2,99 tỷ","Đường 18, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"20,5 tỷ","Đường Hoàng Diệu 2, Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"230 m² (10,0x23,0)",5 phòng,4 WC,1,N/A,N/A,Sổ hồng
17 tỷ,"520/71, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","214 m² (7,5x28,0)",32 phòng,32 WC,4,N/A,N/A,Sổ hồng
45 tỷ,"Đường số 2, Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"725 m² (5,0x145,0)",1 phòng,1 WC,N/A,Đông,Đông Bắc,Sổ hồng
"14,5 tỷ","99/2/7, Đường 10, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","120 m² (6,0x20,0)",6 phòng,7 WC,4,Đông Nam,Đông Nam,Sổ hồng
"15,5 tỷ","99/2/7, Đường 10, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","120 m² (6,0x20,0)",6 phòng,7 WC,4,Đông Nam,Đông Nam,Sổ hồng
"3,3 tỷ","Đường Hẻm 210, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","41 m² (4,2x10,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"2,8 tỷ","Đường số 5, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",80 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"10,8 tỷ","Đường 23, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","220 m² (8,0x28,0)",8 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"2,1 tỷ","Đường 47, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,58 m²,3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"2,56 tỷ","Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"1,21 tỷ","Đường 20, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"67 m² (5,0x13,7)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,55 tỷ","Đường 19, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","53 m² (4,0x13,2)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"8,3 tỷ","Đường Hoàng Diệu 2, Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"93 m² (5,3x17,5)",N/A,N/A,1,N/A,N/A,Sổ hồng
6 tỷ,"Đường 30, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"2,99 tỷ","Đường số 6, Phường Linh Tây, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
13 tỷ,"357, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"178 m² (6,2x23,4)",N/A,N/A,1,N/A,N/A,Sổ hồng
6 tỷ,"Đường 35, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","116 m² (13,0x9,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"9,9 tỷ","686/32, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","350 m² (12,0x40,0)",3 phòng,3 WC,N/A,N/A,Tây,Sổ hồng
"6,5 tỷ","Đường 12, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","68 m² (4,0x17,0)",4 phòng,5 WC,N/A,N/A,Đông Bắc,Sổ hồng
"9,5 tỷ","Đường số 7, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Biệt thự, Villa","140 m² (6,5x21,5)",4 phòng,5 WC,2,N/A,N/A,Sổ hồng
"5,5 tỷ","27, Đường 14, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,50 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"4,5 tỷ","Đường 24, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","101 m² (5,8x13,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"4,9 tỷ","Đường 22, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","65 m² (4,3x14,0)",3 phòng,4 WC,3,N/A,N/A,Sổ hồng
"6,8 tỷ","Đường Lê Thị Hoa, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","108 m² (7,3x15,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
20 tỷ,"Đường số 6m, Phường Linh Trung, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","122 m² (6,0x22,0)",30 phòng,31 WC,6,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường 48, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",92 m²,3 phòng,N/A,4,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường 11, Phường Linh Xuân, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",70 m²,3 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
6 tỷ,"Đường 22, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","55 m² (4,2x13,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường 22, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",64 m²,5 phòng,6 WC,4,N/A,N/A,Sổ hồng
"6,2 tỷ","23/26X, Đường 12, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","75 m² (4,0x17,5)",4 phòng,5 WC,N/A,Đông Bắc,Đông Bắc,Sổ đỏ
"2,53 tỷ","Đường 22, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",68 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,99 tỷ","Đường 22, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",60 m²,4 phòng,3 WC,4,N/A,N/A,Sổ hồng
"3,15 tỷ","Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
42 tỷ,"Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"570 m² (17,0x35,0)",N/A,N/A,1,N/A,N/A,Sổ hồng
"8,2 tỷ","Đường 22, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",82 m²,2 phòng,2 WC,2,N/A,Nam,Sổ hồng
"6,5 tỷ","14/17, Đường số 4, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",2 phòng,2 WC,3,Đông Nam,Đông Nam,Sổ hồng
"4,7 tỷ","Đường Tô Ngọc Vân, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","55 m² (4,1x13,4)",3 phòng,3 WC,4,N/A,N/A,Sổ hồng
"2,95 tỷ","Đường Hiệp Bình, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
40 tỷ,"Đường 17, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Biệt thự, Villa","400 m² (17,0x23,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
"3,2 tỷ","Đường 20, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"1,05 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",60 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"4,55 tỷ","Đường 23, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"60 m² (5,0x12,0)",5 phòng,6 WC,5,N/A,N/A,Sổ hồng
10 tỷ,"Đường Hoàng Diệu 2, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,5 WC,4,N/A,Đông Bắc,Sổ hồng
"8,5 tỷ","Đường 18, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",153 m²,4 phòng,2 WC,2,N/A,N/A,Sổ hồng
3 tỷ,"Đường Hiệp Bình, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",70 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,82 tỷ","Đường Kha Vạn Cân, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","44 m² (4,0x11,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"9,5 tỷ","Đường số 5, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",115 m²,1 phòng,1 WC,2,N/A,N/A,Sổ hồng
26 tỷ,"Đường 10, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"200 m² (10,0x20,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"7,5 tỷ","606, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x16,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"9,8 tỷ","Đường 41, Phường Linh Đông, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","170 m² (8,2x21,0)",3 phòng,2 WC,2,N/A,Đông Bắc,Sổ hồng
"8,2 tỷ","Đường số 9, Phường Linh Tây, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","118 m² (9,7x12,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,3 tỷ","Đường Võ Văn Ngân, Phường Linh Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ",87 m²,3 phòng,3 WC,1,N/A,Nam,Sổ hồng
75 tỷ,"15/1, Đường Lê Quý Đôn, Phường Bình Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Biệt thự, Villa","715,9 m² (15,0x12,0)",4 phòng,5 WC,2,Tây Bắc,Tây Bắc,Sổ hồng
"5,5 tỷ","Đường 11, Phường Bình Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","46,7 m² (3,9x18,5)",2 phòng,2 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"9,2 tỷ","Đường số 4, Phường Trường Thọ, TP. Thủ Đức - Quận Thủ Đức, TP.HCM","Nhà hẻm, ngõ","110 m² (5,0x22,0)",4 phòng,4 WC,2,N/A,Đông Bắc,Sổ hồng
"6,9 tỷ","Đường Quốc Lộ 13, Phường Hiệp Bình Chánh, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"50 m² (4,0x12,5)",4 phòng,3 WC,3,N/A,Tây Bắc,Sổ hồng
"15,8 tỷ","Đường Tỉnh Lộ 43, Phường Bình Chiểu, TP. Thủ Đức - Quận Thủ Đức, TP.HCM",Nhà mặt tiền,"362 m² (8,0x40,0)",20 phòng,20 WC,1,N/A,N/A,Sổ hồng
