Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"14,8 tỷ","Đường Lê Tuấn Mậu, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"100 m² (4,0x25,0)",4 phòng,4 WC,N/A,N/A,Tây Nam,Sổ hồng
10 tỷ,"Đường Cư xá Phú Lâm A, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
13 tỷ,"Đường 32, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"93 m² (5,0x18,5)",4 phòng,3 WC,N/A,Nam,Nam,Sổ hồng
"8,8 tỷ","Đường số 10, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","56 m² (5,0x11,5)",4 phòng,5 WC,N/A,N/A,Bắc,Sổ hồng
"14,6 tỷ","Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"60 m² (3,7x22,5)",5 phòng,5 WC,6,N/A,Bắc,Sổ hồng
21 tỷ,"Đường 26, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"110 m² (4,4x25,0)",4 phòng,3 WC,N/A,Nam,Nam,Sổ hồng
"7,3 tỷ","Đường Nguyễn Văn Luông, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",7 phòng,7 WC,5,N/A,Tây Nam,Sổ hồng
44 tỷ,"Đường 26, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"250 m² (10,0x22,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"13,2 tỷ","Đường Bình Phú, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"75,8 m² (4,0x21,0)",6 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"23,5 tỷ","Đường số 23, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"124 m² (4,0x31,0)",7 phòng,8 WC,5,N/A,Tây,Sổ hồng
18 tỷ,"Đường HỒNG BÀNG, Phường 9, Quận 6, TP.HCM",Nhà mặt tiền,"71 m² (4,0x18,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
9 tỷ,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"60 m² (4,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
21 tỷ,"Đường 23, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"132 m² (3,0x33,0)",7 phòng,7 WC,N/A,N/A,Tây,Sổ hồng
"11,9 tỷ","Đường 28, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"76 m² (4,0x19,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","Đường Hồng Bàng, Phường 6, Quận 6, TP.HCM","Nhà hẻm, ngõ","38 m² (3,6x11,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"6,44 tỷ","Đường Cư xá Phú Lâm A, Phường 12, Quận 6, TP.HCM",Nhà mặt tiền,"64,6 m² (4,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"14,9 tỷ","Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"60 m² (3,7x22,5)",6 phòng,7 WC,N/A,Bắc,Bắc,Sổ hồng
"10,49 tỷ","Đường Vành Đai, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",5 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
54 tỷ,"Đường Bình Phú, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"280 m² (15,0x18,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"9,49 tỷ","22, Đường 57, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"64 m² (4,0x16,0)",6 phòng,6 WC,N/A,N/A,N/A,Sổ đỏ
10 tỷ,"Đường Bình Phú, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",4 phòng,3 WC,N/A,Đông,Đông,Sổ hồng
6 tỷ,"Đường Nguyễn Thị Nhỏ, Phường 2, Quận 6, TP.HCM",Nhà mặt tiền,"19,3 m² (2,9x14,0)",2 phòng,1 WC,1,N/A,Đông,Sổ hồng
"14,4 tỷ","19, Đường Mai Xuân Thưởng, Phường 3, Quận 6, TP.HCM",Nhà mặt tiền,"74,6 m² (4,0x18,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
12 tỷ,"Đường Bình Phú 1, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",4 phòng,3 WC,N/A,Bắc,N/A,Sổ hồng
6 tỷ,"Đường Minh Phụng, Phường 5, Quận 6, TP.HCM","Nhà hẻm, ngõ","85,9 m² (3,5x20,5)",3 phòng,3 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
"8,85 tỷ","Đường 42, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"64 m² (4,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,9 tỷ","46, Đường 46, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"64 m² (4,0x16,0)",6 phòng,5 WC,4,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường 40, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường An Dương Vương, Phường 10, Quận 6, TP.HCM","Nhà hẻm, ngõ","59,2 m² (3,7x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,3 tỷ","151/32/2, Đường Mai Xuân Thưởng, Phường 4, Quận 6, TP.HCM","Nhà hẻm, ngõ","38 m² (3,3x11,2)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"12,9 tỷ","Đường 44, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",4 phòng,4 WC,4,N/A,N/A,Giấy tờ hợp lệ
"5,28 tỷ","Đường Cư xá Phú Lâm A, Phường 12, Quận 6, TP.HCM",Nhà mặt tiền,"42 m² (3,8x11,0)",3 phòng,2 WC,N/A,Bắc,Bắc,Sổ hồng
"4,9 tỷ","69, Đường Văn Thân, Phường 8, Quận 6, TP.HCM","Nhà hẻm, ngõ","58 m² (3,6x16,0)",4 phòng,3 WC,N/A,Tây Nam,Tây Nam,Sổ hồng
"14,5 tỷ","Đường 33, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"56 m² (4,0x14,0)",4 phòng,4 WC,N/A,N/A,Đông Nam,Sổ hồng
"1,8 tỷ","Đường Bà Hom, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","16 m² (4,0x4,0)",2 phòng,1 WC,1,Đông,N/A,Sổ hồng
"2,1 tỷ","Đường Bình Tiên, Phường 8, Quận 6, TP.HCM","Nhà hẻm, ngõ",72 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,5 tỷ","165/20/9B, Đường Nguyễn Văn Luông, Phường 10, Quận 6, TP.HCM","Nhà hẻm, ngõ","43 m² (3,6x12,0)",4 phòng,3 WC,3,Đông,Đông,Sổ hồng
"4,2 tỷ","Đường Phạm Văn Chí, Phường 7, Quận 6, TP.HCM","Nhà hẻm, ngõ",34 m²,2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"5,8 tỷ","131, Đường Kinh Dương Vương, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","48 m² (4,0x12,0)",4 phòng,2 WC,3,Đông Nam,N/A,Sổ hồng
3 tỷ,"Đường Tháp Mười, Phường 2, Quận 6, TP.HCM","Nhà hẻm, ngõ",64 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
13 tỷ,"3x, Đường số 54, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",5 phòng,5 WC,4,Tây Bắc,Tây Bắc,Sổ đỏ
"7,2 tỷ","Đường Hậu Giang, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ",63 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,25 tỷ","Đường Phạm Văn Chí, Phường 3, Quận 6, TP.HCM","Nhà hẻm, ngõ","100 m² (8,0x14,0)",5 phòng,6 WC,3,N/A,N/A,Sổ hồng
"5,95 tỷ","Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"46 m² (4,0x12,0)",3 phòng,N/A,N/A,N/A,N/A,Sổ đỏ
"9,1 tỷ","Đường Hậu Giang, Phường 12, Quận 6, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",5 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"31,5 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"160 m² (8,0x20,0)",4 phòng,4 WC,3,Đông Nam,Đông Nam,Sổ hồng
"2,08 tỷ","Đường Nguyễn Văn Luông, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","48 m² (5,0x9,6)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
24 tỷ,"Đường Tháp Mười, Phường 1, Quận 6, TP.HCM",Nhà mặt tiền,"52 m² (4,0x13,0)",3 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
"13,5 tỷ","Đường Bình Phú 1, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"76 m² (4,0x19,0)",4 phòng,3 WC,5,Nam,Nam,Sổ hồng
"6,5 tỷ","Đường Võ Văn Kiệt, Phường 7, Quận 6, TP.HCM","Nhà hẻm, ngõ","44 m² (4,0x11,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
41 tỷ,"Đường 57, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"216 m² (8,0x27,0)",6 phòng,5 WC,N/A,N/A,N/A,Sổ đỏ
"8,7 tỷ","Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"10,5 tỷ","Đường 21, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ đỏ
"7,75 tỷ","Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"64,5 m²",3 phòng,N/A,N/A,N/A,N/A,Sổ hồng
14 tỷ,"Đường Bình Phú 1, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"87 m² (5,7x15,3)",3 phòng,3 WC,3,N/A,Đông Bắc,Sổ hồng
23 tỷ,"240/45 - 47, Đường Nguyễn Văn Luông, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"255,1 m² (10,5x24,3)",N/A,N/A,1,Tây Nam,Tây Nam,Sổ hồng
"6,5 tỷ","Đường Nguyễn Văn Luông, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","53 m² (4,6x11,4)",7 phòng,7 WC,4,N/A,N/A,Sổ đỏ
16 tỷ,"14, Đường Hoàng Lê Kha, Phường 9, Quận 6, TP.HCM",Nhà mặt tiền,"106 m² (4,7x23,0)",4 phòng,5 WC,N/A,Tây Bắc,Tây Bắc,Sổ hồng
150 triệu,"9, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"7,8 tỷ","Đường Hậu Giang, Phường 11, Quận 6, TP.HCM","Nhà hẻm, ngõ","68 m² (5,5x12,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
25 tỷ,"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"162 m² (9,0x18,0)",3 phòng,2 WC,1,N/A,N/A,Sổ hồng
12 tỷ,"Đường số 6, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"72 m² (4,0x17,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"12,7 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"72 m² (4,5x16,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường 36, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"93 m² (5,5x18,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
"7,3 tỷ","Đường 40, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"8,9 tỷ","Đường 33, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"72 m² (4,0x17,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
10 tỷ,"Đường Vành Đai, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"84 m² (4,0x21,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
14 tỷ,"Đường Hậu Giang, Phường 5, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",5 phòng,5 WC,4,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Bà Hom, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"6,48 tỷ","Đường Phạm Văn Chí, Phường 8, Quận 6, TP.HCM","Nhà hẻm, ngõ","44 m² (4,0x11,0)",4 phòng,3 WC,4,N/A,N/A,Sổ đỏ
"16,5 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
17 tỷ,"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"106 m² (4,0x26,0)",2 phòng,1 WC,N/A,N/A,N/A,Hợp đồng mua bán
"5,35 tỷ","Đường Hậu Giang, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","46 m² (3,0x3,9)",3 phòng,2 WC,N/A,N/A,Bắc,Sổ hồng
10 tỷ,"Đường Bình Phú, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Lê Quang Sung, Phường 6, Quận 6, TP.HCM",Nhà mặt tiền,"45 m² (4,1x10,5)",3 phòng,2 WC,2,N/A,N/A,Đang chờ sổ
14 tỷ,"Đường Hậu Giang, Phường 5, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",5 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"8,8 tỷ","Đường số 10, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","56 m² (4,9x11,5)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,35 tỷ","Đường Lê Quang Sung, Phường 6, Quận 6, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"2,8 tỷ","Đường Hậu Giang, Phường 2, Quận 6, TP.HCM",Nhà mặt tiền,"52,3 m²",2 phòng,3 WC,1,Đông Bắc,Đông Bắc,Sổ hồng
"2,35 tỷ","Đường Bà Lài, Phường 8, Quận 6, TP.HCM","Nhà hẻm, ngõ",44 m²,2 phòng,3 WC,2,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường Cư xá Phú Lâm A, Phường 12, Quận 6, TP.HCM",Nhà mặt tiền,"60 m² (3,7x20,0)",3 phòng,2 WC,N/A,N/A,Nam,Sổ hồng
16 tỷ,"Đường Phan Văn Khỏe, Phường 5, Quận 6, TP.HCM",Nhà mặt tiền,"79 m² (3,7x21,0)",4 phòng,4 WC,N/A,N/A,Nam,Sổ hồng
"14,8 tỷ","Đường Hoàng Lê Kha, Phường 9, Quận 6, TP.HCM",Nhà mặt tiền,"108 m² (4,7x23,0)",5 phòng,4 WC,4,N/A,N/A,Sổ đỏ
"8,6 tỷ","Đường Cư xá Phú Lâm A, Phường 12, Quận 6, TP.HCM",Nhà mặt tiền,"65 m² (3,7x20,0)",3 phòng,2 WC,N/A,Nam,Nam,Sổ hồng
"6,49 tỷ","Đường Phạm Văn Chí, Phường 8, Quận 6, TP.HCM","Nhà hẻm, ngõ","44 m² (4,0x11,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
19 tỷ,"Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",6 phòng,7 WC,N/A,Nam,Nam,Sổ hồng
"8,3 tỷ","Đường Minh Phụng, Phường 9, Quận 6, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",4 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"8,8 tỷ","Đường số 10, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"55 m² (5,0x12,0)",4 phòng,3 WC,N/A,Bắc,Bắc,Sổ hồng
"13,99 tỷ","Đường 26, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,84 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Kinh Dương Vương, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","72 m² (4,0x19,0)",4 phòng,4 WC,4,N/A,N/A,Sổ hồng
35 tỷ,"229-229/1, Đường Bình Phú, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"80 m² (9,2x9,1)",2 phòng,3 WC,4,N/A,N/A,Sổ hồng
"19,49 tỷ","Đường Văn Thân, Phường 8, Quận 6, TP.HCM",Nhà mặt tiền,"149 m² (5,7x28,0)",2 phòng,N/A,N/A,N/A,N/A,Sổ hồng
12 tỷ,"59/14, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"16,5 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"8,6 tỷ","Đường Cư xá Phú Lâm A, Phường 12, Quận 6, TP.HCM",Nhà mặt tiền,"74 m² (3,7x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"8,99 tỷ","Đường Phạm Văn Chí, Phường 3, Quận 6, TP.HCM","Nhà hẻm, ngõ","103 m² (6,0x17,0)",5 phòng,3 WC,2,N/A,N/A,Sổ hồng
"1,43 tỷ","Đường Lê Quang Sung, Phường 6, Quận 6, TP.HCM","Nhà hẻm, ngõ","46 m² (3,0x15,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"13,5 tỷ","Đường Mai Xuân Thưởng, Phường 1, Quận 6, TP.HCM",Nhà mặt tiền,"76 m² (4,0x19,0)",5 phòng,5 WC,3,N/A,N/A,Sổ hồng
"16,35 tỷ","Đường Bến Phú Lâm, Phường 9, Quận 6, TP.HCM",Nhà mặt tiền,"150 m² (6,0x20,0)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
960 triệu,"Đường Hậu Giang, Phường 6, Quận 6, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
12 tỷ,"59/14, Đường Lý Chiêu Hoàng, Phường 10, Quận 6, TP.HCM","Nhà hẻm, ngõ","156 m² (4,7x26,0)",1 phòng,1 WC,2,Tây Bắc,Tây Bắc,Sổ hồng
"13,5 tỷ","Đường Bình Phú 2, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"128 m² (8,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"2,85 tỷ","242, Đường Bà Hom, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","13 m² (3,4x4,0)",2 phòng,3 WC,N/A,Tây,Tây,Sổ hồng
"11,5 tỷ","Đường Cư Xá Phú Lâm D, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"98 m² (4,2x23,0)",4 phòng,3 WC,N/A,Đông,Đông,Sổ hồng
"2,63 tỷ","Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","20 m² (3,3x6,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,59 tỷ","Đường Cao Văn Lầu, Phường 2, Quận 6, TP.HCM","Nhà hẻm, ngõ","43 m² (4,0x10,7)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"5,9 tỷ","Đường Hậu Giang, Phường 11, Quận 6, TP.HCM","Nhà hẻm, ngõ","45 m² (4,5x10,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
14 tỷ,"351/1C, Đường An Dương Vương, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",3 phòng,2 WC,3,Đông,Đông,Sổ hồng
20 tỷ,"Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",5 phòng,6 WC,N/A,N/A,Nam,Sổ hồng
960 triệu,"Đường Hậu Giang, Phường 6, Quận 6, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x10,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"3,7 tỷ","Đường Bà Hom, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ",26 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
17 tỷ,"Đường số 25A, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"114 m² (5,0x23,0)",5 phòng,6 WC,5,N/A,Tây,Sổ hồng
"7,55 tỷ","Đường Kinh Dương Vương, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,"77,9 m² (4,1x19,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"14,5 tỷ","Đường Trần Văn Kiểu, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"76 m² (4,0x19,0)",6 phòng,6 WC,N/A,N/A,Đông,Sổ hồng
"6,5 tỷ","Đường Nguyễn Văn Luông, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","52,4 m² (4,6x11,4)",7 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"5,5 tỷ","Đường số 10, Phường 13, Quận 6, TP.HCM",Nhà mặt tiền,45 m²,N/A,N/A,N/A,N/A,N/A,Giấy tờ hợp lệ
"6,65 tỷ","Đường Hậu Giang, Phường 6, Quận 6, TP.HCM","Nhà hẻm, ngõ","64 m² (4,5x14,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
"5,65 tỷ","Đường Tân Hòa Đông, Phường 14, Quận 6, TP.HCM","Nhà hẻm, ngõ","50 m² (4,0x12,5)",5 phòng,3 WC,4,N/A,N/A,Sổ hồng
12 tỷ,"Đường Nguyễn Văn Luông, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"63,2 m² (4,2x16,0)",4 phòng,3 WC,N/A,Đông,Đông,Sổ hồng
"4,7 tỷ","Đường Nguyễn Văn Luông, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","60 m² (4,4x12,5)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"18,2 tỷ","Đường Hậu Giang, Phường 12, Quận 6, TP.HCM",Nhà mặt tiền,"122 m² (3,9x30,0)",2 phòng,2 WC,N/A,Nam,Nam,Sổ hồng
"5,7 tỷ","Đường Văn Thân, Phường 8, Quận 6, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Trần Văn Kiểu, Phường 1, Quận 6, TP.HCM","Nhà hẻm, ngõ",52 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
930 triệu,"Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM","Nhà hẻm, ngõ","61 m² (4,0x15,3)",3 phòng,2 WC,1,N/A,Đông Nam,Sổ hồng
11 tỷ,"Đường An Dương Vương, Phường 10, Quận 6, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",5 phòng,2 WC,N/A,N/A,N/A,Sổ đỏ
"7,65 tỷ","Đường Kinh Dương Vương, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","72 m² (4,1x19,0)",4 phòng,4 WC,4,Đông,Đông,Sổ hồng
"1,05 tỷ","Đường Lê Quang Sung, Phường 6, Quận 6, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,3 WC,1,N/A,Đông Nam,Sổ hồng
"10,5 tỷ","Đường Lê Quang Sung, Phường 6, Quận 6, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"2,45 tỷ","Đường Mai Xuân Thưởng, Phường 4, Quận 6, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"5,65 tỷ","Đường Hậu Giang, Phường 5, Quận 6, TP.HCM","Nhà hẻm, ngõ","44,8 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,8 tỷ","242, Đường Bà Hom, Phường 13, Quận 6, TP.HCM","Nhà hẻm, ngõ","34 m² (3,4x12,0)",2 phòng,2 WC,2,Tây,Tây,Sổ hồng
24 tỷ,"Đường Tháp Mười, Phường 1, Quận 6, TP.HCM",Nhà mặt tiền,"53 m² (4,0x13,1)",N/A,N/A,N/A,N/A,N/A,Sổ đỏ
"13,2 tỷ","Đường Bình Phú 1, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"75,8 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"11,3 tỷ","Đường Bình Phú 2, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"10,1 tỷ","79G, Đường Cư Xá Phú Lâm D, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"58 m² (4,0x16,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"12,5 tỷ","Đường Trần Văn Kiểu, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"76 m² (4,0x19,0)",5 phòng,N/A,N/A,N/A,N/A,Sổ hồng
"5,68 tỷ","27/23/49, Đường Kinh Dương Vương, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","48 m² (3,6x14,0)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"12,7 tỷ","Đường Chợ Lớn, Phường 11, Quận 6, TP.HCM",Nhà mặt tiền,"73 m² (4,5x16,0)",4 phòng,4 WC,4,N/A,Nam,Sổ hồng
27 tỷ,"Đường Vành Đai, Phường 10, Quận 6, TP.HCM",Nhà mặt tiền,"184 m² (8,0x23,0)",1 phòng,1 WC,2,N/A,Đông,Sổ hồng
"2,4 tỷ","96/3A Bình Tiên P.3 Q.6 TPHCM, Đường Bình Tiên, Phường 3, Quận 6, TP.HCM","Nhà hẻm, ngõ","16 m² (4,0x4,0)",3 phòng,3 WC,4,Bắc,Bắc,Sổ hồng
"6,5 tỷ","Đường Hậu Giang, Phường 12, Quận 6, TP.HCM","Nhà hẻm, ngõ","55 m² (3,6x13,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
"9,7 tỷ","Đường Nguyễn Văn Luông, Phường 10, Quận 6, TP.HCM","Nhà hẻm, ngõ","95 m² (9,5x10,0)",5 phòng,4 WC,5,N/A,N/A,Sổ hồng
