Giá,Địa chỉ,Loại hình nhà ở,Diện tích đất,Số phòng ngủ,Số phòng vệ sinh,Tổng số tầng,Hướng ban công,Hướng cửa chính,Giấy tờ pháp lý
"28,8 tỷ","65, Đường Mai Văn Vĩnh, Phường Tân Kiểng, Quận 7, TP.HCM",Nhà mặt tiền,180 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
19 tỷ,"Quận 7, TP.HCM",Nhà mặt tiền,"110 m² (5,0x22,0)",5 phòng,5 WC,5,N/A,N/A,Sổ hồng
25 tỷ,"Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, TP.HCM",Nhà mặt tiền,"220 m² (5,0x44,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"8,5 tỷ","Đường số 1, Phường Tân Phú, Quận 7, TP.HCM",Nhà mặt tiền,"75 m² (5,0x15,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ đỏ
"1,26 tỷ","Đường Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, TP.HCM",Nhà mặt tiền,"60 m² (4,0x15,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"5,38 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM",Nhà mặt tiền,"45 m² (5,0x9,0)",2 phòng,3 WC,2,N/A,N/A,Sổ hồng
395 triệu,"A103, Đường Phu Thuận, Phường Phú Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"61 m² (7,5x9,0)",2 phòng,2 WC,1,N/A,Đông,Sổ hồng
36 tỷ,"Quận 7, TP.HCM","Biệt thự, Villa","150 m² (7,5x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"15,5 tỷ","Đường 79, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,65 tỷ","Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TP.HCM","Nhà hẻm, ngõ","45 m² (4,0x12,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"14,8 tỷ","Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TP.HCM","Biệt thự, Villa","158 m² (7,0x17,5)",4 phòng,5 WC,3,Đông Nam,Đông Nam,Sổ hồng
11 tỷ,"Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, TP.HCM",Nhà mặt tiền,"60 m² (5,0x12,5)",10 phòng,10 WC,5,Nam,Nam,Sổ hồng
150 tỷ,"9, Đường Tân Mỹ, Phường Tân Phú, Quận 7, TP.HCM","Biệt thự, Villa","200 m² (10,0x20,0)",30 phòng,40 WC,9,N/A,N/A,Sổ hồng
7 tỷ,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ",57 m²,5 phòng,4 WC,N/A,N/A,Tây,Sổ hồng
"2,2 tỷ","Đường Lý Phục Man, Phường Bình Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","59 m² (5,0x11,8)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"2,15 tỷ","Hẻm 103, Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TP.HCM",Nhà mặt tiền,"30 m² (3,0x10,0)",2 phòng,2 WC,1,N/A,N/A,Giấy tờ hợp lệ
980 triệu,"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
"2,98 tỷ","Đường Lê Văn Lương, Phường Tân Phong, Quận 7, TP.HCM","Nhà hẻm, ngõ",48 m²,4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"1,22 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","62 m² (5,0x12,4)",3 phòng,3 WC,1,N/A,N/A,Sổ đỏ
960 triệu,"Đường Gò Ô Môi, Phường Phú Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","60 m² (5,0x12,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"4,65 tỷ","Đường 19, Phường Tân Quy, Quận 7, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",5 phòng,6 WC,5,N/A,Đông,Sổ hồng
"9,9 tỷ","Đường Phan Huy Thực, Phường Tân Kiểng, Quận 7, TP.HCM",Nhà mặt tiền,"48 m² (4,0x12,0)",4 phòng,5 WC,N/A,Nam,Nam,Sổ hồng
"2,82 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",2 phòng,3 WC,1,N/A,N/A,Sổ hồng
"15,9 tỷ","Đường 75, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"90 m² (6,0x15,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,55 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ",52 m²,3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
55 tỷ,"24, Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM",Nhà mặt tiền,"163,4 m² (6,4x25,9)",31 phòng,31 WC,N/A,N/A,N/A,Sổ đỏ
"1,45 tỷ","108, Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"18,5 tỷ","688, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"200 m² (10,0x20,0)",2 phòng,2 WC,1,N/A,N/A,Sổ hồng
"5,29 tỷ","Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",3 phòng,2 WC,2,N/A,N/A,Sổ hồng
40 tỷ,"Quận 7, TP.HCM","Biệt thự, Villa","200 m² (10,0x20,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"24,5 tỷ","Đường 793, Phường Tân Hưng, Quận 7, TP.HCM","Biệt thự, Villa","223 m² (14,0x20,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
3 tỷ,"861, Đường Trần Xuân soạn, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ",19 m²,2 phòng,3 WC,2,N/A,N/A,Sổ đỏ
31 tỷ,"Quận 7, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",N/A,N/A,N/A,Bắc,Bắc,Đang chờ sổ
"23,5 tỷ","Đường số 54, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"90 m² (6,0x15,0)",6 phòng,5 WC,5,Nam,Nam,Sổ hồng
"2,75 tỷ","Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ",60 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
915 triệu,"Đường Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, TP.HCM","Nhà hẻm, ngõ","65 m² (5,0x13,0)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"1,12 tỷ","Đường 20, Phường Bình Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"62 m² (4,0x15,5)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"19,5 tỷ","8, Đường 40, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"90 m² (6,0x15,0)",5 phòng,4 WC,4,Bắc,N/A,Sổ hồng
"16,8 tỷ","Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"150 m² (5,0x30,0)",5 phòng,6 WC,2,N/A,N/A,Sổ hồng
38 tỷ,"Quận 7, TP.HCM",Nhà mặt tiền,"240 m² (14,0x18,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"16,5 tỷ","Đường D1, Phường Tân Hưng, Quận 7, TP.HCM",Nhà mặt tiền,"73 m² (12,0x6,0)",9 phòng,9 WC,5,N/A,N/A,Sổ hồng
70 tỷ,"Đường 81, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"331 m² (20,0x17,0)",1 phòng,1 WC,N/A,N/A,Nam,Sổ hồng
"7,95 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM","Nhà hẻm, ngõ","80 m² (4,0x20,0)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"8,99 tỷ","Đường Lê Văn Lương, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"80 m² (5,0x16,0)",6 phòng,5 WC,4,N/A,N/A,Sổ hồng
"3,49 tỷ","Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,5 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, TP.HCM","Nhà hẻm, ngõ","50 m² (5,0x10,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
37 tỷ,"Đường Phú Thuận, Phường Phú Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"192 m² (6,2x31,0)",37 phòng,38 WC,6,N/A,Tây,Sổ hồng
"10,6 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","100 m² (5,0x20,0)",3 phòng,3 WC,2,N/A,N/A,Giấy tờ hợp lệ
80 tỷ,"Đường số 10, Phường Tân Hưng, Quận 7, TP.HCM",Nhà mặt tiền,"400 m² (20,0x20,0)",9 phòng,7 WC,N/A,N/A,N/A,Sổ hồng
"14,5 tỷ","Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","85 m² (5,0x17,0)",2 phòng,2 WC,3,N/A,N/A,Sổ hồng
"3,55 tỷ","Đường 51, Phường Tân Quy, Quận 7, TP.HCM","Nhà hẻm, ngõ","70 m² (5,0x14,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"4,2 tỷ","Đường Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, TP.HCM","Nhà hẻm, ngõ",52 m²,3 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,97 tỷ","Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, TP.HCM","Nhà hẻm, ngõ","45 m² (4,0x11,8)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
10 tỷ,"88, 88, Quận 7, TP.HCM",Nhà mặt tiền,"110 m² (5,0x22,0)",5 phòng,4 WC,4,Bắc,Bắc,Sổ hồng
15 tỷ,"Đường Huỳnh Tấn phát, Phường Bình Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
"11,79 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP.HCM",Nhà mặt tiền,80 m²,3 phòng,3 WC,2,N/A,N/A,Sổ hồng
29 tỷ,"Đường Lâm Văn Bền, Phường Bình Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"114 m² (5,0x24,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"13,5 tỷ","Đường Bùi Bằng Đoàn, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,123 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
46 tỷ,"Đường số 8, Phường Tân Hưng, Quận 7, TP.HCM","Biệt thự, Villa",200 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
10 tỷ,"156, Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","88 m² (8,6x11,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,95 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","50 m² (3,5x14,0)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
"2,4 tỷ","Đường Hoàng Văn Thái, Phường Tân Phú, Quận 7, TP.HCM","Nhà hẻm, ngõ","49,8 m²",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,58 tỷ","Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, TP.HCM","Nhà hẻm, ngõ","56 m² (4,0x14,0)",4 phòng,4 WC,2,N/A,N/A,Sổ hồng
29 tỷ,"0, Đường 65, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"120 m² (6,0x20,0)",2 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"11,89 tỷ","Đường 36, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"68 m² (4,0x17,0)",5 phòng,6 WC,5,N/A,N/A,Sổ hồng
"13,5 tỷ","Nhà mặt tiền đường Số 1 (16m)- KDC Phú Mỹ - Chợ Lớ, Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TP.HCM",Nhà mặt tiền,"96 m² (4,0x24,0)",3 phòng,3 WC,3,Tây,Tây,Sổ hồng
"3,55 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ",56 m²,3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"3,4 tỷ","435/47/16, Đường Huỳnh Tấn phát, Phường Tân Thuận Đông, Quận 7, TP.HCM","Nhà hẻm, ngõ","42 m² (4,0x10,5)",2 phòng,1 WC,2,N/A,N/A,Sổ hồng
88 tỷ,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM",Nhà mặt tiền,"277 m² (6,6x45,0)",75 phòng,76 WC,9,Đông,Đông,Sổ hồng
"13,99 tỷ","Đường 41, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",3 phòng,3 WC,2,N/A,N/A,Sổ hồng
5 tỷ,"Đường Huỳnh Tấn phát, Phường Phú Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","50 m² (4,8x12,0)",4 phòng,2 WC,2,Tây,Tây,Sổ hồng
"32,99 tỷ","Đường 41, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"156 m² (7,8x20,0)",7 phòng,8 WC,6,N/A,N/A,Sổ hồng
"4,55 tỷ","Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","70 m² (4,2x16,5)",4 phòng,5 WC,N/A,N/A,N/A,Sổ hồng
"1,06 tỷ","Đường Mai Văn Vĩnh, Phường Tân Kiểng, Quận 7, TP.HCM","Nhà hẻm, ngõ","63 m² (5,0x12,6)",3 phòng,3 WC,1,N/A,N/A,Sổ hồng
"3,45 tỷ","Đường 79, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"76 m² (4,5x1,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
23 tỷ,"Đường 40, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"126 m² (7,0x18,0)",N/A,N/A,N/A,Bắc,Bắc,Sổ hồng
"7,2 tỷ","Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, TP.HCM","Nhà hẻm, ngõ","34 m² (3,7x9,4)",3 phòng,2 WC,4,N/A,N/A,Sổ hồng
"1,27 tỷ","Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ",60 m²,3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,3 tỷ","Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","24 m² (3,0x8,0)",2 phòng,1 WC,2,Bắc,Bắc,Sổ hồng
"4,29 tỷ","Đường 39, Phường Tân Quy, Quận 7, TP.HCM","Nhà hẻm, ngõ","81 m² (5,0x16,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"2,65 tỷ","Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TP.HCM","Nhà hẻm, ngõ",46 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"5,85 tỷ","257, Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TP.HCM","Nhà hẻm, ngõ","45 m² (4,0x11,0)",2 phòng,3 WC,2,N/A,N/A,Sổ hồng
"32,6 tỷ","Đường Bùi Bằng Đoàn, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,111 m²,5 phòng,6 WC,N/A,N/A,N/A,Sổ hồng
"3,7 tỷ","Đường Lê Văn Lương, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"320 m² (5,0x16,0)",4 phòng,5 WC,4,N/A,N/A,Sổ hồng
21 tỷ,"Đường Nguyễn Văn Linh, Phường Bình Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"210 m² (7,0x30,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"3,9 tỷ","Đường Nguyễn Văn Linh, Phường Phú Mỹ, Quận 7, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",3 phòng,4 WC,N/A,Đông Bắc,Tây,Sổ đỏ
"11,5 tỷ","55, Đường Huỳnh Tấn phát, Phường Tân Thuận Đông, Quận 7, TP.HCM",Nhà mặt tiền,"86 m² (4,0x21,5)",2 phòng,1 WC,1,N/A,Nam,Sổ hồng
1 tỷ,"11/11, Đường số 14, Phường Tân Quy, Quận 7, TP.HCM","Nhà hẻm, ngõ",15 m²,1 phòng,1 WC,N/A,N/A,N/A,Giấy tờ hợp lệ
42 tỷ,"Đường 77, Phường Tân Quy, Quận 7, TP.HCM","Biệt thự, Villa","240 m² (12,0x20,0)",4 phòng,4 WC,2,N/A,Bắc,Sổ hồng
12 tỷ,"Quận 7, TP.HCM",Nhà mặt tiền,"72 m² (4,0x18,0)",N/A,N/A,N/A,Nam,Nam,Sổ hồng
38 tỷ,"Đường 17, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"154 m² (10,0x18,0)",8 phòng,9 WC,N/A,N/A,Bắc,Sổ hồng
"5,95 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, TP.HCM",Nhà mặt tiền,"50 m² (5,0x10,0)",4 phòng,3 WC,3,N/A,N/A,Sổ hồng
148 tỷ,"Đường số 1, Phường Tân Phú, Quận 7, TP.HCM",Nhà mặt tiền,"800 m² (15,0x54,0)",N/A,N/A,5,N/A,N/A,Sổ hồng
"5,2 tỷ","Đường Nguyễn Thị Thập, Phường Phú Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","87 m² (4,0x21,0)",3 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"2,8 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","57 m² (5,0x11,6)",3 phòng,3 WC,3,N/A,N/A,Sổ hồng
"8,5 tỷ","Đường Huỳnh Tấn phát, Phường Phú Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","120 m² (5,0x24,0)",5 phòng,4 WC,3,N/A,N/A,Sổ hồng
"2,65 tỷ","Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TP.HCM","Nhà hẻm, ngõ","63 m² (4,5x14,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
5 tỷ,"Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","64 m² (4,0x16,0)",4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
"18,8 tỷ","Hẻm 502/37, Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"9,95 tỷ","Hẻm 861, Đường Trần Xuân soạn, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","91 m² (5,0x18,2)",10 phòng,N/A,2,N/A,N/A,Giấy tờ hợp lệ
36 tỷ,"Đường Lâm Văn Bền, Phường Bình Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"117 m² (17,0x7,0)",1 phòng,1 WC,N/A,N/A,N/A,Sổ hồng
"4,65 tỷ","Đường 19, Phường Tân Quy, Quận 7, TP.HCM","Nhà hẻm, ngõ","40 m² (4,0x10,0)",6 phòng,6 WC,3,N/A,N/A,Sổ hồng
"2,85 tỷ","Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TP.HCM","Nhà hẻm, ngõ","60 m² (4,0x15,0)",4 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
58 tỷ,"Đường Đặng Đức Thuật, Phường Tân Phong, Quận 7, TP.HCM","Biệt thự, Villa",205 m²,5 phòng,6 WC,3,N/A,N/A,Sổ hồng
"1,09 tỷ","Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM","Nhà hẻm, ngõ","63 m² (5,0x13,4)",2 phòng,2 WC,N/A,N/A,N/A,Sổ hồng
"1,48 tỷ","1206/37, Đường Huỳnh Tấn phát, Phường Tân Phú, Quận 7, TP.HCM","Nhà hẻm, ngõ","29,3 m² (4,5x6,5)",2 phòng,2 WC,2,N/A,N/A,Sổ hồng
25 tỷ,"Đường Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",N/A,N/A,3,N/A,N/A,Sổ hồng
"24,5 tỷ","Quận 7, TP.HCM",Nhà mặt tiền,"100 m² (5,0x20,0)",N/A,N/A,N/A,Nam,Nam,Sổ hồng
25 tỷ,"Đường 39, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"140 m² (7,8x20,0)",6 phòng,5 WC,N/A,N/A,Bắc,Sổ hồng
"4,89 tỷ","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, TP.HCM",Nhà mặt tiền,"46,8 m²",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
56 tỷ,"Đường 11N, Phường Tân Hưng, Quận 7, TP.HCM","Biệt thự, Villa","200 m² (10,0x20,0)",5 phòng,5 WC,N/A,N/A,Bắc,Sổ hồng
963 triệu,"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TP.HCM","Nhà hẻm, ngõ","54 m² (4,0x13,5)",4 phòng,3 WC,2,N/A,N/A,Sổ hồng
"2,6 tỷ","308/9, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, TP.HCM","Nhà hẻm, ngõ","36 m² (6,0x6,0)",2 phòng,2 WC,2,N/A,N/A,Giấy tờ hợp lệ
"2,6 tỷ","Đường Số 23, Phường Phú Mỹ, Quận 7, TP.HCM","Nhà hẻm, ngõ",60 m²,N/A,N/A,N/A,N/A,N/A,Sổ hồng
"13,9 tỷ","120, Đường 41, Phường Tân Quy, Quận 7, TP.HCM",Nhà mặt tiền,"80 m² (4,0x20,0)",5 phòng,5 WC,4,Nam,Nam,Sổ hồng
"3,8 tỷ","Đường 17, Phường Tân Kiểng, Quận 7, TP.HCM","Nhà hẻm, ngõ",70 m²,4 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
5 tỷ,"47/..., Đường Võ Thị Nhờ, Phường Tân Thuận Đông, Quận 7, TP.HCM","Nhà hẻm, ngõ","52 m² (4,0x13,0)",2 phòng,3 WC,2,Đông Bắc,Đông Bắc,Sổ hồng
"2,6 tỷ","24, Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TP.HCM","Nhà hẻm, ngõ","55 m² (5,0x11,0)",3 phòng,1 WC,2,N/A,Bắc,Sổ hồng
"2,25 tỷ","Đường Lê Văn Lương, Phường Tân Phong, Quận 7, TP.HCM",Nhà mặt tiền,"72 m² (5,0x14,0)",3 phòng,4 WC,N/A,N/A,N/A,Sổ hồng
19 tỷ,"Quận 7, TP.HCM",Nhà mặt tiền,"90 m² (4,5x20,0)",N/A,N/A,N/A,Tây,Tây,Sổ hồng
88 tỷ,"Đường Lâm Văn Bền, Phường Tân Kiểng, Quận 7, TP.HCM",Nhà mặt tiền,"277 m² (6,6x45,0)",79 phòng,79 WC,8,N/A,Đông,Sổ hồng
"7,8 tỷ","Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TP.HCM",Nhà mặt tiền,"67 m² (4,0x18,0)",4 phòng,4 WC,3,N/A,N/A,Sổ hồng
"8,4 tỷ","Đường Lưu Trọng Lư, Phường Tân Thuận Đông, Quận 7, TP.HCM",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"5,5 tỷ","Quận 7, TP.HCM",Nhà mặt tiền,"79 m² (8,0x10,0)",3 phòng,2 WC,N/A,N/A,N/A,Hợp đồng mua bán
21 tỷ,"Đường Huỳnh Tấn phát, Phường Bình Thuận, Quận 7, TP.HCM",Nhà mặt tiền,"210 m² (7,0x30,0)",N/A,N/A,N/A,N/A,N/A,Sổ hồng
"1,86 tỷ","Đường Trần Xuân soạn, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ",16 m²,2 phòng,3 WC,N/A,N/A,N/A,Sổ hồng
"7,5 tỷ","Đường Lê Văn Lương, Phường Tân Hưng, Quận 7, TP.HCM","Nhà hẻm, ngõ","110 m² (5,0x22,0)",N/A,N/A,2,N/A,N/A,Sổ hồng
